"Time (s)","X (rad/s)","Y (rad/s)","Z (rad/s)"
4.473800003E-2,-5.355277658E-1,-5.395732522E-1,-4.779230431E-2
5.468000006E-2,-5.731790066E-1,-4.250120819E-1,-1.265052259E-1
6.462299998E-2,-6.048315763E-1,-2.777412534E-1,-1.820114106E-1
7.456500002E-2,-6.143470407E-1,-1.246606410E-1,-2.286020815E-1
8.450800006E-2,-5.900699496E-1,-2.212512307E-2,-2.656133771E-1
9.444999998E-2,-5.428361297E-1,1.486964617E-2,-2.642197609E-1
1.043920000E-1,-4.794318080E-1,2.707249671E-2,-2.372056544E-1
1.143350000E-1,-4.133079052E-1,1.552396640E-2,-1.843581498E-1
1.242770000E-1,-3.498519957E-1,-2.969719470E-2,-1.304288954E-1
1.342200000E-1,-3.050416410E-1,-8.701135218E-2,-9.506984800E-2
1.441620000E-1,-2.819952071E-1,-1.333437860E-1,-6.548508257E-2
1.541050000E-1,-2.765109539E-1,-1.548112631E-1,-5.399993435E-2
1.640470000E-1,-2.887858748E-1,-1.664690375E-1,-3.838781640E-2
1.739900000E-1,-3.181671798E-1,-1.300377995E-1,-1.155806705E-2
1.839320000E-1,-3.415606320E-1,-6.705740839E-2,2.276290953E-2
1.938750000E-1,-3.571017683E-1,2.208479214E-3,6.315161288E-2
2.038170000E-1,-3.672884703E-1,6.829822809E-2,9.227291495E-2
2.137600000E-1,-3.628900051E-1,1.383194029E-1,1.140764803E-1
2.237020000E-1,-3.562529683E-1,2.141729146E-1,1.278270781E-1
2.336450000E-1,-3.492459059E-1,2.685570717E-1,1.358889937E-1
2.435869999E-1,-3.541184366E-1,2.726863623E-1,1.312870532E-1
2.535300000E-1,-3.645686805E-1,2.321980447E-1,1.248675063E-1
2.634720000E-1,-3.734448850E-1,1.538885981E-1,1.379959434E-1
2.734149999E-1,-3.834354579E-1,6.140340492E-2,1.709773242E-1
2.833570000E-1,-3.898048997E-1,-1.918165386E-2,2.171698958E-1
2.932990000E-1,-3.949895501E-1,-9.759043902E-2,2.625887692E-1
3.032420001E-1,-3.992987871E-1,-1.725436300E-1,2.927426696E-1
3.131840000E-1,-4.199984670E-1,-2.271568030E-1,2.978519499E-1
3.231270000E-1,-4.546255469E-1,-2.926080823E-1,2.968806028E-1
3.330690000E-1,-4.829831421E-1,-3.240933120E-1,2.788230181E-1
3.430120000E-1,-5.009634495E-1,-3.071803153E-1,2.519592345E-1
3.529540000E-1,-5.152947307E-1,-2.557032704E-1,2.122134268E-1
3.628970000E-1,-5.362431407E-1,-1.518828124E-1,1.479383558E-1
3.728390000E-1,-5.597966313E-1,-9.626590647E-3,8.024239540E-2
3.827820000E-1,-5.751723051E-1,1.427823603E-1,3.269682080E-2
3.927240000E-1,-5.762644410E-1,2.419486195E-1,-1.565659419E-2
4.026670000E-1,-5.891197324E-1,2.419984788E-1,-5.036529526E-2
4.126090000E-1,-6.055221558E-1,1.713405550E-1,-7.663392276E-2
4.225520000E-1,-6.082155704E-1,9.597864747E-2,-6.900991499E-2
4.324939999E-1,-5.925580263E-1,2.514335327E-2,-1.987885870E-2
4.424360000E-1,-5.644450784E-1,-3.051919118E-2,1.395132206E-2
4.523790000E-1,-5.383940339E-1,-8.678565919E-2,2.195997909E-2
