"Time (s)","X (rad/s)","Y (rad/s)","Z (rad/s)"
4.349499999E-2,-5.039782524E-1,1.811615825E-1,-3.382519633E-2
5.343799992E-2,-5.172591805E-1,2.690253556E-1,2.952341549E-2
6.337999995E-2,-4.728809297E-1,3.353256285E-1,6.134112552E-2
7.332299999E-2,-3.755200207E-1,3.852455020E-1,6.785202026E-2
8.326499991E-2,-2.377984673E-1,4.164251983E-1,4.917597398E-2
9.320699994E-2,-7.793717831E-2,4.146209061E-1,3.190457448E-2
1.031500000E-1,7.423973083E-2,3.796517253E-1,1.132833213E-2
1.130920000E-1,2.050334364E-1,3.414955437E-1,7.722412236E-3
1.230349999E-1,2.982059121E-1,3.166202307E-1,7.560683414E-3
1.329770000E-1,3.538963497E-1,2.965682149E-1,4.399777390E-3
1.429200000E-1,3.573955894E-1,2.338929772E-1,5.207926966E-3
1.528619999E-1,3.171815872E-1,1.559965909E-1,8.777095005E-3
1.628040000E-1,2.438724339E-1,7.345591486E-2,3.012389643E-3
1.727470000E-1,1.515811384E-1,-1.055748947E-2,-9.420044720E-3
1.826889999E-1,3.864184767E-2,-9.898430854E-2,-2.994206920E-2
1.926320000E-1,-8.322733641E-2,-1.870491952E-1,-6.187390164E-2
2.025740000E-1,-2.122345865E-1,-2.786693871E-1,-1.054056734E-1
2.125169999E-1,-3.534750938E-1,-3.267141283E-1,-1.483693719E-1
2.224590000E-1,-4.904295504E-1,-3.024003506E-1,-1.735888124E-1
2.324010000E-1,-6.157168746E-1,-2.319703847E-1,-1.999605000E-1
2.423439999E-1,-7.075144053E-1,-1.712380648E-1,-2.140703499E-1
2.522859999E-1,-7.614343762E-1,-1.489420831E-1,-2.321010232E-1
2.622290000E-1,-7.848482728E-1,-1.576590687E-1,-2.450458407E-1
2.721710000E-1,-7.925221324E-1,-1.675311476E-1,-2.611329257E-1
2.821139999E-1,-7.731763721E-1,-1.729799211E-1,-2.748915553E-1
2.920560000E-1,-7.364998460E-1,-1.915059239E-1,-2.892001867E-1
3.019980000E-1,-6.933903098E-1,-2.473234385E-1,-3.014371693E-1
3.119409999E-1,-6.445668340E-1,-3.303003609E-1,-3.077182472E-1
