"Time (s)","X (m/s^2)","Y (m/s^2)","Z (m/s^2)"
0.000000000E0,-1.197210388E0,7.534282379E0,4.885241089E0
9.941999917E-3,-1.252894592E0,7.452702026E0,4.561464386E0
1.988399995E-2,-1.267264709E0,7.232210541E0,4.186194763E0
2.982699999E-2,-1.211730194E0,7.096742249E0,3.975582733E0
3.976899991E-2,-1.129102020E0,7.043003998E0,3.908971252E0
4.971199995E-2,-1.030157776E0,6.920259247E0,3.968397675E0
5.965399998E-2,-8.524772644E-1,6.696624298E0,4.320315857E0
6.959699991E-2,-6.923103333E-1,6.414461060E0,4.565805359E0
7.953899994E-2,-5.882766724E-1,6.273603973E0,4.665198669E0
8.948099997E-2,-5.614823914E-1,6.283184052E0,4.689597931E0
9.942400001E-2,-5.649252319E-1,6.497388611E0,4.724625092E0
1.093659999E-1,-5.486091614E-1,6.789281616E0,4.757706299E0
1.193090000E-1,-5.119354248E-1,6.926546173E0,4.639152832E0
1.292510000E-1,-4.671784973E-1,6.901697845E0,4.365072784E0
1.391939999E-1,-4.770579529E-1,6.840325470E0,4.143982544E0
1.491360000E-1,-4.706213379E-1,6.847959595E0,4.036356354E0
1.590780000E-1,-4.062551880E-1,6.862030334E0,3.901786194E0
1.690209999E-1,-3.153941345E-1,6.888525238E0,3.727249146E0
1.789630000E-1,-2.311193848E-1,6.960675201E0,3.671415253E0
1.889060000E-1,-1.531315613E-1,7.057823181E0,3.679648132E0
1.988479999E-1,-7.200027466E-2,7.135511627E0,3.705993347E0
2.087910000E-1,4.400848389E-2,7.175927582E0,3.777544556E0
2.187330000E-1,1.688488770E-1,7.162006531E0,3.836970978E0
2.286750000E-1,2.863545227E-1,7.128176880E0,3.864813080E0
2.386179999E-1,3.382965088E-1,7.145989838E0,3.964056702E0
2.485600000E-1,3.637435913E-1,7.166048126E0,4.177213440E0
2.585030000E-1,3.357518005E-1,7.105873260E0,4.374952240E0
2.684449999E-1,3.414399719E-1,6.968009949E0,4.505480804E0
2.783880000E-1,3.827540588E-1,6.835685120E0,4.563410339E0
2.883300000E-1,3.469784546E-1,6.814728699E0,4.611460419E0
2.982719999E-1,1.892065430E-1,6.817872162E0,4.726571045E0
3.082150000E-1,-5.448669434E-2,6.813082123E0,4.909490662E0
3.181570000E-1,-3.341052246E-1,6.797514496E0,5.032534790E0
3.280999999E-1,-5.875282288E-1,6.713988190E0,4.998705139E0
