"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)"
1.463676040E-1,8.789486289E-1,8.753558159E0,4.549437523E0
1.483721360E-1,8.933214545E-1,8.767930984E0,4.539855480E0
1.503766670E-1,9.268581867E-1,8.763139725E0,4.544646740E0
1.523811980E-1,9.508129358E-1,8.767930984E0,4.535064697E0
1.543857290E-1,9.508129358E-1,8.743976593E0,4.525482655E0
1.563902610E-1,9.747677445E-1,8.739185333E0,4.520691872E0
1.583947920E-1,9.891406298E-1,8.720021248E0,4.511109829E0
1.603992710E-1,9.987225533E-1,8.729603767E0,4.525482655E0
1.624037500E-1,1.008304477E0,8.734394073E0,4.496737003E0
1.644082290E-1,1.008304477E0,8.720021248E0,4.496737003E0
1.664127090E-1,1.046632171E0,8.705648422E0,4.515900612E0
1.684171880E-1,1.022677302E0,8.691275597E0,4.520691872E0
1.704216670E-1,1.056213975E0,8.686484337E0,4.506319046E0
1.724261460E-1,1.046632171E0,8.681694031E0,4.520691872E0
1.744306250E-1,1.065795898E0,8.681694031E0,4.511109829E0
1.764351040E-1,1.061004996E0,8.672111511E0,4.501527786E0
1.784395840E-1,1.070586920E0,8.643365860E0,4.511109829E0
1.804440630E-1,1.056213975E0,8.652948380E0,4.511109829E0
1.824485420E-1,1.061004996E0,8.628993034E0,4.515900612E0
1.844530210E-1,1.046632171E0,8.619411469E0,4.530273914E0
1.864575000E-1,1.041841149E0,8.638575554E0,4.544646740E0
1.884619790E-1,1.027468324E0,8.633784294E0,4.520691872E0
1.904664590E-1,9.891406298E-1,8.643365860E0,4.539855480E0
1.924709380E-1,9.843496680E-1,8.624202728E0,4.544646740E0
1.944754170E-1,9.939315915E-1,8.624202728E0,4.539855480E0
1.964798960E-1,9.987225533E-1,8.624202728E0,4.554228306E0
1.984843750E-1,9.843496680E-1,8.633784294E0,4.559019566E0
2.004888540E-1,9.939315915E-1,8.638575554E0,4.554228306E0
2.024933340E-1,9.699767828E-1,8.657738686E0,4.563810349E0
2.044978130E-1,9.699767828E-1,8.648157120E0,4.568601131E0
2.065022920E-1,9.556038976E-1,8.643365860E0,4.563810349E0
2.085067710E-1,9.603948593E-1,8.643365860E0,4.568601131E0
2.105112500E-1,9.508129358E-1,8.657738686E0,4.587765217E0
2.125157290E-1,9.556038976E-1,8.657738686E0,4.597347260E0
2.145202090E-1,9.268581867E-1,8.662529945E0,4.582974434E0
2.165246880E-1,9.316491485E-1,8.643365860E0,4.587765217E0
2.185291670E-1,9.316491485E-1,8.657738686E0,4.611720085E0
2.205336460E-1,9.220672250E-1,8.643365860E0,4.621301651E0
2.225381250E-1,9.124853015E-1,8.648157120E0,4.611720085E0
2.245426040E-1,9.029033780E-1,8.638575554E0,4.626092911E0
2.265470840E-1,9.172762632E-1,8.643365860E0,4.630883694E0
2.285515630E-1,9.172762632E-1,8.638575554E0,4.630883694E0
2.305560420E-1,9.124853015E-1,8.648157120E0,4.621301651E0
2.325605210E-1,9.268581867E-1,8.648157120E0,4.616510868E0
2.345650000E-1,9.508129358E-1,8.648157120E0,4.611720085E0
2.365694790E-1,9.460219741E-1,8.657738686E0,4.616510868E0
2.385739590E-1,9.651858211E-1,8.648157120E0,4.616510868E0
2.405784380E-1,9.603948593E-1,8.657738686E0,4.621301651E0
2.425829170E-1,9.747677445E-1,8.662529945E0,4.621301651E0
2.445873960E-1,9.699767828E-1,8.662529945E0,4.606928825E0
2.465918750E-1,9.939315915E-1,8.667321205E0,4.587765217E0
2.485963540E-1,9.987225533E-1,8.672111511E0,4.592556000E0
2.506008340E-1,9.939315915E-1,8.681694031E0,4.582974434E0
2.526053130E-1,1.003513575E0,8.700857162E0,4.578183174E0
2.546097920E-1,9.987225533E-1,8.710439682E0,4.568601131E0
2.566142710E-1,1.032259226E0,8.715229988E0,4.530273914E0
2.586187500E-1,1.022677302E0,8.700857162E0,4.525482655E0
2.606232290E-1,1.041841149E0,8.715229988E0,4.515900612E0
2.626277090E-1,1.046632171E0,8.710439682E0,4.525482655E0
2.646321880E-1,1.051423073E0,8.734394073E0,4.525482655E0
2.666366670E-1,1.080168843E0,8.705648422E0,4.515900612E0
2.686411460E-1,1.084959745E0,8.720021248E0,4.501527786E0
2.706456250E-1,1.075377822E0,8.720021248E0,4.491946220E0
2.726501040E-1,1.080168843E0,8.710439682E0,4.501527786E0
2.746545840E-1,1.104123592E0,8.700857162E0,4.472782135E0
2.766590630E-1,1.108914495E0,8.715229988E0,4.487154961E0
2.786635420E-1,1.113705516E0,8.696066856E0,4.487154961E0
2.806680210E-1,1.094541669E0,8.696066856E0,4.472782135E0
2.826725000E-1,1.108914495E0,8.676902771E0,4.482364178E0
2.846769790E-1,1.089750767E0,8.686484337E0,4.491946220E0
2.866814590E-1,1.099332571E0,8.676902771E0,4.501527786E0
2.886859380E-1,1.104123592E0,8.657738686E0,4.511109829E0
2.906904170E-1,1.065795898E0,8.657738686E0,4.501527786E0
2.926948960E-1,1.065795898E0,8.657738686E0,4.496737003E0
2.946993750E-1,1.046632171E0,8.652948380E0,4.506319046E0
2.967038540E-1,1.041841149E0,8.643365860E0,4.501527786E0
2.987083340E-1,1.032259226E0,8.643365860E0,4.496737003E0
3.007128130E-1,1.022677302E0,8.648157120E0,4.501527786E0
3.027172920E-1,1.013095379E0,8.652948380E0,4.491946220E0
3.047217710E-1,1.008304477E0,8.624202728E0,4.496737003E0
3.067262500E-1,9.891406298E-1,8.619411469E0,4.496737003E0
3.087307290E-1,9.651858211E-1,8.614620209E0,4.482364178E0
3.107352090E-1,9.795587063E-1,8.605038643E0,4.477573395E0
3.127396880E-1,9.508129358E-1,8.600247383E0,4.491946220E0
3.147441670E-1,9.364401102E-1,8.585874557E0,4.487154961E0
3.167486460E-1,9.364401102E-1,8.571501732E0,4.501527786E0
3.187531250E-1,9.220672250E-1,8.557128906E0,4.530273914E0
3.207576040E-1,9.172762632E-1,8.571501732E0,4.515900612E0
3.227620840E-1,9.268581867E-1,8.557128906E0,4.520691872E0
3.247665630E-1,9.172762632E-1,8.561920166E0,4.530273914E0
3.267710420E-1,9.172762632E-1,8.566710472E0,4.530273914E0
3.287755210E-1,9.220672250E-1,8.576292992E0,4.539855480E0
3.307800000E-1,9.412310719E-1,8.585874557E0,4.549437523E0
3.327844790E-1,9.460219741E-1,8.595456123E0,4.520691872E0
3.347889590E-1,9.508129358E-1,8.614620209E0,4.559019566E0
3.367934380E-1,9.699767828E-1,8.652948380E0,4.525482655E0
3.387979170E-1,9.795587063E-1,8.667321205E0,4.544646740E0
3.408023960E-1,9.939315915E-1,8.667321205E0,4.539855480E0
3.428068750E-1,9.987225533E-1,8.681694031E0,4.539855480E0
3.448113540E-1,1.017886400E0,8.700857162E0,4.539855480E0
3.468158340E-1,1.017886400E0,8.720021248E0,4.554228306E0
3.488203130E-1,1.046632171E0,8.720021248E0,4.559019566E0
3.508247920E-1,1.046632171E0,8.739185333E0,4.559019566E0
3.528292710E-1,1.051423073E0,8.758349419E0,4.544646740E0
3.548337500E-1,1.051423073E0,8.753558159E0,4.563810349E0
3.568382290E-1,1.051423073E0,8.763139725E0,4.563810349E0
3.588427090E-1,1.051423073E0,8.777512550E0,4.549437523E0
3.608471880E-1,1.080168843E0,8.806258202E0,4.539855480E0
3.628516670E-1,1.099332571E0,8.815840721E0,4.539855480E0
3.648561460E-1,1.104123592E0,8.806258202E0,4.539855480E0
3.668606250E-1,1.089750767E0,8.815840721E0,4.539855480E0
3.688651040E-1,1.104123592E0,8.835004807E0,4.520691872E0
3.708695840E-1,1.099332571E0,8.820631981E0,4.535064697E0
3.728740630E-1,1.094541669E0,8.825422287E0,4.539855480E0
3.748785420E-1,1.094541669E0,8.820631981E0,4.535064697E0
3.768830210E-1,1.084959745E0,8.830213547E0,4.525482655E0
3.788875000E-1,1.080168843E0,8.815840721E0,4.549437523E0
3.808919790E-1,1.070586920E0,8.791885376E0,4.554228306E0
3.828964590E-1,1.037050247E0,8.791885376E0,4.554228306E0
3.849009380E-1,9.987225533E-1,8.782303810E0,4.563810349E0
3.869054170E-1,9.843496680E-1,8.758349419E0,4.549437523E0
3.889098960E-1,9.220672250E-1,8.739185333E0,4.539855480E0
3.909143750E-1,9.124853015E-1,8.724812508E0,4.520691872E0
3.929188540E-1,8.693667054E-1,8.715229988E0,4.535064697E0
3.949233340E-1,8.454118967E-1,8.681694031E0,4.535064697E0
3.969278130E-1,8.214571476E-1,8.672111511E0,4.559019566E0
3.989322920E-1,7.927113771E-1,8.662529945E0,4.559019566E0
4.009367710E-1,7.975023389E-1,8.643365860E0,4.578183174E0
4.029412500E-1,7.831294537E-1,8.633784294E0,4.592556000E0
4.049457290E-1,8.022933006E-1,8.614620209E0,4.578183174E0
4.069502090E-1,7.927113771E-1,8.614620209E0,4.592556000E0
4.089546880E-1,7.687565684E-1,8.600247383E0,4.582974434E0
4.109591670E-1,7.831294537E-1,8.609828949E0,4.602138042E0
4.129636460E-1,7.831294537E-1,8.590665817E0,4.606928825E0
4.149681250E-1,7.735475302E-1,8.585874557E0,4.597347260E0
4.169726040E-1,8.118752241E-1,8.590665817E0,4.602138042E0
4.189771360E-1,8.166661859E-1,8.581083298E0,4.616510868E0
4.209816670E-1,8.358299732E-1,8.590665817E0,4.616510868E0
4.229861980E-1,8.741576672E-1,8.605038643E0,4.606928825E0
4.249907290E-1,8.837395310E-1,8.581083298E0,4.602138042E0
4.269952610E-1,9.124853015E-1,8.585874557E0,4.606928825E0
4.289997920E-1,9.508129358E-1,8.585874557E0,4.616510868E0
4.310043230E-1,9.603948593E-1,8.590665817E0,4.602138042E0
4.330088540E-1,1.013095379E0,8.561920166E0,4.606928825E0
4.350133860E-1,1.013095379E0,8.576292992E0,4.602138042E0
4.370179170E-1,1.037050247E0,8.557128906E0,4.592556000E0
4.390224480E-1,1.061004996E0,8.552337646E0,4.621301651E0
4.410269790E-1,1.075377822E0,8.552337646E0,4.602138042E0
4.430315110E-1,1.065795898E0,8.566710472E0,4.582974434E0
4.450360420E-1,1.080168843E0,8.576292992E0,4.578183174E0
4.470405730E-1,1.089750767E0,8.590665817E0,4.582974434E0
4.490451040E-1,1.099332571E0,8.576292992E0,4.568601131E0
4.510496360E-1,1.084959745E0,8.600247383E0,4.559019566E0
4.530541670E-1,1.089750767E0,8.600247383E0,4.563810349E0
4.550586980E-1,1.080168843E0,8.619411469E0,4.573392391E0
4.570632290E-1,1.061004996E0,8.633784294E0,4.563810349E0
4.590677610E-1,1.046632171E0,8.662529945E0,4.554228306E0
4.610722920E-1,1.046632171E0,8.657738686E0,4.559019566E0
4.630768230E-1,1.041841149E0,8.667321205E0,4.563810349E0
4.650813540E-1,1.008304477E0,8.686484337E0,4.568601131E0
4.670858860E-1,1.013095379E0,8.691275597E0,4.568601131E0
4.690904170E-1,1.008304477E0,8.691275597E0,4.573392391E0
4.710949480E-1,9.939315915E-1,8.715229988E0,4.559019566E0
4.730994790E-1,9.939315915E-1,8.715229988E0,4.563810349E0
4.751040110E-1,9.651858211E-1,8.724812508E0,4.544646740E0
4.771085420E-1,9.747677445E-1,8.729603767E0,4.544646740E0
4.791130210E-1,9.412310719E-1,8.753558159E0,4.544646740E0
4.811175000E-1,9.268581867E-1,8.767930984E0,4.535064697E0
4.831219790E-1,9.124853015E-1,8.763139725E0,4.549437523E0
4.851264590E-1,9.029033780E-1,8.753558159E0,4.535064697E0
4.871309380E-1,8.981124163E-1,8.753558159E0,4.549437523E0
4.891354170E-1,8.693667054E-1,8.753558159E0,4.520691872E0
4.911398960E-1,8.406209350E-1,8.748766899E0,4.515900612E0
4.931443750E-1,8.166661859E-1,8.729603767E0,4.535064697E0
4.951488540E-1,7.879204154E-1,8.734394073E0,4.549437523E0
4.971533340E-1,7.543837428E-1,8.715229988E0,4.535064697E0
4.991578130E-1,7.256379724E-1,8.724812508E0,4.501527786E0
5.011622920E-1,7.064741254E-1,8.667321205E0,4.539855480E0
5.031667710E-1,6.729374528E-1,8.667321205E0,4.525482655E0
5.051712500E-1,6.489826441E-1,8.648157120E0,4.539855480E0
5.071757290E-1,6.154459715E-1,8.624202728E0,4.539855480E0
5.091802090E-1,5.723273754E-1,8.600247383E0,4.535064697E0
5.111846880E-1,5.675364137E-1,8.614620209E0,4.559019566E0
5.131891670E-1,5.387906432E-1,8.595456123E0,4.559019566E0
5.151936460E-1,4.956720471E-1,8.600247383E0,4.549437523E0
5.171981250E-1,4.908810854E-1,8.595456123E0,4.544646740E0
5.192026040E-1,4.573444128E-1,8.585874557E0,4.535064697E0
5.212070840E-1,4.285986423E-1,8.590665817E0,4.530273914E0
5.232115630E-1,4.381805658E-1,8.600247383E0,4.525482655E0
5.252160420E-1,4.238076806E-1,8.600247383E0,4.506319046E0
5.272205210E-1,4.190167189E-1,8.581083298E0,4.539855480E0
5.292250000E-1,4.333896041E-1,8.595456123E0,4.539855480E0
5.312294790E-1,4.429715276E-1,8.566710472E0,4.592556000E0
5.332339590E-1,4.429715276E-1,8.561920166E0,4.602138042E0
5.352384380E-1,4.573444128E-1,8.585874557E0,4.592556000E0
5.372429170E-1,4.717172384E-1,8.571501732E0,4.563810349E0
5.392473960E-1,5.148358941E-1,8.566710472E0,4.544646740E0
5.412518750E-1,5.579544902E-1,8.547547340E0,4.530273914E0
5.432563540E-1,5.819092393E-1,8.561920166E0,4.487154961E0
5.452608340E-1,6.441916823E-1,8.547547340E0,4.506319046E0
5.472653130E-1,6.921012998E-1,8.518801689E0,4.568601131E0
5.492697920E-1,7.352198958E-1,8.547547340E0,4.559019566E0
5.512742710E-1,7.735475302E-1,8.533174515E0,4.549437523E0
5.532787500E-1,8.118752241E-1,8.533174515E0,4.525482655E0
5.552832290E-1,8.502028584E-1,8.542756081E0,4.549437523E0
5.572877090E-1,8.741576672E-1,8.557128906E0,4.554228306E0
5.592921880E-1,9.172762632E-1,8.514010429E0,4.563810349E0
5.612966670E-1,9.508129358E-1,8.537964821E0,4.573392391E0
5.633011460E-1,9.747677445E-1,8.547547340E0,4.549437523E0
5.653056250E-1,1.051423073E0,8.547547340E0,4.544646740E0
5.673101040E-1,1.080168843E0,8.542756081E0,4.578183174E0
5.693145840E-1,1.089750767E0,8.561920166E0,4.582974434E0
5.713190630E-1,1.108914495E0,8.576292992E0,4.578183174E0
5.733235420E-1,1.152033210E0,8.600247383E0,4.563810349E0
5.753280210E-1,1.156824112E0,8.600247383E0,4.592556000E0
5.773325000E-1,1.185569882E0,8.619411469E0,4.539855480E0
5.793369790E-1,1.214315653E0,8.624202728E0,4.549437523E0
5.813414590E-1,1.209524632E0,8.633784294E0,4.568601131E0
5.833459380E-1,1.219106555E0,8.652948380E0,4.568601131E0
5.853504170E-1,1.247852325E0,8.681694031E0,4.563810349E0
5.873548960E-1,1.271807075E0,8.681694031E0,4.559019566E0
5.893593750E-1,1.300552845E0,8.686484337E0,4.587765217E0
5.913638540E-1,1.305343747E0,8.700857162E0,4.563810349E0
5.933683340E-1,1.319716692E0,8.700857162E0,4.578183174E0
5.953728130E-1,1.334089518E0,8.715229988E0,4.563810349E0
5.973772920E-1,1.343671441E0,8.715229988E0,4.573392391E0
5.993817710E-1,1.386790037E0,8.710439682E0,4.573392391E0
6.013862500E-1,1.386790037E0,8.700857162E0,4.563810349E0
6.033907290E-1,1.405953884E0,8.715229988E0,4.559019566E0
6.053952090E-1,1.425117731E0,8.691275597E0,4.582974434E0
6.073996880E-1,1.420326710E0,8.705648422E0,4.578183174E0
6.094041670E-1,1.449072480E0,8.686484337E0,4.592556000E0
6.114086460E-1,1.453863502E0,8.648157120E0,4.573392391E0
6.134131250E-1,1.477818251E0,8.643365860E0,4.573392391E0
6.154176040E-1,1.449072480E0,8.648157120E0,4.559019566E0
6.174220840E-1,1.449072480E0,8.638575554E0,4.573392391E0
6.194265630E-1,1.449072480E0,8.628993034E0,4.554228306E0
6.214310420E-1,1.468236327E0,8.619411469E0,4.578183174E0
6.234355210E-1,1.444281578E0,8.600247383E0,4.602138042E0
6.254400000E-1,1.468236327E0,8.590665817E0,4.602138042E0
6.274444790E-1,1.487400174E0,8.571501732E0,4.616510868E0
6.294489590E-1,1.578428388E0,8.485264778E0,4.870431423E0
6.314534380E-1,1.597592115E0,8.442146301E0,4.846477032E0
6.334579170E-1,1.516145945E0,8.475682259E0,4.678793430E0
6.354623960E-1,1.482609153E0,8.442146301E0,4.693166256E0
6.374668750E-1,1.329298615E0,8.475682259E0,4.463200092E0
6.394713540E-1,1.281388998E0,8.533174515E0,4.424872398E0
6.414758340E-1,1.209524632E0,8.557128906E0,4.415290833E0
6.434803130E-1,1.267016172E0,8.499637604E0,4.611720085E0
6.454847920E-1,1.262225151E0,8.451727867E0,4.664420605E0
6.474892710E-1,1.147242188E0,8.446936607E0,4.559019566E0
6.494937500E-1,1.022677302E0,8.494846344E0,4.400918007E0
6.514982290E-1,1.032259226E0,8.470891953E0,4.621301651E0
6.535027090E-1,1.032259226E0,8.418190956E0,4.674002171E0
6.555071880E-1,9.699767828E-1,8.394236565E0,4.659629345E0
6.575116670E-1,8.741576672E-1,8.427773476E0,4.573392391E0
6.595161460E-1,8.981124163E-1,8.394236565E0,4.688375473E0
6.615206250E-1,8.933214545E-1,8.365490913E0,4.717121124E0
6.635251040E-1,8.454118967E-1,8.346326828E0,4.602138042E0
6.655295840E-1,8.262480497E-1,8.346326828E0,4.640465736E0
6.675340630E-1,8.358299732E-1,8.322372437E0,4.721911907E0
6.695385420E-1,8.070842624E-1,8.303208351E0,4.712329865E0
6.715430210E-1,8.070842624E-1,8.317581177E0,4.635674953E0
6.735475000E-1,8.693667054E-1,8.327162743E0,4.793776512E0
6.755519790E-1,1.276598096E0,8.485264778E0,5.014160156E0
6.775564590E-1,1.358044267E0,8.533174515E0,5.018951416E0
6.795609380E-1,1.243061304E0,8.475682259E0,4.745866776E0
6.815654170E-1,1.142451286E0,8.437355042E0,4.741075993E0
6.835698960E-1,1.094541669E0,8.490055084E0,4.971041679E0
6.855743750E-1,1.152033210E0,8.494846344E0,4.793776512E0
6.875788540E-1,1.080168843E0,8.547547340E0,4.554228306E0
6.895833340E-1,1.051423073E0,8.561920166E0,4.563810349E0
6.915878130E-1,9.651858211E-1,8.609828949E0,4.444036484E0
6.935922920E-1,8.885304928E-1,8.624202728E0,4.434454441E0
6.955967710E-1,7.927113771E-1,8.672111511E0,4.329053402E0
6.976012500E-1,7.256379724E-1,8.681694031E0,4.247607231E0
6.996057290E-1,6.346098185E-1,8.667321205E0,4.314680576E0
7.016102090E-1,5.627454519E-1,8.672111511E0,4.338635445E0
7.036146880E-1,5.339996815E-1,8.662529945E0,4.314680576E0
7.056191670E-1,4.573444128E-1,8.648157120E0,4.329053402E0
7.076236460E-1,3.950619698E-1,8.652948380E0,4.319471359E0
7.096281250E-1,3.854800463E-1,8.614620209E0,4.396126747E0
7.116326040E-1,3.663161993E-1,8.571501732E0,4.424872398E0
7.136370840E-1,2.848699391E-1,8.561920166E0,4.410499573E0
7.156415630E-1,2.465422899E-1,8.590665817E0,4.348217487E0
7.176460420E-1,1.603050530E-1,8.566710472E0,4.295516968E0
7.196505210E-1,1.507231444E-1,8.533174515E0,4.295516968E0
7.216550000E-1,6.448591501E-2,8.561920166E0,4.305098534E0
7.236594790E-1,6.994426250E-3,8.581083298E0,4.242815971E0
7.256639590E-1,-2.175131440E-2,8.581083298E0,4.199697495E0
7.276684380E-1,-3.612418473E-2,8.571501732E0,4.142206192E0
7.296729690E-1,-6.966088712E-2,8.595456123E0,4.137414932E0
7.316775000E-1,-1.031975895E-1,8.605038643E0,4.132624149E0
7.336820310E-1,-1.463162005E-1,8.633784294E0,4.103878498E0
7.356865630E-1,-1.319433302E-1,8.609828949E0,4.099087238E0
7.376910940E-1,-1.798529029E-1,8.643365860E0,3.988895416E0
7.396956250E-1,-1.894348115E-1,8.686484337E0,3.955358744E0
7.417001560E-1,-2.038076967E-1,8.729603767E0,3.936194897E0
7.437046880E-1,-1.990167350E-1,8.715229988E0,3.984104633E0
7.457092190E-1,-1.942257732E-1,8.710439682E0,3.993686438E0
7.477137500E-1,-1.846438497E-1,8.700857162E0,3.979313612E0
7.497182810E-1,-1.702709794E-1,8.724812508E0,3.931404114E0
7.517228130E-1,-1.846438497E-1,8.739185333E0,3.912240267E0
7.537273440E-1,-1.750619411E-1,8.729603767E0,3.912240267E0
7.557318750E-1,-1.415252388E-1,8.715229988E0,3.917031288E0
7.577364060E-1,-1.415252388E-1,8.715229988E0,3.912240267E0
7.597409380E-1,-1.175704598E-1,8.686484337E0,3.936194897E0
7.617454690E-1,-9.840662777E-2,8.662529945E0,3.917031288E0
7.637500000E-1,-9.361566603E-2,8.657738686E0,3.955358744E0
7.657545310E-1,-6.486992538E-2,8.628993034E0,3.964940786E0
7.677590630E-1,-2.175131440E-2,8.595456123E0,3.964940786E0
7.697635940E-1,-2.587486058E-3,8.566710472E0,3.955358744E0
7.717681250E-1,1.657634228E-2,8.504427910E0,3.940985918E0
7.737726560E-1,2.136730030E-2,8.480473518E0,3.955358744E0
7.757771880E-1,-2.587486058E-3,8.494846344E0,3.945776939E0
7.777817190E-1,2.136730030E-2,8.485264778E0,3.955358744E0
7.797862500E-1,1.028135717E-1,8.451727867E0,3.979313612E0
7.817907810E-1,1.219773963E-1,8.442146301E0,3.998477459E0
7.837953130E-1,1.171864420E-1,8.437355042E0,3.974522591E0
7.857998440E-1,1.650960147E-1,8.413399696E0,3.950567961E0
7.878043750E-1,1.171864420E-1,8.413399696E0,3.964940786E0
7.898089060E-1,1.171864420E-1,8.399026871E0,3.969731808E0
7.918133860E-1,1.076045260E-1,8.399026871E0,3.960149765E0
7.938178650E-1,1.219773963E-1,8.384654045E0,3.926613092E0
7.958223440E-1,1.028135717E-1,8.351118088E0,3.940985918E0
7.978268230E-1,9.323165566E-2,8.336745262E0,3.936194897E0
7.998313020E-1,5.011304095E-2,8.394236565E0,3.921822071E0
8.018357810E-1,1.657634228E-2,8.399026871E0,3.869121552E0
8.038402610E-1,1.178538427E-2,8.375072479E0,3.826003075E0
8.058447400E-1,6.994426250E-3,8.370281219E0,3.797257185E0
8.078492190E-1,-2.587486058E-3,8.336745262E0,3.763720512E0
8.098536980E-1,-1.696036011E-2,8.307998657E0,3.754138708E0
8.118581770E-1,-7.378444076E-3,8.307998657E0,3.754138708E0
8.138626560E-1,-4.570610076E-2,8.351118088E0,3.739765882E0
8.158671360E-1,-6.486992538E-2,8.322372437E0,3.706228971E0
8.178716150E-1,-8.882471919E-2,8.341535568E0,3.658319473E0
8.198760940E-1,-7.924279571E-2,8.384654045E0,3.634364605E0
8.218805730E-1,-7.924279571E-2,8.399026871E0,3.557709455E0
