"Time (s)","X (m/s^2)","Y (m/s^2)","Z (m/s^2)"
0.000000000E0,-3.676953735E0,7.237299957E0,4.686155090E0
9.941999917E-3,-3.621718597E0,7.167994080E0,4.636159058E0
1.988499996E-2,-3.545077972E0,7.083869019E0,4.688250732E0
2.982800000E-2,-3.440295868E0,6.904092865E0,4.753964081E0
3.976999992E-2,-3.405418396E0,6.787635040E0,4.869673462E0
4.971299996E-2,-3.458557892E0,6.850055237E0,4.960983582E0
5.965600000E-2,-3.576362915E0,6.919660492E0,4.931045837E0
6.959799991E-2,-3.651806030E0,6.909032593E0,4.954546967E0
7.954099996E-2,-3.663631439E0,6.834637299E0,4.923561401E0
8.948299999E-2,-3.741020508E0,6.742279358E0,4.917723541E0
9.942599991E-2,-3.917952576E0,6.777905273E0,5.074297943E0
1.093690000E-1,-4.156107330E0,6.907535706E0,5.133874054E0
1.193110000E-1,-4.361480255E0,7.023245087E0,5.242398376E0
1.292539999E-1,-4.486320648E0,7.020700378E0,5.425018616E0
1.391970000E-1,-4.504283295E0,6.993157654E0,5.546416168E0
1.491390000E-1,-4.456831970E0,6.957980804E0,5.609285431E0
1.590819999E-1,-4.430337067E0,6.956932983E0,5.683531036E0
1.690250000E-1,-4.424349518E0,7.013215942E0,5.694009247E0
1.789670000E-1,-4.400998077E0,7.058122559E0,5.769302673E0
1.889099999E-1,-4.334236908E0,7.035369873E0,5.927673340E0
1.988530000E-1,-4.166735229E0,6.979985046E0,6.035598907E0
2.087950000E-1,-4.000281372E0,6.866071930E0,6.064788208E0
2.187379999E-1,-3.927532654E0,6.759343872E0,6.150260468E0
2.286799999E-1,-3.934568024E0,6.734495544E0,6.259832611E0
2.386230000E-1,-3.908671875E0,6.727310486E0,6.305637360E0
2.485659999E-1,-3.842060394E0,6.680308228E0,6.291716309E0
2.585079999E-1,-3.763623505E0,6.606661377E0,6.331683197E0
2.684510000E-1,-3.668870544E0,6.549330597E0,6.386469269E0
2.783939999E-1,-3.550317078E0,6.523284760E0,6.319558411E0
2.883359999E-1,-3.454516296E0,6.503675537E0,6.222410431E0
2.982790000E-1,-3.380719757E0,6.550677795E0,6.139183502E0
3.082219999E-1,-3.382066956E0,6.558910675E0,6.078709259E0
3.181639999E-1,-3.326382751E0,6.587950287E0,6.025719452E0
3.281070000E-1,-3.213816833E0,6.614894257E0,5.976621552E0
3.380490000E-1,-3.131038971E0,6.721322937E0,5.896837463E0
3.479919999E-1,-3.140020294E0,6.794520721E0,5.842799835E0
3.579350000E-1,-3.090922394E0,6.814579010E0,5.877826996E0
3.678770000E-1,-2.951262817E0,6.879843292E0,5.828729095E0
3.778199999E-1,-2.904559937E0,6.855144653E0,5.805078278E0
3.877630000E-1,-2.888543243E0,6.846462708E0,5.867199097E0
3.977050000E-1,-2.925666046E0,6.886130219E0,5.935307465E0
4.076479999E-1,-2.977757721E0,6.958579559E0,5.971831512E0
4.175900000E-1,-3.049608307E0,6.997199249E0,5.968238983E0
4.275330000E-1,-3.055296478E0,6.990912323E0,6.005361786E0
4.374759999E-1,-3.047362976E0,6.924450531E0,5.987848206E0
4.474180000E-1,-3.055446167E0,6.856791229E0,5.850284271E0
4.573610000E-1,-2.992576904E0,6.873256989E0,6.056705017E0
4.673039999E-1,-3.025807800E0,6.925498352E0,6.637347565E0
4.772460000E-1,-3.059487762E0,6.850055237E0,6.904092865E0
4.871890000E-1,-3.081791382E0,6.695426788E0,6.732848969E0
4.971309999E-1,-3.023113403E0,6.558611298E0,6.416107635E0
5.070740000E-1,-2.764002228E0,6.417005768E0,6.172115021E0
5.170170000E-1,-2.433489532E0,6.233188019E0,6.264023895E0
5.269589999E-1,-2.138303375E0,5.926326141E0,6.079757080E0
5.369020000E-1,-1.865720215E0,5.597010956E0,6.087091827E0
5.468447083E-1,-1.689536591E0,5.332810364E0,6.127208405E0
5.567867083E-1,-1.513502655E0,5.331014099E0,6.516848145E0
5.667297083E-1,-1.663041687E0,5.004093933E0,5.672903137E0
5.766717083E-1,-1.601968689E0,4.931195526E0,5.069507904E0
5.866147083E-1,-1.466201019E0,4.860692139E0,5.095853119E0
5.965577083E-1,-1.329385529E0,4.841531982E0,5.177283783E0
6.064997083E-1,-1.233135681E0,4.879403229E0,5.189258881E0
6.164427083E-1,-1.284478912E0,4.983436890E0,5.106630707E0
6.263857083E-1,-1.585203552E0,5.220094757E0,5.252427521E0
6.363277083E-1,-2.034569092E0,5.552403717E0,5.489833832E0
6.462707083E-1,-2.415077820E0,5.919739838E0,5.750292206E0
6.562127083E-1,-2.677931213E0,6.278094635E0,5.962251434E0
6.661557083E-1,-2.911744995E0,6.473887482E0,6.344257050E0
6.760987083E-1,-3.008743286E0,6.476881256E0,6.753056946E0
6.860407083E-1,-2.973267059E0,6.410120087E0,7.090006256E0
6.959837083E-1,-2.919079742E0,6.341113586E0,7.534881134E0
7.059257083E-1,-2.916085968E0,6.402635651E0,8.049211578E0
7.158687083E-1,-2.841241608E0,6.520590363E0,8.354127502E0
7.258117083E-1,-2.638413391E0,6.553821259E0,8.439001007E0
7.357537083E-1,-2.305954742E0,6.522536316E0,8.715326385E0
7.456967083E-1,-1.668879547E0,6.384822693E0,9.255702667E0
7.556397083E-1,-8.990304565E-1,6.017037506E0,8.790470123E0
7.655817083E-1,-2.704875183E-1,5.706283722E0,8.184679871E0
7.755247083E-1,1.139131165E-1,5.423970795E0,8.149353333E0
7.854667082E-1,3.977229309E-1,5.104385376E0,7.955057373E0
7.954097083E-1,5.852828979E-1,4.780758362E0,7.972121887E0
8.053527083E-1,6.242019653E-1,4.545148315E0,7.998317413E0
8.152947082E-1,4.743635559E-1,4.587809601E0,8.094417572E0
8.252377083E-1,2.585124207E-1,4.861290894E0,8.401578827E0
8.351797083E-1,5.313949585E-2,5.392536163E0,8.530161438E0
8.451227082E-1,-9.445358276E-2,5.804479523E0,8.481512604E0
8.550657083E-1,-2.251318359E-1,6.029461670E0,8.633895721E0
8.650077083E-1,-3.730242920E-1,6.207142181E0,8.948092346E0
8.749507082E-1,-4.574487305E-1,6.343658295E0,9.267228699E0
8.848927083E-1,-4.272116089E-1,6.431076508E0,9.483229523E0
8.948357083E-1,-2.866539001E-1,6.409970398E0,9.645641785E0
9.047787082E-1,5.164260864E-2,6.288423157E0,9.886790314E0
9.147207083E-1,4.171824646E-1,6.151158600E0,1.001013382E1
9.246637083E-1,7.571255493E-1,6.117179260E0,1.003079086E1
9.346057083E-1,1.016536102E0,6.174959106E0,9.906848602E0
9.445487083E-1,1.190624084E0,6.263125763E0,9.877808990E0
9.544917083E-1,1.295855255E0,6.396797791E0,9.977351990E0
9.644337083E-1,1.371747437E0,6.606062622E0,1.011102402E1
9.743767083E-1,1.471140747E0,6.804549866E0,1.031789383E1
9.843187083E-1,1.650617523E0,6.999444580E0,1.028601013E1
9.942617083E-1,1.858984222E0,7.177574158E0,9.939331055E0
1.004204708E0,2.111808472E0,7.173233185E0,9.465416565E0
1.014146708E0,2.381697235E0,6.980434113E0,9.024134216E0
1.024089708E0,2.502346344E0,6.684050446E0,8.719367981E0
1.034031708E0,2.402653656E0,6.466103668E0,8.566984863E0
1.043974708E0,2.169738007E0,6.507417755E0,8.566086731E0
1.053917708E0,1.889221344E0,6.607409821E0,8.686286774E0
1.063859708E0,1.657652893E0,6.533014526E0,8.805888062E0
