"Time (s)","X (rad/s)","Y (rad/s)","Z (rad/s)"
6.089199998E-2,-4.089076519E-1,5.976144075E-1,-3.617354631E-1
7.083400001E-2,-3.739466667E-1,6.210933924E-1,-3.531905115E-1
8.077500004E-2,-3.297387362E-1,5.221164823E-1,-2.855374515E-1
9.071699996E-2,-2.817349732E-1,3.982774019E-1,-1.709847152E-1
1.006580000E-1,-2.393225580E-1,2.580065727E-1,-5.262956768E-2
1.106000000E-1,-1.889032274E-1,1.315933317E-1,5.061355233E-2
1.205420000E-1,-1.214999408E-1,4.172603413E-2,1.226011887E-1
1.304830000E-1,-4.632801563E-2,3.267255053E-2,1.518979818E-1
1.404250000E-1,1.926564239E-2,1.137964353E-1,1.687797606E-1
1.503670000E-1,6.141816080E-2,2.294727713E-1,1.781048626E-1
1.603080000E-1,7.036025077E-2,2.856553495E-1,1.763692796E-1
1.702500000E-1,3.484103084E-2,2.444873750E-1,1.515049189E-1
1.801920000E-1,-4.792388529E-2,1.069651991E-1,1.258762479E-1
1.901330000E-1,-1.746011376E-1,-1.314203739E-1,1.140709668E-1
2.000750001E-1,-3.424322307E-1,-3.895320892E-1,1.258743703E-1
2.100170000E-1,-5.240910053E-1,-6.034273505E-1,1.608683169E-1
2.199580000E-1,-7.106798291E-1,-6.956188083E-1,2.172458470E-1
2.299000000E-1,-8.716960549E-1,-6.028184295E-1,2.958274186E-1
2.398420000E-1,-9.671109915E-1,-3.581258357E-1,3.723935783E-1
2.497830000E-1,-9.518551826E-1,-1.682536304E-2,4.154177308E-1
2.597250000E-1,-8.404226899E-1,3.162972033E-1,4.182838202E-1
2.696670000E-1,-6.565620303E-1,5.033755898E-1,3.312252164E-1
2.796080000E-1,-4.547168612E-1,4.305554628E-1,2.144338787E-1
2.895500000E-1,-3.158720434E-1,1.725740880E-1,1.565447599E-1
2.994910000E-1,-2.892798483E-1,-1.788894087E-1,1.821563691E-1
3.094330000E-1,-3.806359768E-1,-5.921155214E-1,2.645048201E-1
3.193750000E-1,-5.295812488E-1,-1.033820748E0,3.421580493E-1
3.293156667E-1,-6.988760233E-1,-1.370710015E0,3.681152761E-1
3.392576667E-1,-8.568342328E-1,-1.527111530E0,3.282732964E-1
3.491996666E-1,-9.939063787E-1,-1.435254931E0,2.341914773E-1
3.591406667E-1,-1.102601647E0,-1.088904142E0,1.055546775E-1
3.690826667E-1,-1.150712490E0,-6.262179613E-1,-5.226976052E-2
3.790246666E-1,-1.131550074E0,-1.763000786E-1,-2.089587152E-1
3.889656666E-1,-1.052715182E0,1.778620780E-1,-3.411345780E-1
3.989076667E-1,-9.409576654E-1,3.917655945E-1,-4.030362666E-1
4.088496667E-1,-8.047281504E-1,4.850250781E-1,-3.898131847E-1
4.187906666E-1,-6.549317241E-1,5.247463584E-1,-3.178388476E-1
4.287326667E-1,-4.910593033E-1,4.987953901E-1,-1.916756183E-1
4.386746667E-1,-3.470190465E-1,3.764180541E-1,-6.905222684E-2
4.486156667E-1,-2.421737909E-1,1.614590138E-1,3.843770921E-2
4.585576666E-1,-1.868982911E-1,-9.594163299E-2,1.175985709E-1
4.684996667E-1,-1.786576211E-1,-3.252616525E-1,1.575007588E-1
4.784406667E-1,-1.900724620E-1,-4.902439415E-1,1.728594750E-1
4.883826667E-1,-2.034774125E-1,-5.224018693E-1,1.637709588E-1
4.983246666E-1,-2.097552866E-1,-4.200238287E-1,1.292414814E-1
5.082656667E-1,-2.303044051E-1,-3.226161301E-1,7.959428430E-2
5.182076667E-1,-2.603714764E-1,-2.730216682E-1,1.583980769E-2
5.281486667E-1,-2.905939519E-1,-2.179596275E-1,-6.356546283E-2
5.380906666E-1,-2.971889973E-1,-8.118686080E-2,-1.357824057E-1
5.480326667E-1,-2.900689840E-1,3.541250527E-2,-1.797041595E-1
5.579736667E-1,-2.785974145E-1,1.044288576E-1,-1.828309745E-1
5.679156666E-1,-2.580940723E-1,1.565223932E-1,-1.617579013E-1
5.778576666E-1,-2.310142368E-1,1.810189486E-1,-1.207220480E-1
5.877986667E-1,-2.132217735E-1,1.716790497E-1,-5.704884976E-2
5.977406667E-1,-2.108520865E-1,1.555269808E-1,9.459072724E-3
6.076826666E-1,-2.164337486E-1,1.434189826E-1,9.508486092E-2
6.176236667E-1,-2.312252223E-1,9.033472836E-2,1.850027740E-1
6.275656667E-1,-2.732958794E-1,-9.065506980E-3,2.394817322E-1
6.375076667E-1,-3.301125467E-1,-1.040234417E-1,2.670790255E-1
6.474486666E-1,-3.820762932E-1,-1.887423992E-1,2.597197592E-1
6.573906667E-1,-4.301703274E-1,-2.577140033E-1,2.188871056E-1
6.673326667E-1,-4.868947268E-1,-3.173537850E-1,1.506702453E-1
6.772736667E-1,-5.429862142E-1,-3.647474051E-1,7.940512151E-2
6.872156666E-1,-6.094347239E-1,-3.855214715E-1,3.627976030E-2
6.971576667E-1,-6.934601068E-1,-3.855720758E-1,4.271741956E-2
7.070986667E-1,-7.914743423E-1,-3.655474782E-1,9.612280875E-2
7.170406666E-1,-8.836064339E-1,-3.595069051E-1,1.743640900E-1
