"Time (s)","Gyroscope x (rad/s)","Gyroscope y (rad/s)","Gyroscope z (rad/s)"
1.242842710E-1,4.526370764E-2,3.493731618E-1,1.439770451E-3
1.262886980E-1,4.419844598E-2,3.472426534E-1,-1.756020123E-3
1.282931250E-1,3.780686855E-2,3.472426534E-1,1.439770451E-3
1.302975520E-1,3.354581445E-2,3.483079076E-1,3.570297500E-3
1.323019790E-1,3.035002388E-2,3.536342084E-1,4.635560326E-3
1.343064060E-1,2.395844273E-2,3.589605391E-1,8.896614425E-3
1.363108330E-1,2.608896978E-2,3.610910773E-1,8.896614425E-3
1.383152600E-1,2.182791568E-2,3.621563315E-1,1.315766852E-2
1.403196870E-1,2.715423144E-2,3.706784248E-1,1.422293205E-2
1.423241140E-1,2.608896978E-2,3.823963404E-1,1.422293205E-2
1.443285420E-1,2.928475849E-2,3.834615946E-1,1.741872355E-2
1.463329690E-1,2.608896978E-2,3.962447643E-1,1.635346003E-2
1.483373960E-1,2.715423144E-2,4.143542349E-1,1.422293205E-2
1.503418230E-1,2.395844273E-2,4.175500274E-1,1.635346003E-2
1.523462500E-1,2.502370626E-2,4.143542349E-1,1.954925060E-2
1.543506770E-1,3.035002388E-2,4.175500274E-1,1.954925060E-2
1.563551040E-1,3.461107612E-2,4.154195189E-1,2.700609528E-2
1.583595310E-1,3.780686855E-2,4.058321416E-1,3.233241662E-2
1.603639580E-1,4.100265354E-2,4.047668576E-1,3.872399405E-2
1.623683850E-1,4.313318431E-2,4.015710652E-1,4.191978648E-2
1.643728120E-1,4.419844598E-2,3.994405568E-1,4.085452482E-2
1.663772390E-1,4.632897675E-2,3.962447643E-1,4.937663302E-2
1.683816670E-1,4.632897675E-2,3.930489719E-1,4.831136763E-2
1.703860940E-1,4.313318431E-2,3.951795101E-1,4.937663302E-2
1.723905210E-1,4.100265354E-2,4.005058110E-1,5.150715634E-2
1.743949480E-1,3.887213022E-2,3.983752728E-1,5.044189468E-2
1.763993750E-1,3.674159944E-2,4.026363492E-1,5.470294878E-2
1.784038020E-1,3.354581445E-2,3.973100185E-1,5.363768712E-2
1.804082290E-1,2.289317921E-2,4.047668576E-1,5.257242173E-2
1.824126560E-1,2.289317921E-2,4.026363492E-1,5.363768712E-2
1.844170830E-1,1.969738863E-2,4.026363492E-1,5.576821044E-2
1.864215100E-1,1.437107101E-2,4.100931883E-1,5.363768712E-2
1.884259370E-1,6.914226338E-3,4.111584425E-1,5.257242173E-2
1.904303640E-1,5.848962814E-3,4.111584425E-1,5.150715634E-2
1.924347920E-1,1.587908715E-3,4.111584425E-1,5.257242173E-2
1.944392190E-1,-5.868935958E-3,4.079626501E-1,5.470294878E-2
1.964436460E-1,-9.064726532E-3,4.090279341E-1,5.044189468E-2
1.984480730E-1,-1.439104415E-2,4.143542349E-1,5.257242173E-2
2.004525000E-1,-1.758683473E-2,4.154195189E-1,4.831136763E-2
2.024569270E-1,-1.865209825E-2,4.111584425E-1,4.618084058E-2
2.044613540E-1,-2.397841588E-2,4.132889807E-1,4.831136763E-2
2.064658330E-1,-2.504367940E-2,4.143542349E-1,4.724610224E-2
2.084703120E-1,-3.036999702E-2,4.122237265E-1,4.831136763E-2
2.104747920E-1,-2.717420645E-2,4.143542349E-1,4.511557892E-2
2.124792710E-1,-2.504367940E-2,4.132889807E-1,4.191978648E-2
2.144837500E-1,-2.078262530E-2,4.143542349E-1,3.872399405E-2
2.164882290E-1,-1.758683473E-2,4.143542349E-1,4.085452482E-2
2.184927080E-1,-1.332578063E-2,4.090279341E-1,3.552820534E-2
2.204971870E-1,-7.999463007E-3,4.122237265E-1,3.339767829E-2
2.225016670E-1,-4.803672433E-3,4.068973958E-1,3.233241662E-2
2.245061460E-1,2.653172240E-3,4.068973958E-1,2.700609528E-2
2.265106250E-1,1.587908715E-3,4.026363492E-1,2.700609528E-2
2.285151040E-1,6.914226338E-3,4.005058110E-1,1.848398708E-2
2.305195830E-1,1.543633454E-2,3.973100185E-1,1.741872355E-2
2.325240620E-1,2.182791568E-2,3.951795101E-1,1.422293205E-2
2.345285420E-1,2.928475849E-2,3.983752728E-1,1.528819557E-2
2.365330210E-1,3.887213022E-2,4.068973958E-1,1.848398708E-2
2.385375000E-1,4.845950007E-2,4.292679429E-1,1.954925060E-2
2.405419790E-1,5.378581583E-2,4.420510828E-1,2.381030470E-2
2.425464580E-1,5.591634661E-2,4.463121593E-1,1.635346003E-2
2.445509370E-1,6.017740071E-2,4.335289896E-1,1.102714147E-2
2.465554170E-1,6.443845481E-2,4.196805656E-1,4.635560326E-3
2.485598960E-1,7.083003223E-2,3.951795101E-1,3.570297500E-3
2.505643750E-1,7.509108633E-2,3.813310862E-1,2.505033975E-3
2.525688540E-1,7.615634799E-2,3.600257933E-1,6.766087376E-3
2.545733330E-1,7.615634799E-2,3.419163227E-1,3.570297500E-3
2.565778120E-1,7.615634799E-2,3.397857845E-1,7.831350900E-3
2.585822920E-1,7.189530134E-2,3.312636912E-1,6.766087376E-3
2.605867710E-1,7.189530134E-2,3.291331530E-1,7.831350900E-3
2.625912500E-1,6.656897813E-2,3.333941996E-1,9.961877950E-3
2.645957290E-1,6.550371647E-2,3.344594836E-1,1.422293205E-2
2.666002080E-1,6.550371647E-2,3.323289454E-1,1.848398708E-2
2.686046870E-1,6.017740071E-2,3.365899920E-1,1.741872355E-2
2.706091670E-1,6.230792403E-2,3.472426534E-1,1.528819557E-2
2.726136460E-1,5.485108495E-2,3.472426534E-1,2.061451413E-2
2.746181250E-1,5.485108495E-2,3.525689542E-1,1.741872355E-2
2.766226040E-1,4.845950007E-2,3.568300009E-1,2.487556823E-2
2.786270830E-1,4.632897675E-2,3.621563315E-1,2.594083175E-2
2.806315620E-1,4.313318431E-2,3.685479164E-1,3.233241662E-2
2.826359890E-1,3.993739188E-2,3.738742173E-1,3.659347072E-2
2.846404170E-1,3.354581445E-2,3.781352937E-1,3.552820534E-2
2.866448440E-1,2.608896978E-2,3.866573870E-1,3.552820534E-2
2.886492710E-1,2.182791568E-2,3.919837177E-1,3.765873238E-2
2.906536980E-1,1.756686158E-2,3.973100185E-1,4.724610224E-2
2.926581250E-1,9.044753388E-3,4.068973958E-1,4.618084058E-2
2.946625520E-1,4.783699289E-3,4.175500274E-1,4.298504815E-2
2.966669790E-1,-1.607881859E-3,4.228763580E-1,4.724610224E-2
2.986714060E-1,-4.803672433E-3,4.324637055E-1,4.831136763E-2
3.006758330E-1,-1.012999006E-2,4.377900362E-1,4.831136763E-2
3.026802600E-1,-2.078262530E-2,4.463121593E-1,4.831136763E-2
3.046846870E-1,-2.397841588E-2,4.505732059E-1,4.937663302E-2
3.066891140E-1,-3.463105112E-2,4.590952992E-1,4.831136763E-2
3.086935420E-1,-3.889210522E-2,4.654868841E-1,4.511557892E-2
3.106979690E-1,-4.315315932E-2,4.686826766E-1,3.978925943E-2
3.127023960E-1,-4.421842843E-2,4.750742614E-1,3.446293995E-2
3.147068230E-1,-5.487105995E-2,4.782700539E-1,2.807135880E-2
3.167112500E-1,-5.593632162E-2,4.846616387E-1,2.594083175E-2
3.187156770E-1,-6.019737571E-2,4.899879396E-1,2.167977765E-2
3.207201040E-1,-6.019737571E-2,4.931837022E-1,1.635346003E-2
3.227245310E-1,-6.019737571E-2,4.963795245E-1,1.102714147E-2
3.247289580E-1,-5.806685239E-2,4.974447787E-1,1.741872355E-2
3.267333850E-1,-5.061000586E-2,5.496426225E-1,2.594083175E-2
3.287378120E-1,-5.487105995E-2,5.752089620E-1,2.700609528E-2
3.307422390E-1,-6.339316815E-2,5.560342073E-1,1.954925060E-2
3.327466670E-1,-6.765422225E-2,5.294026136E-1,7.831350900E-3
3.347510940E-1,-6.765422225E-2,5.059668422E-1,-1.756020123E-3
3.367555210E-1,-6.126264483E-2,4.825311303E-1,-6.907565985E-4
3.387599480E-1,-5.700159073E-2,4.665521383E-1,-7.082337514E-3
3.407643750E-1,-5.274053663E-2,4.537689984E-1,-6.907565985E-4
3.427688020E-1,-5.061000586E-2,4.441816211E-1,-1.756020123E-3
3.447732290E-1,-4.315315932E-2,4.409858286E-1,4.635560326E-3
3.467776560E-1,-3.889210522E-2,4.345942438E-1,9.961877950E-3
3.487820830E-1,-3.143525869E-2,4.345942438E-1,1.102714147E-2
3.507865100E-1,-2.717420645E-2,4.345942438E-1,9.961877950E-3
3.527909370E-1,-1.758683473E-2,4.324637055E-1,1.209240500E-2
3.547953640E-1,-9.064726532E-3,4.356594980E-1,1.315766852E-2
3.567997920E-1,5.226451904E-4,4.303331971E-1,1.102714147E-2
3.588042190E-1,1.011001691E-2,4.282026589E-1,8.896614425E-3
3.608086460E-1,1.117528044E-2,4.154195189E-1,1.102714147E-2
3.628130730E-1,2.928475849E-2,4.154195189E-1,1.102714147E-2
3.648175000E-1,2.608896978E-2,4.132889807E-1,1.315766852E-2
3.668219270E-1,3.248054534E-2,4.079626501E-1,7.831350900E-3
3.688263540E-1,3.461107612E-2,4.058321416E-1,3.570297500E-3
3.708307810E-1,3.674159944E-2,4.015710652E-1,1.439770451E-3
3.728352080E-1,3.780686855E-2,4.037016034E-1,-6.907565985E-4
3.748396350E-1,3.780686855E-2,4.037016034E-1,-6.017073989E-3
3.768440620E-1,3.780686855E-2,4.037016034E-1,-2.821283648E-3
3.788484890E-1,4.100265354E-2,4.090279341E-1,-8.147601038E-3
3.808529170E-1,3.780686855E-2,4.132889807E-1,-7.082337514E-3
3.828573440E-1,4.100265354E-2,4.154195189E-1,-1.134339254E-2
3.848617710E-1,3.780686855E-2,4.196805656E-1,-1.240865607E-2
3.868661980E-1,4.100265354E-2,4.271374047E-1,-1.666970924E-2
3.888706250E-1,3.461107612E-2,4.282026589E-1,-1.134339254E-2
3.908750520E-1,3.354581445E-2,4.356594980E-1,-1.666970924E-2
3.928794790E-1,3.461107612E-2,4.409858286E-1,-1.560444664E-2
3.948839060E-1,2.715423144E-2,4.463121593E-1,-1.880023628E-2
3.968883330E-1,2.608896978E-2,4.558995068E-1,-2.306129038E-2
3.988927600E-1,2.182791568E-2,4.612258375E-1,-2.412655391E-2
4.008971870E-1,1.863212511E-2,4.718784690E-1,-2.625708096E-2
4.029016140E-1,1.650159806E-2,4.761395156E-1,-2.093076333E-2
4.049060420E-1,1.224054396E-2,4.878574014E-1,-2.412655391E-2
4.069104690E-1,1.543633454E-2,4.942489564E-1,-2.093076333E-2
4.089148960E-1,1.330580749E-2,5.059668422E-1,-2.093076333E-2
4.109193230E-1,1.969738863E-2,5.592300296E-1,3.570297500E-3
4.129237500E-1,1.863212511E-2,5.997100472E-1,5.700823851E-3
4.149281770E-1,7.979489863E-3,5.954489708E-1,3.745069262E-4
4.169326040E-1,7.979489863E-3,5.752089620E-1,-1.134339254E-2
4.189370310E-1,1.650159806E-2,5.517731905E-1,-1.986549981E-2
4.209415100E-1,1.969738863E-2,5.347289443E-1,-2.412655391E-2
4.229459890E-1,2.928475849E-2,5.123584270E-1,-2.732234448E-2
4.249504690E-1,3.461107612E-2,4.995752871E-1,-3.371392936E-2
4.269549480E-1,4.419844598E-2,4.793353081E-1,-3.371392936E-2
4.289594270E-1,4.526370764E-2,4.590952992E-1,-3.690971434E-2
4.309639060E-1,5.378581583E-2,4.441816211E-1,-3.797497973E-2
4.329683850E-1,6.337319314E-2,4.324637055E-1,-4.436655715E-2
4.349728640E-1,7.083003223E-2,4.132889807E-1,-4.862761125E-2
4.369773440E-1,7.509108633E-2,4.005058110E-1,-5.501919612E-2
4.389818230E-1,8.041740954E-2,3.866573870E-1,-5.928025022E-2
4.409863020E-1,8.680898696E-2,3.749395013E-1,-6.567183137E-2
4.429907810E-1,9.426583350E-2,3.610910773E-1,-7.099814713E-2
4.449952600E-1,1.038532034E-1,3.461773694E-1,-7.312867790E-2
4.469997390E-1,1.081142575E-1,3.301984072E-1,-7.419393957E-2
4.490042190E-1,1.102447808E-1,3.216763139E-1,-8.058552444E-2
4.510086980E-1,1.187668890E-1,3.078278899E-1,-8.165078610E-2
4.530131770E-1,1.177016273E-1,2.982405126E-1,-8.378131688E-2
4.550176560E-1,1.166363657E-1,2.843920887E-1,-8.697710186E-2
4.570221350E-1,1.198321581E-1,2.737394571E-1,-9.017289430E-2
4.590266140E-1,1.177016273E-1,2.609562874E-1,-8.804236352E-2
4.610310940E-1,1.177016273E-1,2.471078485E-1,-8.804236352E-2
4.630355730E-1,1.102447808E-1,2.353899479E-1,-9.017289430E-2
4.650400520E-1,1.070489958E-1,2.236720324E-1,-8.804236352E-2
4.670445310E-1,1.027879417E-1,2.140846699E-1,-8.804236352E-2
4.690490100E-1,9.746162593E-2,2.002362460E-1,-8.910763264E-2
4.710534890E-1,9.320056438E-2,1.874530762E-1,-8.697710186E-2
4.730579690E-1,8.467845619E-2,1.768004447E-1,-9.123815596E-2
4.750624480E-1,8.041740954E-2,1.661478132E-1,-9.123815596E-2
4.770669270E-1,7.189530134E-2,1.501688510E-1,-9.017289430E-2
4.790714060E-1,6.656897813E-2,1.416467428E-1,-9.123815596E-2
4.810758850E-1,6.017740071E-2,1.288635880E-1,-9.123815596E-2
4.830803640E-1,5.378581583E-2,1.171456948E-1,-9.336868674E-2
4.850848440E-1,5.059003085E-2,1.086235940E-1,-9.656447172E-2
4.870893230E-1,4.739423841E-2,9.690569341E-2,-9.336868674E-2
4.890938020E-1,4.419844598E-2,8.412253112E-2,-9.549921006E-2
4.910982810E-1,3.887213022E-2,7.560042292E-2,-9.762974083E-2
4.931027600E-1,3.780686855E-2,6.388252974E-2,-1.008255333E-1
4.951072390E-1,3.248054534E-2,5.216462910E-2,-9.762974083E-2
4.971116670E-1,3.354581445E-2,4.364252090E-2,-1.029560566E-1
4.991160940E-1,2.502370626E-2,4.151199013E-2,-1.029560566E-1
5.011205210E-1,2.182791568E-2,3.512041271E-2,-1.029560566E-1
5.031249480E-1,2.182791568E-2,2.979408950E-2,-9.869500250E-2
5.051293750E-1,1.756686158E-2,1.488040108E-2,-9.656447172E-2
5.071338020E-1,1.437107101E-2,2.340251207E-2,-9.017289430E-2
5.091382290E-1,1.437107101E-2,1.274987403E-2,-8.484657854E-2
5.111426560E-1,1.224054396E-2,1.274987403E-2,-7.952025533E-2
5.131470830E-1,1.224054396E-2,7.423556410E-3,-7.738973200E-2
5.151515100E-1,1.756686158E-2,3.162502311E-3,-7.419393957E-2
5.171559370E-1,1.650159806E-2,1.031975262E-3,-6.993288547E-2
5.191603640E-1,2.608896978E-2,-7.490132935E-3,-6.673710048E-2
5.211647920E-1,2.502370626E-2,-1.175118703E-2,-6.567183137E-2
5.231692190E-1,2.928475849E-2,-1.707750559E-2,-6.034551188E-2
5.251736460E-1,3.461107612E-2,-2.666487545E-2,-5.714971945E-2
5.271780730E-1,3.567633778E-2,-3.305645660E-2,-5.288866535E-2
5.291825000E-1,3.887213022E-2,-4.264383018E-2,-5.288866535E-2
5.311869270E-1,4.100265354E-2,-5.649225414E-2,-4.649708793E-2
5.331913540E-1,4.100265354E-2,-6.288383156E-2,-4.649708793E-2
5.351957810E-1,4.313318431E-2,-7.353647053E-2,-4.330129549E-2
5.372002080E-1,4.419844598E-2,-8.525437117E-2,-4.117076844E-2
5.392046350E-1,3.993739188E-2,-9.484174103E-2,-3.904024139E-2
5.412090620E-1,4.419844598E-2,-1.022985876E-1,-3.477918729E-2
5.432134890E-1,4.313318431E-2,-1.118859574E-1,-3.371392936E-2
5.452179170E-1,4.100265354E-2,-1.182775348E-1,-3.051813506E-2
5.472223440E-1,3.887213022E-2,-1.246691197E-1,-2.838760801E-2
5.492267710E-1,3.567633778E-2,-1.310607046E-1,-2.519181743E-2
5.512311980E-1,2.928475849E-2,-1.363870353E-1,-2.306129038E-2
5.532356250E-1,3.141528368E-2,-1.385175586E-1,-2.519181743E-2
5.552400520E-1,3.141528368E-2,-1.395828128E-1,-2.838760801E-2
5.572444790E-1,2.821949683E-2,-1.459743977E-1,-2.519181743E-2
5.592489060E-1,2.608896978E-2,-1.481049359E-1,-2.412655391E-2
5.612533330E-1,2.502370626E-2,-1.502354592E-1,-2.519181743E-2
5.632577600E-1,1.969738863E-2,-1.502354592E-1,-2.519181743E-2
5.652621870E-1,1.863212511E-2,-1.544965059E-1,-2.412655391E-2
5.672666140E-1,1.437107101E-2,-1.544965059E-1,-2.093076333E-2
5.692710420E-1,1.011001691E-2,-1.502354592E-1,-1.773497276E-2
5.712754690E-1,1.117528044E-2,-1.502354592E-1,-1.986549981E-2
5.732798960E-1,9.044753388E-3,-1.523659825E-1,-1.880023628E-2
5.752843230E-1,4.783699289E-3,-1.491701901E-1,-1.134339254E-2
5.772887500E-1,7.979489863E-3,-1.438438743E-1,-1.666970924E-2
5.792931770E-1,9.044753388E-3,-1.481049359E-1,-9.212864563E-3
5.812976040E-1,4.783699289E-3,-1.385175586E-1,-1.027812809E-2
5.833020310E-1,6.914226338E-3,-1.417133510E-1,-9.212864563E-3
5.853064580E-1,3.718435764E-3,-1.363870353E-1,-1.347391959E-2
5.873108850E-1,7.979489863E-3,-1.289301813E-1,-9.212864563E-3
5.893153120E-1,5.848962814E-3,-1.342564970E-1,-1.560444664E-2
5.913197390E-1,1.011001691E-2,-1.246691197E-1,-1.134339254E-2
5.933241670E-1,9.044753388E-3,-1.257343888E-1,-4.951810464E-3
5.953285940E-1,1.011001691E-2,-1.246691197E-1,-1.027812809E-2
5.973330210E-1,1.224054396E-2,-1.161470115E-1,-9.212864563E-3
5.993374480E-1,1.117528044E-2,-1.150817424E-1,-9.212864563E-3
6.013418750E-1,1.437107101E-2,-1.108206958E-1,-8.147601038E-3
6.033463020E-1,1.437107101E-2,-1.065596342E-1,-1.027812809E-2
6.053507290E-1,1.437107101E-2,-1.054943725E-1,-1.134339254E-2
6.073551560E-1,1.330580749E-2,-9.803752601E-2,-1.560444664E-2
6.093595830E-1,1.330580749E-2,-9.803752601E-2,-1.347391959E-2
6.113640100E-1,1.650159806E-2,-9.590700269E-2,-1.880023628E-2
6.133684370E-1,1.650159806E-2,-8.738489449E-2,-1.986549981E-2
6.153728640E-1,1.650159806E-2,-9.164594859E-2,-2.093076333E-2
6.173772920E-1,2.289317921E-2,-8.525437117E-2,-1.986549981E-2
6.193817190E-1,2.289317921E-2,-8.525437117E-2,-1.453918312E-2
6.213861460E-1,2.608896978E-2,-8.418910205E-2,-1.773497276E-2
6.233905730E-1,2.502370626E-2,-7.779752463E-2,-2.093076333E-2
6.253950000E-1,2.715423144E-2,-7.992804796E-2,-1.773497276E-2
6.273994270E-1,2.928475849E-2,-7.779752463E-2,-2.199602686E-2
6.294038540E-1,3.141528368E-2,-7.886278629E-2,-1.880023628E-2
6.314082810E-1,2.928475849E-2,-7.992804796E-2,-2.625708096E-2
6.334127080E-1,2.608896978E-2,-8.205857873E-2,-2.306129038E-2
6.354171350E-1,2.821949683E-2,-8.418910205E-2,-2.519181743E-2
6.374215620E-1,2.715423144E-2,-8.418910205E-2,-2.412655391E-2
6.394260420E-1,2.289317921E-2,-8.312384039E-2,-2.519181743E-2
6.414305210E-1,2.289317921E-2,-8.418910205E-2,-2.945287153E-2
6.434350000E-1,1.650159806E-2,-8.525437117E-2,-3.371392936E-2
6.454394790E-1,1.756686158E-2,-8.631963283E-2,-2.732234448E-2
6.474439580E-1,1.224054396E-2,-7.992804796E-2,-2.838760801E-2
6.494484370E-1,9.044753388E-3,-8.631963283E-2,-2.838760801E-2
6.514552600E-1,7.979489863E-3,-8.312384039E-2,-2.625708096E-2
6.534583850E-1,5.226451904E-4,-7.886278629E-2,-2.945287153E-2
6.554615620E-1,5.226451904E-4,-7.992804796E-2,-2.625708096E-2
6.574647920E-1,-1.607881859E-3,-7.886278629E-2,-2.732234448E-2
6.594681250E-1,-7.999463007E-3,-8.312384039E-2,-2.625708096E-2
6.614716140E-1,-6.934199482E-3,-8.205857873E-2,-1.666970924E-2
6.634753120E-1,-7.999463007E-3,-8.525437117E-2,-2.093076333E-2
6.654792190E-1,-1.226051711E-2,-8.099331707E-2,-1.773497276E-2
6.674833330E-1,-1.758683473E-2,-8.418910205E-2,-1.880023628E-2
6.694877080E-1,-1.865209825E-2,-7.992804796E-2,-2.093076333E-2
6.714922920E-1,-2.397841588E-2,-8.312384039E-2,-1.453918312E-2
6.734970830E-1,-2.184788883E-2,-8.205857873E-2,-1.347391959E-2
6.755020830E-1,-2.184788883E-2,-8.099331707E-2,-1.773497276E-2
6.775072390E-1,-2.184788883E-2,-7.886278629E-2,-1.453918312E-2
6.795125000E-1,-2.504367940E-2,-7.886278629E-2,-1.666970924E-2
6.815178640E-1,-2.504367940E-2,-8.205857873E-2,-1.880023628E-2
6.835232810E-1,-2.397841588E-2,-8.312384039E-2,-2.412655391E-2
6.855286980E-1,-2.397841588E-2,-8.312384039E-2,-2.199602686E-2
6.875339580E-1,-2.610894293E-2,-8.525437117E-2,-2.306129038E-2
6.895383850E-1,-2.823946998E-2,-8.738489449E-2,-1.773497276E-2
6.915428120E-1,-2.610894293E-2,-8.525437117E-2,-2.306129038E-2
6.935472390E-1,-2.610894293E-2,-8.312384039E-2,-1.880023628E-2
6.955516670E-1,-2.504367940E-2,-7.779752463E-2,-1.773497276E-2
6.975560940E-1,-2.823946998E-2,-7.140593976E-2,-1.986549981E-2
6.995605210E-1,-2.504367940E-2,-7.566699386E-2,-1.880023628E-2
7.015649480E-1,-2.397841588E-2,-6.607962400E-2,-2.093076333E-2
7.035693750E-1,-2.291315235E-2,-6.288383156E-2,-1.880023628E-2
7.055738020E-1,-1.652157120E-2,-6.927541643E-2,-2.412655391E-2
7.075782290E-1,-1.758683473E-2,-7.034067810E-2,-2.519181743E-2
7.095826560E-1,-1.865209825E-2,-6.501436234E-2,-3.051813506E-2
7.115870830E-1,-1.758683473E-2,-6.607962400E-2,-2.732234448E-2
7.135915100E-1,-1.439104415E-2,-7.247120887E-2,-3.158339858E-2
7.155959370E-1,-1.545630768E-2,-7.886278629E-2,-3.051813506E-2
7.176003640E-1,-1.439104415E-2,-8.205857873E-2,-3.371392936E-2
7.196047920E-1,-1.119525358E-2,-9.271121025E-2,-3.158339858E-2
7.216092190E-1,-1.652157120E-2,-9.697226435E-2,-3.584444895E-2
7.236136460E-1,-1.332578063E-2,-1.054943725E-1,-3.584444895E-2
7.256180730E-1,-1.439104415E-2,-1.097554266E-1,-3.584444895E-2
7.276225000E-1,-1.865209825E-2,-1.108206958E-1,-3.584444895E-2
7.296269270E-1,-1.439104415E-2,-1.182775348E-1,-3.584444895E-2
7.316313540E-1,-1.865209825E-2,-1.193428040E-1,-2.945287153E-2
7.336357810E-1,-1.758683473E-2,-1.193428040E-1,-3.158339858E-2
7.356402080E-1,-1.865209825E-2,-1.193428040E-1,-2.945287153E-2
7.376446350E-1,-1.545630768E-2,-1.182775348E-1,-3.158339858E-2
7.396490620E-1,-1.971736178E-2,-1.204080656E-1,-2.945287153E-2
7.416534890E-1,-1.865209825E-2,-1.204080656E-1,-3.158339858E-2
7.436579170E-1,-1.545630768E-2,-1.214733273E-1,-2.625708096E-2
7.456623440E-1,-1.758683473E-2,-1.193428040E-1,-2.732234448E-2
7.476667710E-1,-1.332578063E-2,-1.172122732E-1,-2.412655391E-2
7.496711980E-1,-1.439104415E-2,-1.150817424E-1,-2.519181743E-2
7.516756250E-1,-6.934199482E-3,-1.118859574E-1,-2.519181743E-2
7.536800520E-1,-1.119525358E-2,-1.140164807E-1,-2.093076333E-2
7.556844790E-1,-3.738408908E-3,-1.118859574E-1,-2.625708096E-2
7.576889060E-1,-3.738408908E-3,-1.086901650E-1,-2.412655391E-2
