"Time (s)","X (rad/s)","Y (rad/s)","Z (rad/s)"
6.212900003E-2,7.443746179E-2,-5.885220692E-2,-8.332794532E-3
7.206999999E-2,6.718944758E-2,-6.748563051E-2,-5.413068924E-3
8.201100002E-2,6.235900521E-2,-6.556176394E-2,-1.683190465E-2
9.195199999E-2,5.237695947E-2,-3.709986806E-2,-1.402859204E-2
1.018930000E-1,4.089021310E-2,-2.113386989E-3,-1.789709926E-2
1.118340000E-1,4.498588666E-2,2.502875030E-2,-2.311796136E-2
1.217740000E-1,4.828208312E-2,3.329813480E-2,-2.175282501E-2
1.317150000E-1,4.131515697E-2,2.561437711E-2,-1.473509241E-2
1.416560000E-1,4.234952852E-2,5.431609228E-3,-1.396011282E-2
1.515970000E-1,5.151944607E-2,-1.737283170E-2,-1.113880612E-2
1.615380000E-1,5.790384114E-2,-3.428949788E-2,-8.181365207E-3
1.714790000E-1,6.317740679E-2,-4.911027104E-2,-9.282208048E-3
1.814200000E-1,6.594655663E-2,-5.926357210E-2,-7.978856564E-3
1.913610000E-1,6.921343505E-2,-6.154975295E-2,-1.382991113E-2
2.013010000E-1,6.823819131E-2,-5.095170438E-2,-1.315772906E-2
2.112420000E-1,5.815671757E-2,-3.376186639E-2,-1.831491292E-2
2.211830000E-1,5.480646342E-2,-1.964205131E-2,-2.001827210E-2
2.311240000E-1,5.421356484E-2,-1.356558781E-2,-9.216463193E-3
2.410650000E-1,5.120605975E-2,-1.971003227E-2,-5.372456275E-3
2.510060000E-1,4.648030549E-2,-3.389302641E-2,-2.628079150E-3
2.609470000E-1,3.740372136E-2,-4.892843589E-2,2.721146448E-3
2.708880000E-1,3.411966935E-2,-6.172576919E-2,6.904020905E-3
2.808280000E-1,3.601743653E-2,-7.593240589E-2,1.413237303E-2
2.907690000E-1,3.607949987E-2,-9.814925492E-2,2.419185266E-2
3.007100000E-1,3.271965683E-2,-1.162267923E-1,2.424351871E-2
3.106510000E-1,2.181769535E-2,-1.257814616E-1,1.969955303E-2
3.205920000E-1,1.545833237E-2,-1.279021353E-1,1.177611575E-2
3.305330000E-1,3.020246141E-2,-1.263601780E-1,6.147427484E-5
3.404740000E-1,4.607596248E-2,-1.288382560E-1,-4.565235693E-3
3.504150000E-1,5.361929163E-2,-1.378515214E-1,-7.718657143E-3
3.603560000E-1,5.467922986E-2,-1.409682184E-1,-5.759902298E-3
3.702960000E-1,5.437985808E-2,-1.439972818E-1,-4.137861542E-4
3.802370000E-1,4.936539009E-2,-1.338144243E-1,5.131447688E-3
3.901780000E-1,2.852508239E-2,-1.133912429E-1,1.161820814E-2
4.001190000E-1,2.156597748E-2,-1.026861370E-1,1.091380231E-2
4.100600000E-1,1.688498817E-2,-1.080813035E-1,7.022107020E-3
4.200010000E-1,1.752547733E-2,-1.218317375E-1,5.406633485E-3
4.299420000E-1,1.313137263E-2,-1.250738204E-1,4.594788421E-3
4.398830000E-1,1.083466224E-2,-1.288267374E-1,5.584951490E-3
4.498230000E-1,9.247200564E-3,-1.268971562E-1,4.121259786E-3
4.597640000E-1,1.033137180E-2,-1.363686919E-1,3.412326565E-3
4.697050000E-1,9.765669703E-3,-1.355243325E-1,-1.143791247E-3
4.796460000E-1,1.145437919E-2,-1.450176984E-1,-2.188815735E-3
4.895870000E-1,8.190425113E-3,-1.512988657E-1,-8.312152699E-3
