"Time (s)","X (rad/s)","Y (rad/s)","Z (rad/s)"
4.846399999E-2,-1.033509254E0,-2.596350312E-1,-5.370953679E-1
5.840600003E-2,-1.030368328E0,-8.658577502E-2,-5.997885466E-1
6.834899995E-2,-9.780655503E-1,4.960715026E-2,-6.639848948E-1
7.829099998E-2,-8.988974690E-1,1.353683919E-1,-7.237212062E-1
8.823400002E-2,-8.066631556E-1,1.829268634E-1,-7.604158521E-1
9.817600006E-2,-7.133026123E-1,2.017772496E-1,-7.665722966E-1
1.081190000E-1,-6.354578137E-1,1.697759926E-1,-7.534942627E-1
1.180610000E-1,-5.795348883E-1,9.430573881E-2,-7.047219276E-1
1.280040001E-1,-5.454102159E-1,1.891579852E-2,-6.301579475E-1
1.379460000E-1,-5.191913843E-1,-7.956028916E-3,-5.570845008E-1
1.478890000E-1,-4.741601944E-1,-8.317347616E-3,-5.032212734E-1
1.578310000E-1,-3.994028568E-1,-1.598379016E-2,-4.699013531E-1
1.677730000E-1,-3.044714630E-1,-3.854317963E-2,-4.502260685E-1
1.777158333E-1,-2.000734210E-1,-6.717375666E-2,-4.290182590E-1
1.876578333E-1,-1.156754643E-1,-1.063951105E-1,-3.965799212E-1
1.976008334E-1,-4.422604293E-2,-1.575352550E-1,-3.705486059E-1
2.075428333E-1,-1.084798481E-3,-2.305677086E-1,-3.720650971E-1
2.174858333E-1,6.760341115E-3,-3.262095451E-1,-3.819041252E-1
2.274278334E-1,-4.275929928E-2,-4.120371938E-1,-3.849790692E-1
2.373708333E-1,-1.559130102E-1,-4.289517105E-1,-3.532488346E-1
2.473128333E-1,-3.275322914E-1,-4.267900884E-1,-2.728259861E-1
2.572558334E-1,-5.200913548E-1,-4.081703424E-1,-1.615138352E-1
2.671978333E-1,-6.887859106E-1,-3.828997314E-1,-2.855987474E-2
2.771398333E-1,-7.996636629E-1,-3.690643609E-1,9.294498712E-2
2.870828334E-1,-8.488699794E-1,-3.166149259E-1,1.748594046E-1
2.970248334E-1,-8.326292634E-1,-2.057739049E-1,2.057864368E-1
3.069678333E-1,-7.565641999E-1,-6.117887422E-2,2.068723142E-1
3.169098333E-1,-6.226207614E-1,5.764018744E-2,1.950377524E-1
3.268528334E-1,-4.588248730E-1,1.552482247E-1,1.757847369E-1
3.367948333E-1,-2.850999534E-1,2.063995600E-1,1.559590995E-1
3.467378333E-1,-1.127917990E-1,1.556408554E-1,1.517207175E-1
3.566798334E-1,1.943707652E-2,3.426915407E-2,1.683393866E-1
3.666228333E-1,1.037481949E-1,-1.068300754E-1,1.908989847E-1
3.765648333E-1,1.548191011E-1,-2.311309874E-1,2.286873758E-1
3.865068334E-1,1.623963416E-1,-3.217189610E-1,2.849176526E-1
3.964498333E-1,1.310813129E-1,-3.708223104E-1,3.553731740E-1
4.063918333E-1,5.996376276E-2,-3.876313269E-1,4.230313599E-1
4.163348334E-1,-6.731296331E-2,-3.988411129E-1,4.840124249E-1
4.262768333E-1,-2.148638368E-1,-4.272921681E-1,5.377265215E-1
4.362198333E-1,-3.410824835E-1,-4.347908497E-1,5.730863810E-1
4.461618334E-1,-4.212744832E-1,-3.691484034E-1,5.563279390E-1
4.561048333E-1,-4.760716558E-1,-2.521733046E-1,4.767646790E-1
4.660468333E-1,-5.464431643E-1,-1.102580875E-1,3.471327424E-1
4.759898334E-1,-6.289969087E-1,8.718441427E-2,1.978100836E-1
4.859318334E-1,-7.342226505E-1,3.183865547E-1,6.422092766E-2
4.958738333E-1,-8.532566428E-1,5.447459221E-1,-4.297903180E-2
5.058168333E-1,-9.746882319E-1,7.502937913E-1,-1.222165748E-1
5.157588334E-1,-1.105051279E0,9.249945283E-1,-1.709636152E-1
5.257018333E-1,-1.251092196E0,1.062523603E0,-1.805020869E-1
5.356438333E-1,-1.419561625E0,1.231079340E0,-1.131739169E-1
5.455868334E-1,-1.617112637E0,1.348385334E0,-3.171196207E-2
5.555288333E-1,-1.808915138E0,1.365272164E0,2.359922975E-2
5.654718333E-1,-1.982496977E0,1.223597288E0,5.904781446E-2
5.754138334E-1,-2.138584137E0,1.032530427E0,1.021188498E-1
5.853568333E-1,-2.296171188E0,8.446668983E-1,1.666090786E-1
5.952988333E-1,-2.430286407E0,6.411145926E-1,2.327209860E-1
6.052408334E-1,-2.533009291E0,4.488300979E-1,3.108089566E-1
6.151838333E-1,-2.604816675E0,3.009804487E-1,4.131654203E-1
6.251258333E-1,-2.666761875E0,2.568034828E-1,5.301887989E-1
6.350688334E-1,-2.724373102E0,2.834337354E-1,6.407414079E-1
6.450108333E-1,-2.785974503E0,3.087106943E-1,7.229428291E-1
6.549538333E-1,-2.846089125E0,3.116356432E-1,7.688599825E-1
6.648958334E-1,-2.891886711E0,3.235552311E-1,7.936897874E-1
6.748388333E-1,-2.906105518E0,3.315023482E-1,7.939675450E-1
6.847808333E-1,-2.890638113E0,3.102206290E-1,7.503631711E-1
6.947238334E-1,-2.855392933E0,2.235430032E-1,6.520892978E-1
7.046658334E-1,-2.733305216E0,7.654026151E-2,5.375126004E-1
7.146078333E-1,-2.499828100E0,-5.172822252E-2,4.071881771E-1
7.245508333E-1,-2.166357279E0,-1.096510813E-1,2.823918760E-1
7.344928334E-1,-1.772627234E0,-1.314029843E-1,1.727029085E-1
7.444358333E-1,-1.355325818E0,-1.318349540E-1,1.153515503E-1
7.543778333E-1,-9.566604495E-1,-1.038049236E-1,8.769488335E-2
7.643208334E-1,-6.406694651E-1,-7.170584053E-2,5.341597274E-2
7.742628333E-1,-4.375033379E-1,-5.725685507E-2,1.422995422E-2
7.842058333E-1,-3.351984024E-1,-1.014483199E-1,-6.103969645E-3
7.941478334E-1,-3.248485625E-1,-2.117063850E-1,-3.214009479E-2
8.040908333E-1,-3.998143971E-1,-3.095736504E-1,-6.639976799E-2
8.140328333E-1,-5.103467703E-1,-3.726612926E-1,-9.130991250E-2
8.239748334E-1,-5.670941472E-1,-3.984795809E-1,-6.842691451E-2
8.339178333E-1,-5.240364671E-1,-3.451031744E-1,1.832396537E-2
8.438598333E-1,-4.006801546E-1,-1.896495819E-1,1.775538176E-1
8.538028334E-1,-2.936221361E-1,-4.656352848E-2,3.842715919E-1
8.637448334E-1,-1.778153777E-1,-6.180453300E-2,6.699491739E-1
8.736878333E-1,-3.120562732E-1,-2.181778848E-1,9.829542041E-1
8.836298333E-1,-5.042712092E-1,-5.268586874E-1,1.322223306E0
8.935728334E-1,-6.734272242E-1,-8.651765585E-1,1.693318009E0
9.035148333E-1,-7.304878831E-1,-1.026777387E0,2.051299334E0
9.134568333E-1,-6.327756643E-1,-9.305373430E-1,2.297030926E0
9.233998334E-1,-4.175051451E-1,-6.948457956E-1,2.354199648E0
9.333418333E-1,-1.864101440E-1,-4.620251060E-1,2.242788792E0
9.432848333E-1,-5.359150935E-3,-2.796844244E-1,1.985700488E0
9.532268334E-1,1.012043059E-1,-1.926520467E-1,1.611428022E0
9.631698333E-1,1.517951488E-1,-2.002129555E-1,1.121707678E0
