"Time (s)","X (m/s^2)","Y (m/s^2)","Z (m/s^2)"
0.000000000E0,-3.805835724E0,7.638765106E0,5.259612579E0
9.943000041E-3,-3.889362030E0,7.617958374E0,5.189707947E0
1.988500007E-2,-3.869154053E0,7.633975067E0,5.151687012E0
2.982712502E-2,-3.947590942E0,7.542066193E0,5.158423004E0
3.976912505E-2,-4.014651489E0,7.581883392E0,5.251080322E0
4.971212498E-2,-3.943699036E0,7.631580048E0,5.320236511E0
5.965412501E-2,-3.752845917E0,7.492519226E0,5.309608612E0
6.959712505E-2,-3.518134003E0,7.359595642E0,5.339696045E0
7.953912497E-2,-3.309916992E0,7.394922180E0,5.516029358E0
8.948212501E-2,-3.201991425E0,7.378456421E0,5.600154419E0
9.942412504E-2,-3.173999634E0,7.376360779E0,5.748645630E0
1.093671250E-1,-3.166814575E0,7.421866150E0,5.835614777E0
1.193091250E-1,-3.119363251E0,7.450307007E0,5.794300690E0
1.292521250E-1,-3.055895233E0,7.399562531E0,5.770350494E0
1.391941251E-1,-3.068618774E0,7.319928131E0,5.760770416E0
1.491371250E-1,-3.060385895E0,7.320377197E0,5.733527069E0
1.590791250E-1,-3.031795349E0,7.311695251E0,5.561534729E0
1.690221251E-1,-3.029999084E0,7.296726379E0,5.349126434E0
1.789641250E-1,-3.015179901E0,7.361990662E0,5.231920166E0
1.889071250E-1,-3.023263092E0,7.440277863E0,5.253924408E0
1.988491251E-1,-3.051703949E0,7.470814362E0,5.237758026E0
2.087921250E-1,-3.062182159E0,7.480244751E0,5.122348022E0
2.187341250E-1,-3.038830719E0,7.469467163E0,5.008434906E0
2.286771251E-1,-2.981050873E0,7.447762299E0,4.950205994E0
2.386191250E-1,-2.895428925E0,7.443870392E0,4.997807007E0
2.485621250E-1,-2.844983826E0,7.393125916E0,5.147196350E0
2.585041251E-1,-2.785557404E0,7.405250702E0,5.342989197E0
2.684471250E-1,-2.680924988E0,7.510781250E0,5.447920990E0
2.783891250E-1,-2.566862183E0,7.550748138E0,5.565127258E0
2.883321251E-1,-2.449356537E0,7.448361053E0,5.750142517E0
2.982741250E-1,-2.298769684E0,7.309150543E0,5.947282562E0
3.082171250E-1,-2.190844116E0,7.102879486E0,6.032904510E0
3.181591250E-1,-2.155367889E0,6.909331970E0,6.081253967E0
3.281021250E-1,-2.147733765E0,6.825506287E0,6.096971283E0
3.380441250E-1,-2.017953644E0,6.796017609E0,6.182443542E0
3.479871250E-1,-1.820214844E0,6.708449707E0,6.261628876E0
3.579291251E-1,-1.617386627E0,6.523284760E0,6.254743195E0
3.678721250E-1,-1.457219696E0,6.420448608E0,6.316115570E0
3.778141250E-1,-1.435963898E0,6.406377869E0,6.445446625E0
3.877571251E-1,-1.534608765E0,6.517297211E0,6.576723633E0
3.976991250E-1,-1.634301453E0,6.757098541E0,6.680607605E0
4.076421250E-1,-1.684147797E0,6.932084656E0,6.738836517E0
4.175841251E-1,-1.653760986E0,6.984475708E0,6.726112976E0
4.275271250E-1,-1.511556702E0,7.091952209E0,6.729555817E0
4.374691250E-1,-1.358874207E0,7.195536804E0,6.800059204E0
4.474121251E-1,-1.170565796E0,7.185956726E0,6.835834808E0
4.573541250E-1,-9.059161377E-1,7.178172913E0,6.942862244E0
4.672971250E-1,-7.171586609E-1,7.183112640E0,7.046446838E0
4.772401251E-1,-6.316864014E-1,7.190447388E0,7.119045868E0
4.871821250E-1,-6.381230164E-1,7.153174896E0,7.172185364E0
4.971251250E-1,-6.979985046E-1,7.082671509E0,7.103029175E0
5.070671251E-1,-7.466473389E-1,7.106472015E0,7.144193573E0
5.170101250E-1,-7.432044983E-1,7.148833923E0,7.235653381E0
5.269521250E-1,-7.078779602E-1,7.191644897E0,7.214846649E0
5.368951251E-1,-6.741979980E-1,7.220235443E0,7.342830505E0
5.468371250E-1,-7.203021240E-1,7.195387115E0,7.484885101E0
5.567801250E-1,-7.270381165E-1,7.197931824E0,7.523055725E0
5.667221250E-1,-7.659571838E-1,7.225773926E0,7.353757782E0
5.766651250E-1,-8.605604553E-1,7.259154510E0,7.361092529E0
5.866071250E-1,-9.337582397E-1,7.261699219E0,7.423512726E0
5.965501250E-1,-8.912466431E-1,7.198231201E0,7.314838715E0
6.064921251E-1,-7.671546936E-1,7.222181396E0,7.089407501E0
6.164351250E-1,-6.475534058E-1,7.272177429E0,7.047045593E0
6.263771250E-1,-5.963598633E-1,7.244934082E0,7.167395325E0
6.363201251E-1,-6.979985046E-1,7.163054352E0,7.213948517E0
6.462621250E-1,-8.428971863E-1,7.064259796E0,7.004384308E0
6.562051250E-1,-9.144483948E-1,6.996899872E0,6.866371307E0
6.661471251E-1,-9.375004578E-1,6.964567108E0,6.586902466E0
6.760901250E-1,-8.460406494E-1,6.898704071E0,6.388864288E0
6.860321250E-1,-7.259902954E-1,6.771768036E0,6.418203278E0
6.959751251E-1,-6.752458191E-1,6.694229279E0,6.473887482E0
7.059171250E-1,-6.905140686E-1,6.641688538E0,6.519243164E0
7.158601250E-1,-7.961943054E-1,6.562353516E0,6.589297485E0
7.258021251E-1,-9.560618591E-1,6.483467560E0,6.519392853E0
7.357451250E-1,-1.054257660E0,6.441854095E0,6.319109344E0
7.456871250E-1,-1.065035248E0,6.352489929E0,6.344107361E0
7.556301251E-1,-1.089584198E0,6.158942413E0,6.550528107E0
7.655721250E-1,-1.068029022E0,5.934409332E0,6.610104218E0
7.755151250E-1,-9.836045837E-1,5.797444153E0,6.421496429E0
7.854571251E-1,-9.337582397E-1,5.732628937E0,6.352040863E0
7.954001250E-1,-9.418414307E-1,5.623954926E0,6.407575378E0
8.053421250E-1,-9.888436890E-1,5.543721771E0,6.523284760E0
8.152851250E-1,-1.019829254E0,5.580844574E0,6.617888031E0
8.252271250E-1,-9.885443115E-1,5.667813721E0,6.754104767E0
8.351701250E-1,-9.770182800E-1,5.607339478E0,6.871311035E0
8.451121250E-1,-9.773176575E-1,5.390290833E0,7.014563141E0
8.550551251E-1,-9.560618591E-1,5.106930084E0,6.994205475E0
8.649971250E-1,-8.646020508E-1,4.874164124E0,6.797215118E0
8.749401250E-1,-6.935078430E-1,4.655468903E0,6.747817841E0
8.848821251E-1,-3.697311401E-1,4.380490723E0,7.030430145E0
8.948251250E-1,-4.763095093E-1,4.030967560E0,6.741830292E0
9.047671250E-1,-4.200265503E-1,3.856131134E0,6.838229828E0
9.147101251E-1,-2.426454163E-1,3.873944092E0,6.922055511E0
9.246521250E-1,-2.646496582E-1,3.934268646E0,6.734046478E0
9.345951250E-1,-3.562591553E-1,3.972588959E0,6.436764679E0
9.445371251E-1,-3.799099731E-1,3.959865417E0,6.091133423E0
9.544801250E-1,-3.800596619E-1,3.797902222E0,5.677543488E0
9.644221250E-1,-2.885998535E-1,3.559148712E0,5.307962036E0
9.743651251E-1,-1.335223389E-1,3.298091583E0,5.017266541E0
9.843071250E-1,-3.966751099E-2,3.034789124E0,4.810546417E0
9.942501250E-1,-1.200503540E-1,2.811154175E0,4.664599915E0
1.004192125E0,-3.591032410E-1,2.622247009E0,4.573589172E0
1.014135125E0,-7.026388550E-1,2.477348328E0,4.536765747E0
1.024077125E0,-1.010698242E0,2.454595642E0,4.486769714E0
1.034020750E0,-1.209634552E0,2.553390198E0,4.369862823E0
1.043962750E0,-1.373843079E0,2.682721252E0,4.196822662E0
1.053904750E0,-1.509610748E0,2.841690674E0,4.026776276E0
1.063847750E0,-1.693428497E0,3.119962006E0,3.790866852E0
1.073789750E0,-1.942510529E0,3.361110535E0,3.865711212E0
1.083732750E0,-2.196532288E0,3.541186066E0,3.996090088E0
1.093674750E0,-2.349065094E0,3.702101440E0,4.115691376E0
1.103617750E0,-2.367626495E0,3.849544830E0,4.627926178E0
1.113559750E0,-2.287842407E0,4.034560089E0,5.328768768E0
1.123502750E0,-2.110161896E0,4.273313599E0,5.723198547E0
1.133444750E0,-1.959724731E0,4.661456451E0,6.272855530E0
1.143387750E0,-2.002685394E0,4.974006500E0,7.158114624E0
1.153329750E0,-2.022593994E0,4.725822601E0,8.561596069E0
1.163272750E0,-1.775158539E0,4.085903320E0,1.024903702E1
1.173214750E0,-1.690734100E0,3.971690826E0,1.259615616E1
1.183157750E0,-2.039209442E0,4.562661896E0,1.393257706E1
1.193099750E0,-1.571731567E0,4.969515839E0,1.458057953E1
1.203042750E0,-1.146016846E0,4.848267975E0,1.607402390E1
1.212984750E0,6.735992432E-3,4.430486755E0,1.703891739E1
1.222927750E0,1.760788422E0,3.999532928E0,1.782403473E1
1.232869750E0,3.500171356E0,3.557801514E0,1.811353271E1
1.242812750E0,5.024301910E0,3.215014343E0,1.836770416E1
1.252754750E0,6.339616699E0,3.006947021E0,1.841755051E1
1.262697750E0,7.061415710E0,2.774031372E0,1.789169403E1
1.272639750E0,7.264692993E0,2.678380280E0,1.682336563E1
1.282582750E0,7.090155945E0,2.684966583E0,1.551149368E1
1.292524750E0,6.632258148E0,2.800526276E0,1.404514297E1
1.302467750E0,6.053411865E0,2.944227448E0,1.275392807E1
1.312409750E0,5.363646240E0,3.081492004E0,1.158905045E1
1.322352750E0,4.599185944E0,3.216960297E0,1.053494247E1
1.332294750E0,3.861519928E0,3.323838043E0,9.623637543E0
1.342237750E0,3.248993683E0,3.413651276E0,9.013506317E0
1.352179750E0,2.794239349E0,3.571423187E0,8.717571716E0
1.362122750E0,2.418370972E0,3.762725372E0,8.486302643E0
1.372064750E0,2.207908630E0,3.907923431E0,8.175848236E0
1.382007750E0,2.173031158E0,3.947740631E0,7.883356476E0
1.391949750E0,2.296374664E0,3.741020508E0,7.694299622E0
1.401892750E0,2.379152527E0,3.469634857E0,7.412136383E0
1.411834750E0,2.399659882E0,3.243754578E0,7.081324310E0
1.421777750E0,2.278861084E0,3.117866364E0,6.752009125E0
1.431719750E0,2.123184814E0,3.032543793E0,6.562203827E0
1.441662750E0,1.932032318E0,2.987337799E0,6.472540283E0
1.451604750E0,1.682201843E0,2.940934296E0,6.346502380E0
1.461547750E0,1.406774597E0,2.910248108E0,6.363267517E0
1.471489750E0,1.167871399E0,2.859503632E0,6.300547943E0
1.481432750E0,9.352551270E-1,2.847378845E0,6.201903076E0
1.491374750E0,7.836204529E-1,2.845432892E0,6.203998718E0
1.501317750E0,7.426057434E-1,2.729873199E0,6.262377319E0
1.511259750E0,6.985972595E-1,2.590363312E0,6.320905609E0
1.521202750E0,7.382647705E-1,2.401905212E0,6.572981415E0
1.531144750E0,7.921527100E-1,2.196382599E0,6.802005157E0
1.541087750E0,8.783734131E-1,2.010169830E0,6.924300842E0
1.551029750E0,8.836125183E-1,1.837728424E0,7.036268005E0
1.560972750E0,9.524693298E-1,1.678459625E0,7.047943726E0
1.570914750E0,1.159937897E0,1.545835419E0,6.988517303E0
1.580856750E0,1.479673004E0,1.487157440E0,6.913822632E0
1.590799750E0,1.887874146E0,1.483415222E0,6.811585236E0
1.600741750E0,2.330204315E0,1.505718842E0,6.694229279E0
1.610684750E0,2.681224365E0,1.523980865E0,6.680457916E0
1.620626750E0,2.856060791E0,1.577419739E0,6.797664185E0
1.630569750E0,2.849175110E0,1.705253906E0,7.173233185E0
1.640511750E0,2.827919312E0,1.841021576E0,7.531438293E0
1.650454750E0,2.876568146E0,2.147733765E0,7.753276978E0
1.660396750E0,2.890040131E0,2.562221832E0,7.963589630E0
1.670339750E0,2.964435425E0,2.698887634E0,8.087980957E0
1.680281750E0,3.117716675E0,2.545905762E0,7.867190094E0
1.690224750E0,3.357518005E0,2.391427002E0,7.606132965E0
1.700166750E0,3.550616455E0,2.384241943E0,7.533384247E0
1.710109750E0,3.618575134E0,2.577490082E0,7.631130981E0
1.720051750E0,3.596421204E0,2.924917603E0,7.767647095E0
1.729994750E0,3.624862061E0,3.213218079E0,7.742050323E0
1.739936750E0,3.782933350E0,3.364253998E0,7.671846313E0
1.749879750E0,3.985013123E0,3.353925476E0,7.513625336E0
1.759821750E0,4.125720520E0,3.210373993E0,7.291038208E0
1.769764750E0,4.291276245E0,3.016676788E0,7.180567932E0
1.779706750E0,4.298161926E0,2.894979858E0,7.231312408E0
1.789649750E0,4.074077911E0,2.979254608E0,7.860903168E0
1.799591750E0,3.850892029E0,3.141068115E0,8.579858093E0
1.809534750E0,4.013004913E0,3.196452942E0,8.895401917E0
1.819476750E0,4.844376068E0,3.079995117E0,9.040450287E0
1.829419750E0,5.858217773E0,2.568808136E0,9.222771149E0
1.839361750E0,6.616091766E0,1.947150879E0,9.062304840E0
1.849304750E0,7.270979919E0,1.643282776E0,9.005423126E0
1.859246750E0,7.428153076E0,1.815275116E0,9.669891357E0
1.869189750E0,7.162305908E0,2.221679993E0,1.027493317E1
1.879131750E0,7.076983337E0,2.820584564E0,1.040276733E1
1.889073750E0,7.374564514E0,3.485950928E0,1.083087708E1
1.899016750E0,7.795938263E0,4.042044525E0,1.140687927E1
1.908958750E0,8.393645325E0,4.424948273E0,1.149489624E1
1.918901750E0,9.172475739E0,4.759203186E0,1.155462204E1
1.928843750E0,9.843380585E0,5.257516937E0,1.183813248E1
1.938786750E0,1.034019745E1,5.733527069E0,1.209454926E1
1.948728750E0,1.064271835E1,5.946983185E0,1.189411606E1
1.958671750E0,1.092248657E1,5.747448120E0,1.160012741E1
1.968613750E0,1.136406830E1,6.851103058E0,1.122845032E1
1.978556750E0,1.213900681E1,9.494456177E0,1.040471329E1
1.988498750E0,1.190818680E1,9.248068542E0,1.016431320E1
1.998441750E0,1.005983047E1,6.200855255E0,9.857900391E0
2.008383750E0,7.883506165E0,4.289929047E0,9.462572479E0
2.018326750E0,6.207740936E0,4.374652863E0,9.370813293E0
2.028268750E0,5.621410217E0,4.592749329E0,9.064400482E0
2.038211125E0,5.576353912E0,4.573140106E0,8.436905365E0
2.048153125E0,5.501210175E0,4.274810486E0,7.744744720E0
2.058096125E0,5.195396118E0,3.718866577E0,7.188800812E0
2.068038125E0,4.876409454E0,3.224295044E0,6.758894806E0
2.077981125E0,4.750521240E0,2.972368927E0,6.531068573E0
2.087923125E0,4.665348358E0,3.020419006E0,6.606811066E0
2.097865125E0,4.321962433E0,3.127895508E0,6.645430756E0
2.107808125E0,3.957021332E0,3.167862396E0,6.672823792E0
2.117750125E0,3.697012024E0,3.180735626E0,6.838529205E0
2.127693125E0,3.530109100E0,3.229234772E0,6.987918549E0
2.137635125E0,3.427123260E0,3.236569519E0,7.082970886E0
2.147578125E0,3.313509521E0,3.225193176E0,7.164551239E0
2.157520125E0,3.174448700E0,3.196902008E0,7.272626495E0
2.167463125E0,3.052901459E0,3.178340607E0,7.511978760E0
2.177405125E0,2.919678497E0,3.220702515E0,7.725883942E0
2.187348125E0,2.655328217E0,3.338956604E0,7.819738770E0
2.197290125E0,2.348316650E0,3.423381042E0,7.890092468E0
2.207233125E0,2.053429871E0,3.330124969E0,7.934550018E0
2.217175125E0,1.940265198E0,3.114573212E0,7.878716125E0
2.227118125E0,1.881437531E0,2.861000519E0,7.822882233E0
2.237060125E0,1.717528381E0,2.661016388E0,7.727231140E0
2.247002125E0,1.558259583E0,2.631976776E0,7.533683624E0
2.256945125E0,1.373843079E0,2.684367828E0,7.408693542E0
2.266887125E0,1.106499023E0,2.720442810E0,7.387138367E0
2.276830125E0,9.047186279E-1,2.637814636E0,7.340884552E0
2.286772125E0,9.318122864E-1,2.455643463E0,7.305258636E0
2.296715125E0,9.842033386E-1,2.259102173E0,7.308252411E0
2.306657125E0,9.864486694E-1,2.060465240E0,7.291337585E0
2.316600125E0,1.011296997E0,1.846260681E0,7.210805054E0
2.326542125E0,1.067879333E0,1.644929352E0,7.022346954E0
2.336485125E0,1.103505249E0,1.462309113E0,6.679709473E0
2.346427125E0,1.108594666E0,1.344204712E0,6.524033203E0
2.356370125E0,1.105301514E0,1.416803741E0,6.596033478E0
2.366312125E0,1.003213806E0,1.602866821E0,6.689588928E0
2.376255125E0,9.190887451E-1,1.694476318E0,6.837780762E0
2.386197125E0,9.114546204E-1,1.636995850E0,7.024741974E0
2.396139125E0,9.879455566E-1,1.543889465E0,6.969955902E0
2.406082125E0,1.105600891E0,1.459165649E0,6.772366791E0
2.416024125E0,1.244212646E0,1.434167633E0,6.806495819E0
2.425967125E0,1.370549927E0,1.540746002E0,7.182962952E0
2.435909125E0,1.400637360E0,1.675016785E0,7.451803894E0
2.445852125E0,1.397194519E0,1.679657135E0,7.742798767E0
2.455794125E0,1.495989075E0,1.536854095E0,8.044421539E0
2.465737125E0,1.744622040E0,1.377435608E0,8.288264465E0
2.475679125E0,1.989213409E0,1.317111053E0,8.581804047E0
2.485622125E0,2.059118042E0,1.405128021E0,9.163344727E0
2.495564125E0,1.913620605E0,1.616039429E0,1.038719971E1
2.505506125E0,1.659000092E0,1.819017334E0,1.196791260E1
2.515449125E0,1.485660553E0,1.888472900E0,1.343740677E1
2.525391125E0,1.412762146E0,1.731898499E0,1.462862961E1
2.535334125E0,1.532363434E0,1.571282501E0,1.543410461E1
