"Time (s)","X (rad/s)","Y (rad/s)","Z (rad/s)"
4.597912508E-2,-5.262698531E-1,-3.768212497E-1,-2.193235308E-1
5.592212500E-2,-5.575327873E-1,-3.828525841E-1,-1.580493897E-1
6.586412503E-2,-5.552563667E-1,-3.837724328E-1,-1.134853885E-1
7.580712507E-2,-5.245915055E-1,-3.949428499E-1,-7.821676880E-2
8.574912499E-2,-4.601904750E-1,-4.112083614E-1,-5.012654513E-2
9.569212503E-2,-3.752208352E-1,-4.472608864E-1,-3.608224541E-2
1.056341251E-1,-2.782588601E-1,-4.650776982E-1,-1.097236481E-2
1.155771250E-1,-1.670974791E-1,-4.478122890E-1,2.312755398E-2
1.255191250E-1,-4.982171580E-2,-3.942862153E-1,6.285419315E-2
1.354621251E-1,6.569157541E-2,-3.304599822E-1,9.888252616E-2
1.454041250E-1,1.696012020E-1,-2.837361693E-1,1.426443905E-1
1.553471250E-1,2.588036358E-1,-2.522816360E-1,1.909931451E-1
1.652891251E-1,3.239506781E-1,-2.371977568E-1,2.245268673E-1
1.752321250E-1,3.706843853E-1,-2.809908390E-1,2.332763970E-1
1.851741250E-1,3.895749748E-1,-3.947208822E-1,2.183645666E-1
1.951171251E-1,3.680356145E-1,-5.339684486E-1,1.829693317E-1
2.050591250E-1,3.065192699E-1,-6.552021503E-1,1.376042515E-1
2.150021250E-1,2.042246461E-1,-7.375732660E-1,1.053427607E-1
2.249441250E-1,6.296472996E-2,-7.653836012E-1,7.880195975E-2
2.348871250E-1,-9.233073145E-2,-7.696424127E-1,4.995260760E-2
2.448291250E-1,-2.577769458E-1,-7.747977972E-1,1.544842683E-2
2.547721250E-1,-4.334444106E-1,-8.017730713E-1,-1.631298847E-2
2.647141251E-1,-5.963491797E-1,-8.050439954E-1,-3.383418918E-2
2.746571250E-1,-7.367926836E-1,-7.843161821E-1,-4.979247227E-2
2.845991250E-1,-8.403520584E-1,-7.453874350E-1,-5.552146584E-2
2.945421251E-1,-8.921913505E-1,-7.281306982E-1,-4.154792055E-2
3.044841250E-1,-9.066717625E-1,-7.131406069E-1,-1.649582945E-2
