"Time (s)","Gyroscope x (rad/s)","Gyroscope y (rad/s)","Gyroscope z (rad/s)"
3.888526570E-1,1.587908715E-3,-2.163815312E-3,-1.773497276E-2
3.908570320E-1,3.718435764E-3,-3.328826278E-5,-2.093076333E-2
3.928614070E-1,1.011001691E-2,2.097238787E-3,-1.986549981E-2
3.948657820E-1,6.914226338E-3,3.162502311E-3,-2.199602686E-2
3.968701570E-1,1.330580749E-2,4.227765836E-3,-2.199602686E-2
3.988745320E-1,1.224054396E-2,1.061934698E-2,-2.412655391E-2
4.008789070E-1,1.437107101E-2,9.554083459E-3,-2.519181743E-2
4.028832820E-1,1.117528044E-2,1.031975262E-3,-2.306129038E-2
4.048876570E-1,1.437107101E-2,1.061934698E-2,-3.371392936E-2
4.068920320E-1,1.437107101E-2,5.293029360E-3,-2.945287153E-2
4.088964070E-1,1.330580749E-2,3.162502311E-3,-3.371392936E-2
4.109007820E-1,1.117528044E-2,-2.163815312E-3,-3.371392936E-2
4.129051570E-1,1.330580749E-2,-2.163815312E-3,-4.117076844E-2
4.149095320E-1,1.011001691E-2,-1.098551787E-3,-3.904024139E-2
4.169139070E-1,9.044753388E-3,-1.068592351E-2,-3.690971434E-2
4.189182820E-1,9.044753388E-3,-8.555396460E-3,-4.117076844E-2
4.209226570E-1,2.653172240E-3,-1.388171408E-2,-4.010550305E-2
4.229270320E-1,1.587908715E-3,-1.920803264E-2,-3.904024139E-2
4.249314070E-1,-1.607881859E-3,-1.707750559E-2,-3.904024139E-2
4.269357820E-1,-5.426183343E-4,-2.453434840E-2,-4.117076844E-2
4.289401570E-1,-2.673145384E-3,-1.920803264E-2,-4.330129549E-2
4.309445320E-1,-2.673145384E-3,-1.920803264E-2,-4.436655715E-2
4.329489070E-1,-1.607881859E-3,-1.920803264E-2,-4.010550305E-2
4.349532820E-1,-3.738408908E-3,-1.707750559E-2,-4.010550305E-2
4.369576570E-1,5.226451904E-4,-1.175118703E-2,-3.904024139E-2
4.389620320E-1,5.226451904E-4,-1.281645056E-2,-3.904024139E-2
4.409664070E-1,2.653172240E-3,-8.555396460E-3,-3.690971434E-2
4.429707820E-1,3.718435764E-3,-6.424869411E-3,-3.264866397E-2
4.449751570E-1,3.718435764E-3,-8.555396460E-3,-3.797497973E-2
4.469795320E-1,3.718435764E-3,-4.294342361E-3,-3.690971434E-2
4.489839070E-1,9.044753388E-3,-9.620659985E-3,-3.690971434E-2
4.509882820E-1,7.979489863E-3,-9.620659985E-3,-3.584444895E-2
4.529926570E-1,1.117528044E-2,-1.281645056E-2,-3.264866397E-2
4.549970320E-1,1.011001691E-2,-1.175118703E-2,-3.264866397E-2
4.570014070E-1,1.437107101E-2,-1.388171408E-2,-3.584444895E-2
4.590057820E-1,1.117528044E-2,-1.281645056E-2,-3.264866397E-2
4.610101570E-1,1.437107101E-2,-1.707750559E-2,-3.584444895E-2
4.630145320E-1,1.437107101E-2,-1.175118703E-2,-2.838760801E-2
4.650189070E-1,1.863212511E-2,-1.175118703E-2,-3.477918729E-2
4.670232820E-1,1.969738863E-2,-9.620659985E-3,-3.158339858E-2
4.690276570E-1,1.330580749E-2,-1.388171408E-2,-3.477918729E-2
4.710320320E-1,1.650159806E-2,-7.490132935E-3,-3.264866397E-2
4.730364070E-1,1.756686158E-2,-8.555396460E-3,-2.945287153E-2
4.750407820E-1,1.543633454E-2,-1.068592351E-2,-3.264866397E-2
4.770451570E-1,1.650159806E-2,-1.281645056E-2,-3.264866397E-2
4.790495320E-1,1.224054396E-2,-1.281645056E-2,-3.690971434E-2
4.810539070E-1,1.330580749E-2,-1.281645056E-2,-3.477918729E-2
4.830582820E-1,1.117528044E-2,-1.388171408E-2,-3.797497973E-2
4.850626570E-1,1.224054396E-2,-1.494697761E-2,-4.010550305E-2
4.870670320E-1,1.224054396E-2,-9.620659985E-3,-3.584444895E-2
4.890714070E-1,9.044753388E-3,-9.620659985E-3,-3.584444895E-2
4.910757820E-1,1.117528044E-2,-9.620659985E-3,-3.371392936E-2
4.930801570E-1,1.437107101E-2,-5.359605886E-3,-3.797497973E-2
4.950845320E-1,7.979489863E-3,-1.098551787E-3,-3.584444895E-2
4.970889070E-1,1.117528044E-2,2.097238787E-3,-3.584444895E-2
4.990932820E-1,9.044753388E-3,5.293029360E-3,-3.158339858E-2
5.010976570E-1,1.224054396E-2,9.554083459E-3,-3.690971434E-2
5.031020320E-1,1.117528044E-2,1.168461051E-2,-3.584444895E-2
5.051064070E-1,1.437107101E-2,1.807619259E-2,-3.690971434E-2
5.071107820E-1,1.437107101E-2,1.594566181E-2,-3.477918729E-2
5.091151570E-1,1.117528044E-2,1.488040108E-2,-2.945287153E-2
5.111195320E-1,1.330580749E-2,1.168461051E-2,-2.945287153E-2
5.131239070E-1,1.756686158E-2,1.594566181E-2,-3.371392936E-2
5.151282820E-1,1.543633454E-2,1.594566181E-2,-3.051813506E-2
5.171326570E-1,1.863212511E-2,1.061934698E-2,-2.945287153E-2
5.191370320E-1,1.543633454E-2,1.381513942E-2,-2.412655391E-2
5.211414070E-1,1.863212511E-2,1.168461051E-2,-2.945287153E-2
5.231457820E-1,1.650159806E-2,7.423556410E-3,-2.412655391E-2
5.251501570E-1,2.076265216E-2,9.554083459E-3,-2.625708096E-2
5.271545320E-1,1.756686158E-2,6.358292885E-3,-2.625708096E-2
5.291589070E-1,1.756686158E-2,4.227765836E-3,-2.412655391E-2
5.311632820E-1,1.543633454E-2,-3.328826278E-5,-1.880023628E-2
5.331676570E-1,1.863212511E-2,-1.098551787E-3,-1.986549981E-2
5.351720320E-1,1.437107101E-2,-1.068592351E-2,-1.560444664E-2
5.371764070E-1,1.117528044E-2,-6.424869411E-3,-1.880023628E-2
5.391807820E-1,9.044753388E-3,-1.494697761E-2,-1.347391959E-2
5.411851570E-1,1.011001691E-2,-1.707750559E-2,-1.773497276E-2
5.431895320E-1,7.979489863E-3,-2.346908674E-2,-2.093076333E-2
5.451939070E-1,7.979489863E-3,-2.133855969E-2,-1.560444664E-2
5.471982820E-1,9.044753388E-3,-3.092592955E-2,-1.560444664E-2
5.492026570E-1,6.914226338E-3,-3.199119493E-2,-1.453918312E-2
5.512070320E-1,4.783699289E-3,-3.092592955E-2,-1.453918312E-2
5.532114070E-1,4.783699289E-3,-3.412172198E-2,-1.880023628E-2
5.552157820E-1,4.783699289E-3,-3.305645660E-2,-1.880023628E-2
5.572201570E-1,4.783699289E-3,-3.092592955E-2,-2.093076333E-2
5.592245320E-1,2.653172240E-3,-3.412172198E-2,-2.093076333E-2
5.612289070E-1,1.587908715E-3,-2.773014084E-2,-1.880023628E-2
5.632332820E-1,4.783699289E-3,-2.879540250E-2,-2.093076333E-2
5.652376570E-1,5.226451904E-4,-2.666487545E-2,-1.986549981E-2
5.672420320E-1,2.653172240E-3,-2.879540250E-2,-2.199602686E-2
5.692464070E-1,1.587908715E-3,-2.453434840E-2,-1.773497276E-2
5.712507820E-1,1.587908715E-3,-2.027329430E-2,-2.093076333E-2
5.732551570E-1,-2.673145384E-3,-2.240382135E-2,-2.199602686E-2
5.752595320E-1,1.587908715E-3,-1.707750559E-2,-2.093076333E-2
5.772639070E-1,5.226451904E-4,-1.601224020E-2,-2.093076333E-2
5.792682820E-1,-5.426183343E-4,-1.388171408E-2,-1.986549981E-2
5.812726570E-1,5.226451904E-4,-1.281645056E-2,-1.986549981E-2
5.832770320E-1,2.653172240E-3,-1.388171408E-2,-2.199602686E-2
5.852814070E-1,-5.426183343E-4,-7.490132935E-3,-2.412655391E-2
5.872857820E-1,5.226451904E-4,-2.163815312E-3,-2.199602686E-2
5.892901570E-1,1.587908715E-3,-2.163815312E-3,-2.306129038E-2
5.912945320E-1,-2.673145384E-3,-1.098551787E-3,-2.519181743E-2
5.932989070E-1,1.587908715E-3,6.358292885E-3,-2.412655391E-2
5.953032820E-1,2.653172240E-3,5.293029360E-3,-2.306129038E-2
5.973076570E-1,-1.607881859E-3,1.168461051E-2,-2.519181743E-2
5.993120320E-1,-1.607881859E-3,1.274987403E-2,-2.945287153E-2
6.013164070E-1,5.226451904E-4,1.701092720E-2,-2.306129038E-2
6.033207820E-1,-2.673145384E-3,1.168461051E-2,-2.519181743E-2
6.053251570E-1,-1.607881859E-3,1.381513942E-2,-2.519181743E-2
6.073295320E-1,-1.607881859E-3,1.594566181E-2,-2.093076333E-2
6.093339070E-1,1.587908715E-3,1.701092720E-2,-2.732234448E-2
6.113382820E-1,4.783699289E-3,1.914145425E-2,-2.306129038E-2
6.133426570E-1,2.653172240E-3,2.020671591E-2,-2.519181743E-2
6.153470320E-1,5.226451904E-4,1.701092720E-2,-2.306129038E-2
6.173514070E-1,2.653172240E-3,1.914145425E-2,-2.732234448E-2
6.193557820E-1,3.718435764E-3,1.594566181E-2,-2.732234448E-2
6.213601570E-1,1.587908715E-3,2.233725041E-2,-2.838760801E-2
6.233645320E-1,3.718435764E-3,1.594566181E-2,-2.519181743E-2
6.253689070E-1,4.783699289E-3,1.914145425E-2,-2.412655391E-2
6.273732820E-1,-2.673145384E-3,2.020671591E-2,-3.051813506E-2
6.293776570E-1,5.226451904E-4,2.020671591E-2,-3.051813506E-2
6.313820320E-1,-2.673145384E-3,2.233725041E-2,-3.371392936E-2
6.333864070E-1,-1.607881859E-3,1.701092720E-2,-3.584444895E-2
6.353907820E-1,-3.738408908E-3,1.488040108E-2,-3.797497973E-2
6.373951570E-1,-5.868935958E-3,1.594566181E-2,-3.584444895E-2
6.393995320E-1,-2.673145384E-3,1.168461051E-2,-3.904024139E-2
6.414039070E-1,-9.064726532E-3,8.488819934E-3,-4.223603383E-2
6.434082820E-1,-9.064726532E-3,7.423556410E-3,-4.223603383E-2
6.454126570E-1,-1.119525358E-2,5.293029360E-3,-4.436655715E-2
6.474170320E-1,-1.119525358E-2,-4.294342361E-3,-4.862761125E-2
6.494214070E-1,-1.012999006E-2,-3.328826278E-5,-4.543182254E-2
6.514257820E-1,-1.226051711E-2,-2.163815312E-3,-4.436655715E-2
6.534301570E-1,-1.439104415E-2,-2.163815312E-3,-5.075814202E-2
6.554345320E-1,-1.971736178E-2,-5.359605886E-3,-4.969287664E-2
6.574389070E-1,-2.078262530E-2,-4.294342361E-3,-4.862761125E-2
6.594432820E-1,-1.971736178E-2,-5.359605886E-3,-4.862761125E-2
6.614476570E-1,-2.291315235E-2,-4.294342361E-3,-5.288866535E-2
6.634520320E-1,-2.397841588E-2,-6.424869411E-3,-5.395393074E-2
6.654564070E-1,-2.823946998E-2,-3.229078837E-3,-5.501919612E-2
6.674607820E-1,-2.930473350E-2,-4.294342361E-3,-5.501919612E-2
6.694651570E-1,-3.250052407E-2,-5.359605886E-3,-5.395393074E-2
6.714695320E-1,-2.823946998E-2,-9.620659985E-3,-5.501919612E-2
6.734739070E-1,-2.930473350E-2,-1.281645056E-2,-5.928025022E-2
6.754782820E-1,-3.143525869E-2,-1.388171408E-2,-5.821498483E-2
6.774826570E-1,-3.036999702E-2,-1.814276725E-2,-5.928025022E-2
6.794870320E-1,-3.569631651E-2,-1.601224020E-2,-5.821498483E-2
6.814914070E-1,-3.889210522E-2,-1.814276725E-2,-5.821498483E-2
6.834957820E-1,-3.676158190E-2,-1.494697761E-2,-5.608445778E-2
6.855001570E-1,-4.102263600E-2,-2.666487545E-2,-5.714971945E-2
6.875045320E-1,-4.421842843E-2,-2.346908674E-2,-5.608445778E-2
6.895089070E-1,-4.421842843E-2,-2.559961379E-2,-5.608445778E-2
6.915132820E-1,-4.421842843E-2,-2.453434840E-2,-5.288866535E-2
6.935176570E-1,-4.741421342E-2,-2.879540250E-2,-5.608445778E-2
6.955220320E-1,-4.954474419E-2,-3.305645660E-2,-5.608445778E-2
6.975264070E-1,-4.847948253E-2,-3.518698364E-2,-5.608445778E-2
6.995307820E-1,-5.274053663E-2,-3.625224903E-2,-5.288866535E-2
7.015351570E-1,-4.954474419E-2,-3.944803774E-2,-5.288866535E-2
7.035395320E-1,-5.167526752E-2,-4.477435350E-2,-5.608445778E-2
7.055439070E-1,-4.954474419E-2,-4.797014594E-2,-5.608445778E-2
7.075482820E-1,-5.061000586E-2,-5.329646170E-2,-5.395393074E-2
7.095526570E-1,-5.061000586E-2,-5.329646170E-2,-5.288866535E-2
7.115570320E-1,-5.380579829E-2,-5.542699248E-2,-5.501919612E-2
7.135614070E-1,-5.274053663E-2,-6.927541643E-2,-5.395393074E-2
7.155657820E-1,-5.806685239E-2,-6.607962400E-2,-5.821498483E-2
7.175701570E-1,-5.913211405E-2,-7.460173219E-2,-5.395393074E-2
7.195745320E-1,-6.126264483E-2,-7.992804796E-2,-5.821498483E-2
7.215789070E-1,-5.806685239E-2,-8.099331707E-2,-5.928025022E-2
7.235832820E-1,-6.339316815E-2,-9.377647936E-2,-5.501919612E-2
7.255876570E-1,-6.126264483E-2,-9.910279512E-2,-5.395393074E-2
7.275920320E-1,-6.126264483E-2,-1.044291109E-1,-5.288866535E-2
7.295964070E-1,-6.552369893E-2,-1.086901650E-1,-5.288866535E-2
7.316007820E-1,-6.658896059E-2,-1.172122732E-1,-5.395393074E-2
7.336051570E-1,-6.978475302E-2,-1.267996430E-1,-5.182340369E-2
7.356095320E-1,-7.298053801E-2,-1.331912279E-1,-5.395393074E-2
7.376139070E-1,-7.830686122E-2,-1.417133510E-1,-5.075814202E-2
7.396182820E-1,-7.724159956E-2,-1.502354592E-1,-5.182340369E-2
7.416226570E-1,-8.363317698E-2,-1.619533598E-1,-4.756234959E-2
