"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)"
7.813343700E-2,7.831294537E-1,7.201288223E0,6.623921871E0
8.013802100E-2,7.783384919E-1,7.182124138E0,6.614339828E0
8.214260400E-2,7.639656067E-1,7.172542095E0,6.604758263E0
8.414718700E-2,7.543837428E-1,7.134214401E0,6.604758263E0
8.615177100E-2,7.448018193E-1,7.124632835E0,6.623921871E0
8.815635400E-2,7.352198958E-1,7.095887184E0,6.619131088E0
9.016093700E-2,7.208470106E-1,7.076723099E0,6.614339828E0
9.216552100E-2,7.160560489E-1,7.052768230E0,6.633503914E0
9.417010400E-2,6.777284145E-1,7.047977448E0,6.652667522E0
9.617468700E-2,6.729374528E-1,7.028813362E0,6.657458782E0
9.817927100E-2,6.394007206E-1,7.024022579E0,6.643085957E0
1.001838540E-1,6.346098185E-1,7.024022579E0,6.667040348E0
1.021884370E-1,6.154459715E-1,7.024022579E0,6.671831608E0
1.041930210E-1,6.250278950E-1,7.038395405E0,6.662249565E0
1.061976040E-1,5.962821245E-1,7.004858971E0,6.676622391E0
1.082021870E-1,5.819092393E-1,7.019231796E0,6.681413651E0
1.102067710E-1,5.771182775E-1,7.009649754E0,6.695786476E0
1.122113540E-1,5.531635284E-1,7.047977448E0,6.686204433E0
1.142159370E-1,5.771182775E-1,7.024022579E0,6.686204433E0
1.162205210E-1,5.771182775E-1,7.043186665E0,6.690995216E0
1.182251040E-1,5.579544902E-1,7.038395405E0,6.690995216E0
1.202296870E-1,5.771182775E-1,7.057559490E0,6.710159302E0
1.222342710E-1,5.771182775E-1,7.043186665E0,6.710159302E0
1.242388540E-1,6.058640480E-1,7.043186665E0,6.719740868E0
1.262434370E-1,6.010730863E-1,7.062350273E0,6.729322910E0
1.282480210E-1,6.394007206E-1,7.047977448E0,6.738904953E0
1.302526040E-1,6.298188567E-1,7.052768230E0,6.743695736E0
1.322571870E-1,6.346098185E-1,7.033604622E0,6.743695736E0
1.342617710E-1,6.489826441E-1,7.033604622E0,6.729322910E0
1.362663540E-1,6.441916823E-1,7.043186665E0,6.738904953E0
1.382709370E-1,6.729374528E-1,7.057559490E0,6.762859821E0
1.402755210E-1,6.729374528E-1,7.067141056E0,6.738904953E0
1.422801040E-1,7.112650871E-1,7.071932316E0,6.753277779E0
1.442846870E-1,7.064741254E-1,7.081513882E0,6.758068562E0
1.462892710E-1,7.400108576E-1,7.091095924E0,6.762859821E0
1.482938540E-1,7.352198958E-1,7.091095924E0,6.738904953E0
1.502984370E-1,7.448018193E-1,7.081513882E0,6.743695736E0
1.523030210E-1,7.400108576E-1,7.086305141E0,6.772441387E0
1.543076040E-1,7.591747046E-1,7.071932316E0,6.767650604E0
1.563121870E-1,7.543837428E-1,7.071932316E0,6.767650604E0
1.583167710E-1,7.352198958E-1,7.057559490E0,6.772441387E0
1.603213540E-1,7.304289341E-1,7.043186665E0,6.762859821E0
1.623259370E-1,7.064741254E-1,7.047977448E0,6.762859821E0
1.643305210E-1,7.016831636E-1,7.038395405E0,6.738904953E0
1.663351040E-1,7.256379724E-1,7.047977448E0,6.743695736E0
1.683396870E-1,7.016831636E-1,7.009649754E0,6.772441387E0
1.703442710E-1,6.921012998E-1,7.009649754E0,6.772441387E0
1.723488540E-1,6.968922615E-1,6.980904102E0,6.772441387E0
1.743534370E-1,7.112650871E-1,6.980904102E0,6.772441387E0
1.763580210E-1,7.016831636E-1,6.976112843E0,6.782023430E0
1.783626040E-1,7.016831636E-1,6.980904102E0,6.767650604E0
1.803671870E-1,6.968922615E-1,6.961740017E0,6.758068562E0
1.823717710E-1,6.968922615E-1,6.971322060E0,6.748486996E0
1.843763540E-1,7.208470106E-1,6.980904102E0,6.758068562E0
1.863809370E-1,7.112650871E-1,6.980904102E0,6.767650604E0
1.883855210E-1,7.016831636E-1,7.000067711E0,6.782023430E0
1.903901040E-1,7.160560489E-1,6.985694885E0,6.777232647E0
1.923946870E-1,7.112650871E-1,6.985694885E0,6.767650604E0
1.943992710E-1,7.112650871E-1,7.004858971E0,6.772441387E0
1.964038540E-1,7.208470106E-1,6.990485668E0,6.777232647E0
1.984084370E-1,7.112650871E-1,6.985694885E0,6.772441387E0
2.004130210E-1,6.968922615E-1,6.976112843E0,6.762859821E0
2.024176040E-1,7.016831636E-1,6.966531277E0,6.762859821E0
2.044221870E-1,6.873103380E-1,6.995276928E0,6.772441387E0
2.064267710E-1,6.921012998E-1,6.976112843E0,6.758068562E0
2.084313540E-1,6.921012998E-1,6.971322060E0,6.758068562E0
2.104359370E-1,7.064741254E-1,6.961740017E0,6.791605473E0
2.124405210E-1,6.729374528E-1,6.971322060E0,6.767650604E0
2.144451040E-1,6.729374528E-1,6.966531277E0,6.767650604E0
2.164496870E-1,6.681464911E-1,6.980904102E0,6.758068562E0
2.184542710E-1,6.729374528E-1,6.990485668E0,6.777232647E0
2.204588540E-1,6.585645676E-1,6.985694885E0,6.762859821E0
2.224634370E-1,6.346098185E-1,6.976112843E0,6.772441387E0
2.244680210E-1,6.537736058E-1,6.976112843E0,6.772441387E0
2.264726040E-1,6.298188567E-1,6.966531277E0,6.758068562E0
2.284771870E-1,6.058640480E-1,6.966531277E0,6.777232647E0
2.304817710E-1,5.962821245E-1,6.980904102E0,6.762859821E0
2.324863540E-1,5.914911628E-1,6.980904102E0,6.767650604E0
2.344909370E-1,5.914911628E-1,6.966531277E0,6.782023430E0
2.364955210E-1,5.867002010E-1,6.966531277E0,6.772441387E0
2.385001040E-1,5.819092393E-1,6.976112843E0,6.786814690E0
2.405046870E-1,5.723273754E-1,6.966531277E0,6.791605473E0
2.425092710E-1,5.771182775E-1,6.961740017E0,6.777232647E0
2.445138540E-1,5.531635284E-1,6.976112843E0,6.791605473E0
2.465184370E-1,5.627454519E-1,6.980904102E0,6.786814690E0
2.485230210E-1,5.819092393E-1,7.004858971E0,6.777232647E0
2.505276040E-1,5.867002010E-1,7.024022579E0,6.782023430E0
2.525321870E-1,5.962821245E-1,7.024022579E0,6.810769081E0
2.545367710E-1,6.010730863E-1,7.014440536E0,6.810769081E0
2.565413540E-1,6.058640480E-1,7.009649754E0,6.796396255E0
2.585459370E-1,6.010730863E-1,7.024022579E0,6.796396255E0
2.605505210E-1,6.106550097E-1,7.000067711E0,6.805978298E0
2.625551040E-1,6.058640480E-1,7.014440536E0,6.791605473E0
2.645596870E-1,6.010730863E-1,7.014440536E0,6.777232647E0
2.665642710E-1,6.154459715E-1,7.014440536E0,6.796396255E0
2.685688540E-1,6.394007206E-1,7.019231796E0,6.786814690E0
2.705734370E-1,6.298188567E-1,7.009649754E0,6.796396255E0
2.725780210E-1,6.346098185E-1,7.004858971E0,6.805978298E0
2.745826040E-1,6.489826441E-1,7.009649754E0,6.782023430E0
2.765871870E-1,6.537736058E-1,7.014440536E0,6.786814690E0
2.785917710E-1,6.489826441E-1,7.004858971E0,6.796396255E0
2.805963540E-1,6.441916823E-1,7.000067711E0,6.786814690E0
2.826009370E-1,6.489826441E-1,6.995276928E0,6.810769081E0
2.846055210E-1,6.441916823E-1,6.995276928E0,6.810769081E0
2.866101040E-1,6.441916823E-1,6.990485668E0,6.820351124E0
2.886146870E-1,6.394007206E-1,6.971322060E0,6.820351124E0
2.906192710E-1,6.441916823E-1,6.961740017E0,6.834723949E0
2.926238540E-1,6.537736058E-1,6.985694885E0,6.834723949E0
2.946284370E-1,6.537736058E-1,6.952158451E0,6.839515209E0
2.966330210E-1,6.633555293E-1,6.932994366E0,6.829933167E0
2.986376040E-1,6.537736058E-1,6.923412323E0,6.829933167E0
3.006421870E-1,6.585645676E-1,6.909039497E0,6.839515209E0
3.026467710E-1,6.537736058E-1,6.909039497E0,6.849096775E0
3.046513540E-1,6.681464911E-1,6.909039497E0,6.839515209E0
3.066559370E-1,6.681464911E-1,6.932994366E0,6.820351124E0
3.086605210E-1,6.681464911E-1,6.894666672E0,6.825141907E0
3.106651040E-1,6.777284145E-1,6.909039497E0,6.834723949E0
3.126696870E-1,6.681464911E-1,6.889875889E0,6.839515209E0
3.146742710E-1,6.729374528E-1,6.875503063E0,6.820351124E0
3.166788540E-1,6.681464911E-1,6.880293846E0,6.825141907E0
3.186834370E-1,6.537736058E-1,6.870711803E0,6.834723949E0
3.206880210E-1,6.585645676E-1,6.899457932E0,6.834723949E0
3.226926040E-1,6.585645676E-1,6.904248714E0,6.829933167E0
3.246971870E-1,6.489826441E-1,6.899457932E0,6.839515209E0
3.267017710E-1,6.441916823E-1,6.870711803E0,6.825141907E0
3.287063540E-1,6.346098185E-1,6.880293846E0,6.820351124E0
3.307109370E-1,6.346098185E-1,6.875503063E0,6.825141907E0
3.327155210E-1,6.250278950E-1,6.880293846E0,6.829933167E0
3.347201040E-1,6.106550097E-1,6.875503063E0,6.829933167E0
3.367246870E-1,6.010730863E-1,6.885084629E0,6.839515209E0
3.387292710E-1,5.867002010E-1,6.899457932E0,6.849096775E0
3.407338540E-1,5.819092393E-1,6.899457932E0,6.849096775E0
3.427384370E-1,5.962821245E-1,6.918621540E0,6.839515209E0
3.447430210E-1,5.819092393E-1,6.928203583E0,6.858678818E0
3.467476040E-1,5.675364137E-1,6.928203583E0,6.868260860E0
3.487521870E-1,5.867002010E-1,6.918621540E0,6.897006512E0
3.507567710E-1,5.627454519E-1,6.928203583E0,6.892215729E0
3.527613540E-1,5.723273754E-1,6.942576408E0,6.873051643E0
3.547659370E-1,5.771182775E-1,6.942576408E0,6.863469601E0
3.567705210E-1,5.579544902E-1,6.942576408E0,6.863469601E0
3.587751040E-1,5.771182775E-1,6.942576408E0,6.868260860E0
3.607796870E-1,5.675364137E-1,6.928203583E0,6.877842426E0
3.627842710E-1,5.771182775E-1,6.937785149E0,6.839515209E0
3.647888540E-1,5.627454519E-1,6.947367191E0,6.858678818E0
3.667934370E-1,5.723273754E-1,6.947367191E0,6.887424469E0
3.687980210E-1,5.579544902E-1,6.937785149E0,6.873051643E0
3.708026040E-1,5.914911628E-1,6.947367191E0,6.868260860E0
3.728071870E-1,5.914911628E-1,6.947367191E0,6.873051643E0
3.748117710E-1,6.058640480E-1,6.947367191E0,6.858678818E0
3.768163540E-1,6.154459715E-1,6.937785149E0,6.863469601E0
3.788209370E-1,6.250278950E-1,6.947367191E0,6.858678818E0
3.808255210E-1,6.394007206E-1,6.918621540E0,6.853888035E0
3.828301040E-1,6.346098185E-1,6.923412323E0,6.849096775E0
3.848346870E-1,6.537736058E-1,6.918621540E0,6.853888035E0
3.868392710E-1,6.633555293E-1,6.909039497E0,6.863469601E0
3.888438540E-1,6.729374528E-1,6.894666672E0,6.820351124E0
3.908484370E-1,6.921012998E-1,6.904248714E0,6.820351124E0
3.928530210E-1,7.064741254E-1,6.880293846E0,6.815560341E0
3.948576040E-1,7.304289341E-1,6.875503063E0,6.815560341E0
3.968621870E-1,7.448018193E-1,6.899457932E0,6.805978298E0
3.988667710E-1,7.495927811E-1,6.899457932E0,6.791605473E0
4.008713540E-1,7.639656067E-1,6.904248714E0,6.772441387E0
4.028759370E-1,7.927113771E-1,6.909039497E0,6.791605473E0
4.048805210E-1,8.166661859E-1,6.913830757E0,6.782023430E0
4.068851040E-1,8.310390115E-1,6.918621540E0,6.786814690E0
4.088896870E-1,8.454118967E-1,6.913830757E0,6.805978298E0
4.108942710E-1,8.549938202E-1,6.909039497E0,6.796396255E0
4.128988540E-1,8.789486289E-1,6.894666672E0,6.801187515E0
4.149034370E-1,9.029033780E-1,6.904248714E0,6.805978298E0
4.169080210E-1,9.124853015E-1,6.894666672E0,6.810769081E0
4.189126040E-1,9.220672250E-1,6.870711803E0,6.801187515E0
4.209171870E-1,9.460219741E-1,6.875503063E0,6.829933167E0
4.229217710E-1,9.603948593E-1,6.870711803E0,6.815560341E0
4.249263540E-1,9.556038976E-1,6.885084629E0,6.810769081E0
4.269309370E-1,9.747677445E-1,6.870711803E0,6.801187515E0
4.289355210E-1,9.699767828E-1,6.875503063E0,6.829933167E0
4.309401040E-1,9.987225533E-1,6.870711803E0,6.825141907E0
4.329446870E-1,9.891406298E-1,6.861130238E0,6.858678818E0
4.349492710E-1,9.795587063E-1,6.870711803E0,6.829933167E0
4.369538540E-1,9.699767828E-1,6.865921021E0,6.858678818E0
4.389584370E-1,9.651858211E-1,6.870711803E0,6.849096775E0
4.409630210E-1,9.556038976E-1,6.851548195E0,6.858678818E0
4.429676040E-1,9.699767828E-1,6.846757412E0,6.858678818E0
4.449721870E-1,9.603948593E-1,6.841966152E0,6.863469601E0
4.469767710E-1,9.460219741E-1,6.832384109E0,6.858678818E0
4.489813540E-1,9.316491485E-1,6.798847675E0,6.839515209E0
4.509859370E-1,9.220672250E-1,6.794056892E0,6.858678818E0
4.529905210E-1,9.029033780E-1,6.803638458E0,6.834723949E0
4.549951040E-1,8.837395310E-1,6.813220501E0,6.834723949E0
4.569996870E-1,8.597847819E-1,6.803638458E0,6.839515209E0
4.590042710E-1,8.454118967E-1,6.803638458E0,6.834723949E0
4.610088540E-1,8.502028584E-1,6.813220501E0,6.829933167E0
4.630134370E-1,8.502028584E-1,6.803638458E0,6.815560341E0
4.650180210E-1,8.454118967E-1,6.803638458E0,6.805978298E0
4.670226040E-1,8.502028584E-1,6.798847675E0,6.820351124E0
4.690271870E-1,8.310390115E-1,6.779683590E0,6.820351124E0
4.710317710E-1,8.358299732E-1,6.803638458E0,6.820351124E0
4.730363540E-1,8.214571476E-1,6.803638458E0,6.810769081E0
4.750409370E-1,8.118752241E-1,6.779683590E0,6.820351124E0
4.770455210E-1,8.022933006E-1,6.770102024E0,6.805978298E0
4.790501040E-1,7.975023389E-1,6.755729198E0,6.801187515E0
4.810546870E-1,8.214571476E-1,6.746147156E0,6.782023430E0
4.830592710E-1,7.975023389E-1,6.750937939E0,6.791605473E0
4.850638540E-1,7.735475302E-1,6.741356373E0,6.786814690E0
4.870684370E-1,7.735475302E-1,6.760519981E0,6.805978298E0
4.890730210E-1,7.687565684E-1,6.770102024E0,6.796396255E0
4.910776040E-1,7.879204154E-1,6.784474850E0,6.796396255E0
4.930821870E-1,7.735475302E-1,6.789265633E0,6.825141907E0
4.950867710E-1,7.927113771E-1,6.794056892E0,6.805978298E0
4.970913540E-1,7.879204154E-1,6.803638458E0,6.805978298E0
4.990959370E-1,8.166661859E-1,6.813220501E0,6.825141907E0
5.011005210E-1,8.070842624E-1,6.803638458E0,6.825141907E0
5.031051040E-1,8.022933006E-1,6.822802544E0,6.825141907E0
5.051096870E-1,8.070842624E-1,6.789265633E0,6.820351124E0
5.071142710E-1,8.118752241E-1,6.794056892E0,6.825141907E0
5.091188540E-1,7.735475302E-1,6.779683590E0,6.796396255E0
5.111234370E-1,7.543837428E-1,6.770102024E0,6.810769081E0
5.131280210E-1,7.591747046E-1,6.774892807E0,6.834723949E0
5.151326040E-1,7.783384919E-1,6.770102024E0,6.834723949E0
5.171371870E-1,7.591747046E-1,6.765310764E0,6.829933167E0
5.191417710E-1,7.591747046E-1,6.750937939E0,6.825141907E0
5.211463540E-1,7.448018193E-1,6.760519981E0,6.839515209E0
5.231509370E-1,7.687565684E-1,6.779683590E0,6.844305992E0
5.251555210E-1,7.256379724E-1,6.784474850E0,6.873051643E0
5.271601040E-1,7.256379724E-1,6.803638458E0,6.839515209E0
5.291646870E-1,7.160560489E-1,6.803638458E0,6.863469601E0
5.311692710E-1,7.160560489E-1,6.779683590E0,6.844305992E0
5.331738540E-1,7.016831636E-1,6.803638458E0,6.825141907E0
5.351784370E-1,6.873103380E-1,6.794056892E0,6.825141907E0
5.371830210E-1,6.825193763E-1,6.794056892E0,6.825141907E0
5.391876040E-1,6.873103380E-1,6.794056892E0,6.805978298E0
5.411921870E-1,6.777284145E-1,6.774892807E0,6.796396255E0
5.431967710E-1,6.729374528E-1,6.774892807E0,6.810769081E0
5.452013540E-1,6.633555293E-1,6.789265633E0,6.786814690E0
5.472059370E-1,6.873103380E-1,6.784474850E0,6.767650604E0
5.492105210E-1,6.681464911E-1,6.765310764E0,6.782023430E0
5.512151040E-1,6.633555293E-1,6.770102024E0,6.777232647E0
5.532196870E-1,6.729374528E-1,6.808429718E0,6.782023430E0
5.552242710E-1,6.489826441E-1,6.789265633E0,6.748486996E0
5.572288540E-1,6.202369332E-1,6.784474850E0,6.738904953E0
5.592334370E-1,6.346098185E-1,6.784474850E0,6.738904953E0
5.612380210E-1,6.058640480E-1,6.803638458E0,6.734114170E0
5.632426040E-1,5.914911628E-1,6.813220501E0,6.705368042E0
5.652471870E-1,5.819092393E-1,6.798847675E0,6.686204433E0
5.672517710E-1,5.579544902E-1,6.794056892E0,6.667040348E0
5.692563540E-1,5.387906432E-1,6.794056892E0,6.667040348E0
5.712609370E-1,5.244178176E-1,6.789265633E0,6.643085957E0
5.732655730E-1,5.196268559E-1,6.794056892E0,6.633503914E0
5.752702080E-1,5.196268559E-1,6.798847675E0,6.628712654E0
5.772748440E-1,5.244178176E-1,6.818011284E0,6.609549046E0
5.792794790E-1,5.148358941E-1,6.818011284E0,6.580803394E0
5.812841150E-1,5.627454519E-1,6.875503063E0,6.585594177E0
5.832887500E-1,5.819092393E-1,6.909039497E0,6.585594177E0
5.852933850E-1,5.914911628E-1,6.947367191E0,6.576012135E0
5.872980210E-1,6.537736058E-1,6.980904102E0,6.580803394E0
5.893026560E-1,6.777284145E-1,7.009649754E0,6.576012135E0
5.913072920E-1,7.495927811E-1,7.000067711E0,6.609549046E0
5.933119270E-1,7.975023389E-1,6.966531277E0,6.614339828E0
5.953165620E-1,8.597847819E-1,6.961740017E0,6.614339828E0
5.973211980E-1,8.741576672E-1,6.961740017E0,6.633503914E0
5.993258330E-1,8.885304928E-1,6.932994366E0,6.633503914E0
6.013304690E-1,9.364401102E-1,6.923412323E0,6.614339828E0
6.033351040E-1,9.508129358E-1,6.889875889E0,6.609549046E0
6.053397400E-1,9.747677445E-1,6.885084629E0,6.614339828E0
6.073443750E-1,1.013095379E0,6.899457932E0,6.628712654E0
6.093490100E-1,1.065795898E0,6.870711803E0,6.652667522E0
6.113536460E-1,1.099332571E0,6.846757412E0,6.676622391E0
6.133582810E-1,1.152033210E0,6.856338978E0,6.667040348E0
6.153629170E-1,1.199942708E0,6.861130238E0,6.671831608E0
6.173675520E-1,1.214315653E0,6.856338978E0,6.681413651E0
6.193721870E-1,1.243061304E0,6.851548195E0,6.690995216E0
6.213768230E-1,1.257434249E0,6.861130238E0,6.705368042E0
6.233814580E-1,1.271807075E0,6.846757412E0,6.748486996E0
6.253860940E-1,1.295761824E0,6.856338978E0,6.671831608E0
6.273907290E-1,1.290970922E0,6.875503063E0,6.695786476E0
6.293953120E-1,1.295761824E0,6.861130238E0,6.710159302E0
6.313998960E-1,1.295761824E0,6.865921021E0,6.690995216E0
6.334044790E-1,1.271807075E0,6.861130238E0,6.714950085E0
6.354090620E-1,1.295761824E0,6.865921021E0,6.753277779E0
6.374136460E-1,1.290970922E0,6.865921021E0,6.753277779E0
6.394182290E-1,1.300552845E0,6.851548195E0,6.772441387E0
6.414228120E-1,1.324507594E0,6.851548195E0,6.777232647E0
6.434273960E-1,1.324507594E0,6.841966152E0,6.820351124E0
6.454319790E-1,1.348462343E0,6.865921021E0,6.762859821E0
6.474365620E-1,1.353253365E0,6.856338978E0,6.772441387E0
6.494411460E-1,1.367626190E0,6.846757412E0,6.719740868E0
6.514457290E-1,1.329298615E0,6.880293846E0,6.695786476E0
6.534503120E-1,1.324507594E0,6.904248714E0,6.700577259E0
6.554548960E-1,1.329298615E0,6.899457932E0,6.690995216E0
6.574594790E-1,1.343671441E0,6.918621540E0,6.705368042E0
6.594640620E-1,1.324507594E0,6.909039497E0,6.714950085E0
6.614686460E-1,1.314925671E0,6.913830757E0,6.719740868E0
6.634732290E-1,1.286179900E0,6.909039497E0,6.724532127E0
6.654778120E-1,1.281388998E0,6.909039497E0,6.724532127E0
6.674823960E-1,1.262225151E0,6.928203583E0,6.719740868E0
6.694869790E-1,1.243061304E0,6.966531277E0,6.724532127E0
6.714915620E-1,1.247852325E0,6.980904102E0,6.729322910E0
6.734961460E-1,1.252643228E0,6.985694885E0,6.710159302E0
6.755007290E-1,1.252643228E0,6.985694885E0,6.695786476E0
6.775053120E-1,1.257434249E0,7.009649754E0,6.705368042E0
6.795098960E-1,1.267016172E0,7.033604622E0,6.667040348E0
6.815144790E-1,1.262225151E0,7.076723099E0,6.657458782E0
6.835190620E-1,1.286179900E0,7.081513882E0,6.686204433E0
6.855236460E-1,1.305343747E0,7.081513882E0,6.628712654E0
6.875282290E-1,1.314925671E0,7.091095924E0,6.638294697E0
6.895328120E-1,1.348462343E0,7.115050793E0,6.690995216E0
6.915373960E-1,1.367626190E0,7.110260010E0,6.695786476E0
6.935419790E-1,1.405953884E0,7.110260010E0,6.676622391E0
6.955465620E-1,1.420326710E0,7.100677967E0,6.633503914E0
6.975511460E-1,1.449072480E0,7.105468750E0,6.652667522E0
6.995557290E-1,1.473027229E0,7.105468750E0,6.657458782E0
7.015603120E-1,1.506564021E0,7.086305141E0,6.643085957E0
7.035648960E-1,1.511354923E0,7.086305141E0,6.633503914E0
7.055694790E-1,1.559264541E0,7.076723099E0,6.585594177E0
7.075740620E-1,1.573637366E0,7.052768230E0,6.571221352E0
7.095786460E-1,1.573637366E0,7.033604622E0,6.561639309E0
7.115832290E-1,1.564055443E0,7.014440536E0,6.547266483E0
7.135878120E-1,1.655083656E0,7.004858971E0,6.576012135E0
7.155923960E-1,1.688620329E0,6.971322060E0,6.652667522E0
7.175969790E-1,1.611965060E0,6.980904102E0,6.604758263E0
7.196015620E-1,1.487400174E0,6.923412323E0,6.580803394E0
7.216061460E-1,1.405953884E0,6.865921021E0,6.552057743E0
7.236107290E-1,1.338880539E0,6.841966152E0,6.513730049E0
7.256153120E-1,1.223897457E0,6.880293846E0,6.307718754E0
7.276198960E-1,1.118496418E0,6.928203583E0,6.255018234E0
7.296244790E-1,1.080168843E0,7.000067711E0,6.202317715E0
7.316290620E-1,1.070586920E0,7.062350273E0,6.226272583E0
7.336336460E-1,1.061004996E0,7.076723099E0,6.255018234E0
7.356382290E-1,1.041841149E0,7.124632835E0,6.255018234E0
7.376428120E-1,1.070586920E0,7.162960529E0,6.322091579E0
7.396473960E-1,1.051423073E0,7.124632835E0,6.312509537E0
7.416519790E-1,1.037050247E0,7.115050793E0,6.302927971E0
7.436565620E-1,1.027468324E0,7.095887184E0,6.331673622E0
7.456611460E-1,1.008304477E0,7.052768230E0,6.322091579E0
7.476657290E-1,9.747677445E-1,7.024022579E0,6.317300797E0
7.496703120E-1,9.364401102E-1,6.990485668E0,6.307718754E0
7.516748960E-1,9.220672250E-1,6.961740017E0,6.307718754E0
7.536794790E-1,8.837395310E-1,6.942576408E0,6.269391060E0
7.556840620E-1,8.502028584E-1,6.923412323E0,6.298136711E0
7.576886460E-1,8.358299732E-1,6.913830757E0,6.269391060E0
7.596932290E-1,7.783384919E-1,6.865921021E0,6.216690540E0
7.616978120E-1,7.256379724E-1,6.885084629E0,6.226272583E0
7.637023960E-1,6.873103380E-1,6.870711803E0,6.192735672E0
7.657069790E-1,6.825193763E-1,6.827593327E0,6.192735672E0
7.677115620E-1,6.298188567E-1,6.832384109E0,6.202317715E0
7.697161460E-1,5.531635284E-1,6.827593327E0,6.144826412E0
7.717207290E-1,5.004630089E-1,6.841966152E0,6.178362846E0
7.737253120E-1,4.860901237E-1,6.818011284E0,6.245436192E0
7.757298960E-1,4.238076806E-1,6.813220501E0,6.226272583E0
7.777344790E-1,3.423614502E-1,6.818011284E0,6.173572063E0
7.797390620E-1,2.657061219E-1,6.822802544E0,6.068171024E0
7.817436460E-1,2.225874960E-1,6.789265633E0,6.130453587E0
7.837482290E-1,2.082146257E-1,6.813220501E0,6.130453587E0
7.857528120E-1,1.555140913E-1,6.760519981E0,6.173572063E0
7.877573960E-1,1.076045260E-1,6.736565113E0,6.187944889E0
7.897619790E-1,8.364973962E-2,6.707819462E0,6.245436192E0
7.917665620E-1,9.323165566E-2,6.669491768E0,6.288555145E0
7.937711460E-1,8.364973962E-2,6.683864594E0,6.235854626E0
7.957757290E-1,7.406783104E-2,6.703028679E0,6.384374142E0
7.977803120E-1,8.844070137E-2,6.669491768E0,6.437074661E0
7.997848960E-1,1.076045260E-1,6.635954857E0,6.302927971E0
8.017894790E-1,5.490399897E-2,6.712610245E0,6.221481323E0
8.037940620E-1,3.574017063E-2,6.760519981E0,6.101707458E0
8.057986460E-1,1.178538427E-2,6.818011284E0,6.029843330E0
8.078032290E-1,-2.587486058E-3,6.885084629E0,5.996306419E0
8.098078120E-1,6.994426250E-3,6.937785149E0,6.077752590E0
8.118123960E-1,3.574017063E-2,6.937785149E0,6.207108498E0
8.138169790E-1,7.406783104E-2,6.961740017E0,6.259809017E0
8.158215620E-1,8.844070137E-2,6.985694885E0,6.288555145E0
8.178261460E-1,1.219773963E-1,6.990485668E0,6.274181843E0
8.198307290E-1,1.555140913E-1,7.038395405E0,6.274181843E0
