"Time (s)","X (rad/s)","Y (rad/s)","Z (rad/s)"
4.596500000E-2,-3.190909699E-2,-1.706065387E-1,8.532191068E-2
5.590300000E-2,-4.524284229E-2,-1.863777190E-1,7.539181411E-2
6.584199995E-2,-4.483138397E-2,-1.727782786E-1,6.657968462E-2
7.578099996E-2,-6.199462712E-2,-1.280690432E-1,6.006894261E-2
8.571999997E-2,-9.293203801E-2,-7.549424469E-2,6.948907673E-2
9.565799998E-2,-1.264878362E-1,-2.889795043E-2,7.158702612E-2
1.055970000E-1,-1.466367692E-1,6.884547882E-3,5.849599838E-2
1.155360000E-1,-1.517742723E-1,2.925376967E-2,4.017584771E-2
1.254750000E-1,-1.527654976E-1,5.027489737E-2,2.134543471E-2
1.354130000E-1,-1.521639377E-1,6.188357994E-2,9.563423693E-3
1.453520000E-1,-1.457505077E-1,6.317654997E-2,5.371075589E-3
1.552910000E-1,-1.369583458E-1,5.154752359E-2,7.112045772E-3
1.652290000E-1,-1.322256476E-1,5.164153129E-2,6.694462150E-3
1.751680000E-1,-1.293039024E-1,5.971189216E-2,-9.255292825E-4
1.851070000E-1,-1.203306615E-1,6.910379231E-2,-6.302451249E-3
1.950460000E-1,-1.091339737E-1,8.373145014E-2,-2.171784267E-2
2.049840000E-1,-8.775171638E-2,8.521349728E-2,-3.188925609E-2
2.149230000E-1,-6.858073920E-2,8.355811238E-2,-4.429131001E-2
2.248620000E-1,-5.238605291E-2,8.146699518E-2,-5.927371979E-2
2.348000000E-1,-4.077387974E-2,6.999415159E-2,-7.270966470E-2
2.447390000E-1,-3.073163144E-2,6.294529885E-2,-8.161713928E-2
2.546780000E-1,-2.270682715E-2,5.786563829E-2,-8.505125344E-2
2.646170000E-1,-1.440255903E-2,6.150458381E-2,-8.077261597E-2
2.745550000E-1,-1.300125197E-2,6.779447198E-2,-7.970280200E-2
2.844940000E-1,-1.347502880E-2,8.763954788E-2,-7.160732895E-2
2.944330000E-1,-1.453161798E-2,1.119247675E-1,-6.295287609E-2
3.043720000E-1,-1.768959500E-2,1.290704608E-1,-4.392512515E-2
3.143100000E-1,-1.801054180E-2,1.379728466E-1,-2.669625729E-2
3.242490000E-1,-2.965494618E-2,1.369682997E-1,-4.575509578E-3
3.341880000E-1,-4.468801990E-2,1.234041229E-1,1.499921456E-2
