"Time (s)","X (m/s^2)","Y (m/s^2)","Z (m/s^2)"
0.000000000E0,-1.971550140E0,6.616840210E0,6.178252258E0
9.942999925E-3,-1.966909790E0,6.489904175E0,6.170468445E0
1.988499996E-2,-1.789828033E0,6.312672729E0,6.413862305E0
2.982800000E-2,-1.406175842E0,6.194268951E0,6.422693939E0
3.977000003E-2,-9.963281250E-1,6.043532410E0,6.596632233E0
4.971299996E-2,-6.291416931E-1,5.944438477E0,6.887477417E0
5.965499999E-2,-4.758604431E-1,5.930068359E0,6.849755859E0
6.959700002E-2,-4.331991577E-1,6.221212921E0,6.822811890E0
7.953999995E-2,-5.453160095E-1,6.333778839E0,6.961573334E0
8.948199998E-2,-6.872209167E-1,6.280339966E0,6.953939209E0
9.942500002E-2,-7.583230591E-1,6.274202728E0,6.916067963E0
1.093669999E-1,-7.911048889E-1,6.306834869E0,6.912924500E0
1.193100000E-1,-6.846762085E-1,6.286327515E0,6.992109833E0
1.292520000E-1,-5.860313416E-1,6.329437866E0,6.627617798E0
1.391949999E-1,-5.102888489E-1,6.553821259E0,6.401887207E0
1.491370000E-1,-4.860392761E-1,6.731052704E0,6.424490204E0
1.590800000E-1,-5.191204834E-1,6.796616364E0,6.310577087E0
1.690219999E-1,-5.842350769E-1,6.747219086E0,6.295757904E0
1.789650000E-1,-6.282435608E-1,6.788233795E0,6.471193085E0
1.889070000E-1,-7.135661316E-1,6.984924774E0,6.648723907E0
1.988499999E-1,-8.726852417E-1,7.352111206E0,6.776109009E0
2.087920000E-1,-1.002764740E0,7.597451019E0,7.069049835E0
2.187350000E-1,-1.127156067E0,7.715106354E0,7.511380005E0
2.286769999E-1,-1.182241516E0,7.979606323E0,7.864346008E0
2.386190000E-1,-1.099763031E0,8.090525665E0,8.151898041E0
2.485620000E-1,-1.170266418E0,8.290809174E0,8.572523346E0
2.585040000E-1,-1.587448883E0,8.474028168E0,9.138496399E0
2.684470000E-1,-2.197879486E0,8.493338013E0,9.868827667E0
2.783890000E-1,-2.824027405E0,8.469836884E0,1.076231964E1
2.883320000E-1,-3.599564667E0,8.458011475E0,1.173200317E1
2.982739999E-1,-4.418511658E0,8.217012634E0,1.242910355E1
3.082170000E-1,-4.937482452E0,7.719746704E0,1.292382477E1
3.181590000E-1,-5.079836426E0,6.875951385E0,1.314551376E1
3.281019999E-1,-4.844974823E0,6.056555328E0,1.257819351E1
3.380440000E-1,-4.418062592E0,5.330714722E0,1.188827820E1
3.479870000E-1,-4.059857483E0,4.656367035E0,1.151480484E1
3.579289999E-1,-3.692072296E0,4.194577332E0,1.130269592E1
3.678710000E-1,-3.443738708E0,3.889661407E0,1.084434906E1
3.778132916E-1,-3.409160614E0,3.782035217E0,1.040411453E1
3.877552917E-1,-3.408711548E0,3.721261597E0,1.010503647E1
3.976982917E-1,-3.437302094E0,3.610491943E0,9.822274475E0
4.076402916E-1,-3.511547699E0,3.449576569E0,9.578132172E0
4.175832917E-1,-3.544628906E0,3.232228546E0,9.396410065E0
4.275252917E-1,-3.465144196E0,3.022215271E0,9.228609009E0
4.374682916E-1,-3.415597229E0,2.855462036E0,9.101523285E0
4.474102916E-1,-3.412304077E0,2.742596741E0,8.887767792E0
4.573532917E-1,-3.467988281E0,2.681523743E0,8.768016815E0
4.672952916E-1,-3.648512878E0,2.568508759E0,9.154064026E0
4.772382916E-1,-3.796555023E0,2.148182831E0,1.002046234E1
4.871802917E-1,-3.779041443E0,2.297871552E0,1.064735870E1
4.971232916E-1,-3.524720306E0,2.153721313E0,1.042626846E1
5.070652916E-1,-3.075205078E0,1.752256165E0,1.037627243E1
5.170082917E-1,-2.619253235E0,1.419049072E0,1.031175659E1
5.269502916E-1,-2.239343262E0,1.280587006E0,1.021730301E1
5.368922916E-1,-2.051633606E0,1.327589264E0,9.757159882E0
5.468352917E-1,-1.915566559E0,1.210083618E0,8.773854675E0
5.567772917E-1,-1.703906708E0,7.520361328E-1,9.027726746E0
5.667202916E-1,-1.620530090E0,5.553451538E-2,1.014290771E1
5.766622917E-1,-1.495090942E0,-8.219407654E-1,9.517508240E0
5.866052917E-1,-9.786648560E-1,-1.459015961E0,8.582103424E0
5.965472916E-1,-6.870712280E-2,-1.508113861E0,8.114924927E0
6.064902917E-1,1.054557037E0,-1.479673004E0,8.038883057E0
6.164322917E-1,1.175056458E0,-1.607058105E0,8.193960571E0
6.263752916E-1,8.469387817E-1,-1.756148071E0,8.440647583E0
6.363172916E-1,1.523831177E-1,-1.242865448E0,8.010142822E0
6.462602917E-1,-7.720944214E-1,-6.791377258E-1,7.271728363E0
6.562022916E-1,-6.996450806E-1,-2.294728088E-1,6.914571075E0
6.661452916E-1,-4.715194702E-1,-4.240681458E-1,5.055736542E0
6.760872917E-1,-6.968009949E-1,-1.235979767E0,6.347250824E0
6.860302916E-1,-8.134085083E-1,-1.338067474E0,6.231242065E0
6.959722916E-1,-1.231638794E0,-1.399739227E0,6.060596924E0
7.059142917E-1,-1.756447449E0,-1.692380676E0,6.702462158E0
7.158572916E-1,-2.398162994E0,-1.871707764E0,7.518265686E0
7.257992916E-1,-2.921774139E0,-9.598040771E-1,1.141346558E1
7.357422917E-1,-2.797831879E0,8.152047729E-1,1.243853394E1
7.456842916E-1,-2.281106415E0,1.869312744E0,9.836943970E0
7.556272916E-1,-1.953587494E0,1.997895355E0,7.858807526E0
7.655692917E-1,-2.021845551E0,2.050735474E0,7.607330475E0
7.755122917E-1,-2.531236267E0,2.413431244E0,8.497978363E0
7.854542916E-1,-3.365301819E0,2.801274719E0,8.928183746E0
7.953972917E-1,-4.180057526E0,3.136128387E0,8.664132843E0
8.053392917E-1,-4.455933838E0,3.381019135E0,7.982450409E0
8.152822916E-1,-4.079915771E0,3.540138245E0,7.302713928E0
8.252242916E-1,-3.322939911E0,3.618275757E0,6.488407288E0
8.351662917E-1,-2.810256042E0,3.634591827E0,6.232439575E0
8.451092916E-1,-3.075055389E0,3.738775177E0,6.793772278E0
8.550512916E-1,-3.615581360E0,3.758234711E0,7.898624725E0
8.649942917E-1,-3.983216858E0,3.675307159E0,8.969497833E0
8.749362916E-1,-3.804937592E0,3.797453156E0,7.937244415E0
8.848792916E-1,-2.969075775E0,3.750750275E0,7.258705444E0
8.948212917E-1,-2.427202606E0,3.740421753E0,7.603887634E0
9.047642916E-1,-2.322719879E0,3.752097473E0,7.838300171E0
9.147062916E-1,-2.376308441E0,3.870800629E0,8.089777222E0
9.246492917E-1,-2.400408325E0,4.256548462E0,8.541537781E0
9.345912916E-1,-2.406246185E0,4.528832245E0,9.284742279E0
9.445342916E-1,-2.505340118E0,4.637506256E0,1.003483246E1
9.544762917E-1,-2.470612335E0,4.776267700E0,1.047446823E1
9.644192916E-1,-2.283800812E0,5.081033936E0,1.069525909E1
9.743612916E-1,-1.950593719E0,5.445525970E0,1.124985580E1
9.843032917E-1,-1.659000092E0,5.734874268E0,1.165745819E1
9.942462917E-1,-1.583257599E0,5.788013763E0,1.132784363E1
1.004188292E0,-9.527687073E-1,6.176605682E0,1.099313965E1
1.014131292E0,-2.381547546E-1,6.497238922E0,1.149085464E1
1.024073292E0,-9.954299927E-2,5.911357269E0,1.256741592E1
1.034016292E0,5.405259705E-1,5.172493744E0,1.345252533E1
1.043958292E0,1.186582489E0,4.050726471E0,1.348695374E1
1.053901292E0,1.888023834E0,3.241359558E0,1.287322998E1
1.063843292E0,2.546354828E0,2.862347717E0,1.229782654E1
1.073786292E0,2.849624176E0,2.921624451E0,1.218421280E1
1.083728292E0,2.606529694E0,3.249891815E0,1.195399155E1
1.093671292E0,2.115999756E0,3.629801788E0,1.155522079E1
1.103613292E0,1.704505463E0,3.870650940E0,1.153306686E1
1.113555292E0,1.447639618E0,3.887266388E0,1.152019363E1
1.123498292E0,1.597927094E0,3.688479767E0,1.132230515E1
1.133440292E0,1.973795471E0,3.340902557E0,1.110286148E1
1.143383292E0,2.383194122E0,2.907853088E0,1.098116455E1
1.153325292E0,2.734812927E0,2.417023773E0,1.090542206E1
1.163268292E0,2.993924103E0,1.889969788E0,1.083207458E1
1.173210292E0,3.232527924E0,1.453627167E0,1.073582474E1
1.183153292E0,3.384911041E0,1.262025604E0,1.050305878E1
1.193095292E0,3.348985748E0,1.224753113E0,1.036848862E1
1.203038292E0,3.224145355E0,1.219514008E0,1.024544449E1
1.212980292E0,3.113076324E0,1.196312256E0,9.991273041E0
1.222923292E0,3.051254883E0,1.192120972E0,9.680818634E0
1.232865292E0,2.987637177E0,1.338067474E0,9.406738586E0
1.242807292E0,2.856509857E0,1.445843353E0,9.142987061E0
1.252750292E0,2.742746429E0,1.542093201E0,8.707841949E0
1.262692292E0,2.745740204E0,1.774859161E0,8.385262756E0
1.272635292E0,2.762954407E0,2.017205200E0,8.079748077E0
1.282577292E0,2.741548920E0,2.165397034E0,7.771089935E0
1.292520292E0,2.816243591E0,2.272873535E0,7.488627319E0
1.302462292E0,2.969225464E0,2.222578125E0,7.201524353E0
1.312405292E0,3.214714966E0,2.116598511E0,6.700366516E0
1.322347292E0,3.461252289E0,2.080074463E0,6.142476654E0
1.332290292E0,3.510948944E0,2.104174347E0,5.826483765E0
1.342232292E0,3.394940186E0,2.211950226E0,5.578599243E0
1.352174292E0,3.217109985E0,2.419269104E0,5.408552856E0
1.362117292E0,2.986589355E0,2.641856232E0,5.317542114E0
1.372059375E0,2.720442810E0,2.842888184E0,5.212610321E0
1.382002375E0,2.489473114E0,3.028053131E0,5.114564209E0
1.391944375E0,2.294578400E0,3.169209595E0,4.989574127E0
1.401887375E0,2.188299408E0,3.270997925E0,4.778812408E0
1.411829375E0,2.143542480E0,3.359014893E0,4.534370728E0
1.421772375E0,2.107467499E0,3.479514313E0,4.474345551E0
1.431714375E0,2.010768585E0,3.575165405E0,4.620292053E0
1.441657375E0,1.941462708E0,3.661086731E0,4.942122803E0
1.451599375E0,1.906435547E0,3.722758484E0,5.133424988E0
1.461542375E0,1.922601929E0,3.753744049E0,5.288502502E0
1.471484375E0,1.960922241E0,3.719165955E0,5.558391266E0
1.481426375E0,2.036215668E0,3.572471008E0,5.838758240E0
1.491369375E0,2.200124817E0,3.504811707E0,6.185137939E0
1.501311375E0,2.324216766E0,3.570525055E0,6.437363434E0
1.511254375E0,2.356998596E0,3.665128326E0,6.613547058E0
1.521196375E0,2.253264313E0,3.750151520E0,6.777905273E0
1.531139375E0,2.074386292E0,3.799249420E0,6.787934418E0
1.541081375E0,1.938319244E0,3.932322693E0,6.874454498E0
1.551024375E0,1.898352356E0,4.145030365E0,7.146289215E0
1.560966375E0,1.980531464E0,4.309388580E0,7.330106964E0
1.570909375E0,2.285746765E0,4.399052124E0,7.393425293E0
1.580851375E0,2.625839539E0,4.477189636E0,7.536228333E0
1.590793375E0,2.882555695E0,4.501588898E0,7.746540985E0
1.600736375E0,3.023861847E0,4.470453644E0,7.997868347E0
1.610678375E0,3.109783173E0,4.439767456E0,8.309669952E0
1.620621375E0,3.182531891E0,4.424199829E0,8.633147278E0
1.630563375E0,3.269351349E0,4.426295471E0,8.899593201E0
1.640506375E0,3.361110535E0,4.465214539E0,9.067543945E0
1.650448375E0,3.340603180E0,4.521946564E0,9.163793793E0
1.660391375E0,3.201692047E0,4.616400146E0,9.235644379E0
1.670333375E0,3.044219513E0,4.813390503E0,9.370813293E0
1.680276375E0,2.917882233E0,5.072501678E0,9.933642883E0
1.690218375E0,2.703527985E0,5.211861877E0,1.070603668E1
1.700161375E0,2.633922729E0,5.187911682E0,1.124985580E1
1.710103375E0,2.797233124E0,4.961432648E0,1.174008636E1
1.720045375E0,3.066373444E0,4.553979950E0,1.222388031E1
1.729988375E0,3.339705048E0,4.135001221E0,1.251966522E1
1.739930375E0,3.429967346E0,3.843706970E0,1.253238876E1
1.749873375E0,3.289110260E0,3.785478058E0,1.266216888E1
1.759815375E0,2.976859589E0,3.876189423E0,1.285242325E1
1.769758375E0,2.516716461E0,3.970493317E0,1.252011429E1
1.779700375E0,2.115401001E0,4.136947174E0,1.213810867E1
1.789643375E0,1.852547607E0,4.340673523E0,1.201970490E1
1.799585375E0,1.660197601E0,4.458179169E0,1.223166412E1
1.809527375E0,1.682650909E0,4.582420807E0,1.243718674E1
1.819470375E0,1.784588928E0,4.749623108E0,1.263163239E1
1.829412375E0,1.929936676E0,4.859794006E0,1.276081375E1
1.839355375E0,2.170636139E0,4.803511047E0,1.271890091E1
1.849297375E0,2.541115723E0,4.516557770E0,1.260184433E1
1.859240375E0,2.800526276E0,3.943100281E0,1.232252518E1
1.869182375E0,2.895728302E0,3.353626099E0,1.202419556E1
1.879125375E0,2.725232849E0,2.946772156E0,1.180969162E1
1.889067375E0,2.339784393E0,2.778522034E0,1.162931671E1
1.899010375E0,1.920506287E0,2.763253784E0,1.139520355E1
1.908952375E0,1.527573395E0,2.757565613E0,1.104583008E1
1.918894375E0,1.134341125E0,2.640509033E0,1.052820648E1
1.928837375E0,9.632469177E-1,2.717449036E0,1.019679565E1
1.938779375E0,8.613088989E-1,2.787503357E0,9.781409454E0
1.948722375E0,8.340655518E-1,2.731819153E0,9.435628510E0
1.958664375E0,7.969427490E-1,2.609822845E0,8.905730438E0
1.968607375E0,8.267308044E-1,2.500250702E0,8.286019135E0
1.978549375E0,8.984317017E-1,2.441423035E0,7.731572113E0
1.988492375E0,9.145980835E-1,2.427651672E0,7.227869568E0
1.998434375E0,8.596623230E-1,2.426154785E0,6.781198425E0
2.008377375E0,7.765850830E-1,2.383643188E0,6.396498413E0
2.018319375E0,6.879693604E-1,2.295027466E0,6.074967041E0
2.028261375E0,6.494993591E-1,2.189047852E0,5.744304657E0
2.038204375E0,6.291416931E-1,2.066303101E0,5.436095581E0
2.048146375E0,6.168672180E-1,1.952090607E0,5.246739349E0
2.058089375E0,5.441184998E-1,1.916614380E0,5.126988373E0
2.068031375E0,3.665876770E-1,2.015558624E0,5.099595337E0
2.077974375E0,1.049317932E-1,2.196083221E0,5.067262573E0
2.087916375E0,-1.972897339E-1,2.396217041E0,5.072501678E0
2.097859375E0,-3.891906738E-1,2.621199188E0,5.122946777E0
2.107801375E0,-3.243754578E-1,2.869832153E0,5.071603546E0
2.117743375E0,-5.388793945E-2,3.090173950E0,4.999004517E0
2.127686375E0,2.402503967E-1,3.016826477E0,5.108576660E0
2.137628375E0,4.680766296E-1,2.861898651E0,5.637576599E0
2.147571375E0,7.255412292E-1,2.847378845E0,6.106251984E0
2.157513375E0,1.231040039E0,2.861599274E0,6.379733276E0
2.167456375E0,1.763782196E0,2.830464020E0,6.660399628E0
2.177398375E0,2.221530304E0,2.722837830E0,6.950646057E0
2.187341375E0,2.391726379E0,2.611469421E0,7.497309265E0
2.197283375E0,2.164199524E0,2.638712769E0,8.308472443E0
2.207225375E0,1.870809631E0,2.895728302E0,9.196725311E0
2.217168375E0,1.581161957E0,3.224893799E0,1.004022125E1
2.227110375E0,1.491648102E0,3.366948395E0,1.062879730E1
2.237053375E0,1.764979706E0,3.474724274E0,1.108190506E1
2.246995375E0,1.967358856E0,3.628155212E0,1.153067184E1
2.256938375E0,1.935924225E0,3.808979187E0,1.201012482E1
2.266880375E0,1.830243988E0,4.032614136E0,1.250978577E1
2.276823375E0,1.917811890E0,4.167184296E0,1.302127213E1
2.286765375E0,2.312391357E0,4.121678925E0,1.327873672E1
2.296707375E0,2.832709351E0,4.066593475E0,1.333232529E1
2.306650375E0,3.399730225E0,4.103566589E0,1.335672455E1
2.316592375E0,3.762575684E0,4.231101379E0,1.356314529E1
2.326535375E0,3.817361755E0,4.334236908E0,1.373783203E1
2.336477375E0,3.736829224E0,4.337679749E0,1.363499588E1
2.346420375E0,3.828738098E0,4.229604492E0,1.332768494E1
2.356362375E0,4.028722229E0,4.021686859E0,1.283221527E1
2.366305375E0,4.105961609E0,3.735781403E0,1.214873657E1
2.376252375E0,3.947740631E0,3.453917542E0,1.145747406E1
2.386194375E0,3.634741516E0,3.209924927E0,1.090602081E1
2.396137375E0,3.414100342E0,3.032992859E0,1.051967422E1
2.406079375E0,3.219804382E0,3.033890991E0,1.021924896E1
2.416022375E0,3.010389862E0,3.268602905E0,1.017808456E1
2.425964375E0,2.717299347E0,3.606899414E0,1.026954437E1
2.435907375E0,2.441872101E0,3.802392883E0,1.037013519E1
2.445849375E0,2.333198090E0,3.936663666E0,1.037223083E1
2.455792375E0,2.453248444E0,4.110152893E0,1.020338196E1
2.465734375E0,2.787653046E0,4.173920288E0,9.972561951E0
2.475676375E0,3.265160065E0,4.044888611E0,9.768236847E0
2.485619375E0,3.771257629E0,3.762425995E0,9.526639252E0
2.495561375E0,4.207600250E0,3.457360382E0,9.396559753E0
2.505504375E0,4.531826019E0,3.115471344E0,9.306596832E0
2.515446375E0,4.647984467E0,2.789449310E0,9.144633636E0
2.525389375E0,4.488865356E0,2.611768799E0,9.010512543E0
