"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)"
9.021276100E-2,1.657634228E-2,6.564090729E0,7.093435764E0
9.221729200E-2,3.574017063E-2,6.568881512E0,7.107808590E0
9.422182300E-2,3.574017063E-2,6.564090729E0,7.107808590E0
9.622635400E-2,4.053112864E-2,6.559299946E0,7.122181416E0
9.823088600E-2,5.490399897E-2,6.559299946E0,7.141345501E0
1.002354170E-1,3.574017063E-2,6.554508686E0,7.160509109E0
1.022399480E-1,6.927686930E-2,6.554508686E0,7.126972198E0
1.042444790E-1,7.406783104E-2,6.559299946E0,7.160509109E0
1.062490110E-1,8.364973962E-2,6.544927120E0,7.189254761E0
1.082535420E-1,9.323165566E-2,6.544927120E0,7.174881935E0
1.102580730E-1,1.123954803E-1,6.511390209E0,7.213209629E0
1.122626040E-1,1.123954803E-1,6.525763035E0,7.208418846E0
1.142671360E-1,1.028135717E-1,6.516180992E0,7.198836803E0
1.162716670E-1,9.802260995E-2,6.497017384E0,7.203627586E0
1.182761980E-1,9.323165566E-2,6.520972252E0,7.203627586E0
1.202807290E-1,9.323165566E-2,6.511390209E0,7.213209629E0
1.222852610E-1,7.885878533E-2,6.520972252E0,7.222791672E0
1.242897920E-1,6.448591501E-2,6.525763035E0,7.241955280E0
1.262943230E-1,8.844070137E-2,6.530553818E0,7.241955280E0
1.282988540E-1,8.364973962E-2,6.535345078E0,7.246746540E0
1.303033860E-1,7.885878533E-2,6.554508686E0,7.241955280E0
1.323079170E-1,8.364973962E-2,6.544927120E0,7.246746540E0
1.343124480E-1,9.802260995E-2,6.540135860E0,7.241955280E0
1.363169790E-1,1.028135717E-1,6.564090729E0,7.237164497E0
1.383215110E-1,9.802260995E-2,6.583254337E0,7.256328106E0
1.403260420E-1,1.076045260E-1,6.559299946E0,7.251537323E0
1.423305730E-1,9.323165566E-2,6.559299946E0,7.246746540E0
1.443351040E-1,9.802260995E-2,6.578463554E0,7.261119366E0
1.463396360E-1,1.076045260E-1,6.578463554E0,7.275492191E0
1.483441670E-1,1.123954803E-1,6.568881512E0,7.256328106E0
1.503486980E-1,1.076045260E-1,6.588045597E0,7.270700932E0
1.523532290E-1,9.802260995E-2,6.592836380E0,7.256328106E0
1.543577610E-1,7.406783104E-2,6.597627640E0,7.270700932E0
1.563622920E-1,9.323165566E-2,6.602418423E0,7.265910149E0
1.583668230E-1,9.323165566E-2,6.612000465E0,7.285074234E0
1.603713540E-1,1.028135717E-1,6.631164074E0,7.294655800E0
1.623758860E-1,7.885878533E-2,6.631164074E0,7.280282974E0
1.643804170E-1,9.323165566E-2,6.635954857E0,7.294655800E0
1.663849480E-1,8.364973962E-2,6.645536900E0,7.294655800E0
1.683894790E-1,9.323165566E-2,6.650328159E0,7.309028625E0
1.703940110E-1,6.448591501E-2,6.645536900E0,7.309028625E0
1.723985420E-1,7.885878533E-2,6.669491768E0,7.309028625E0
1.744030730E-1,4.532208294E-2,6.645536900E0,7.304237843E0
1.764076040E-1,4.053112864E-2,6.645536900E0,7.328192711E0
1.784121360E-1,5.011304095E-2,6.640746117E0,7.313819885E0
1.804166670E-1,4.053112864E-2,6.635954857E0,7.323401451E0
1.824211980E-1,2.615825646E-2,6.616791248E0,7.332983494E0
1.844257290E-1,1.657634228E-2,6.612000465E0,7.332983494E0
1.864302610E-1,1.657634228E-2,6.607209206E0,7.332983494E0
1.884347920E-1,-7.378444076E-3,6.592836380E0,7.328192711E0
1.904393230E-1,-2.175131440E-2,6.573672771E0,7.347356319E0
1.924438540E-1,-3.133323044E-2,6.583254337E0,7.332983494E0
1.944483860E-1,-3.133323044E-2,6.559299946E0,7.332983494E0
1.964529170E-1,-1.216939837E-2,6.559299946E0,7.332983494E0
1.984574480E-1,-3.133323044E-2,6.564090729E0,7.328192711E0
2.004619790E-1,-3.133323044E-2,6.568881512E0,7.337774754E0
2.024665110E-1,-1.696036011E-2,6.568881512E0,7.309028625E0
2.044710420E-1,-3.133323044E-2,6.578463554E0,7.309028625E0
2.064755730E-1,-5.528801680E-2,6.583254337E0,7.328192711E0
2.084801040E-1,-4.091514647E-2,6.559299946E0,7.318610668E0
2.104846360E-1,-3.612418473E-2,6.564090729E0,7.318610668E0
2.124891670E-1,-3.612418473E-2,6.549717903E0,7.328192711E0
2.144936980E-1,-3.612418473E-2,6.554508686E0,7.323401451E0
2.164982290E-1,-5.528801680E-2,6.535345078E0,7.323401451E0
2.185027610E-1,-7.445184886E-2,6.525763035E0,7.294655800E0
2.205072920E-1,-8.403375745E-2,6.535345078E0,7.285074234E0
2.225118230E-1,-9.361566603E-2,6.511390209E0,7.285074234E0
2.245163540E-1,-9.840662777E-2,6.511390209E0,7.265910149E0
2.265208860E-1,-9.840662777E-2,6.492226601E0,7.275492191E0
2.285254170E-1,-1.031975895E-1,6.497017384E0,7.270700932E0
2.305299480E-1,-7.924279571E-2,6.492226601E0,7.265910149E0
2.325344790E-1,-7.445184886E-2,6.497017384E0,7.280282974E0
2.345390110E-1,-5.528801680E-2,6.506599426E0,7.289865017E0
2.365435420E-1,-4.091514647E-2,6.501808167E0,7.275492191E0
2.385480730E-1,-3.612418473E-2,6.511390209E0,7.270700932E0
2.405526040E-1,-2.654226869E-2,6.492226601E0,7.270700932E0
2.425571360E-1,2.203471959E-3,6.516180992E0,7.251537323E0
2.445616670E-1,2.136730030E-2,6.535345078E0,7.251537323E0
2.465661980E-1,1.657634228E-2,6.525763035E0,7.251537323E0
2.485707290E-1,3.094921261E-2,6.535345078E0,7.251537323E0
2.505752610E-1,4.532208294E-2,6.540135860E0,7.256328106E0
2.525797920E-1,6.927686930E-2,6.554508686E0,7.261119366E0
2.545843230E-1,6.927686930E-2,6.544927120E0,7.241955280E0
2.565888540E-1,9.323165566E-2,6.544927120E0,7.232373714E0
2.585933860E-1,9.323165566E-2,6.549717903E0,7.256328106E0
2.605979170E-1,9.323165566E-2,6.530553818E0,7.232373714E0
2.626024480E-1,1.076045260E-1,6.549717903E0,7.213209629E0
2.646069790E-1,7.885878533E-2,6.549717903E0,7.246746540E0
2.666115110E-1,9.323165566E-2,6.525763035E0,7.232373714E0
2.686160420E-1,7.406783104E-2,6.530553818E0,7.232373714E0
2.706205730E-1,9.802260995E-2,6.520972252E0,7.218000412E0
2.726251040E-1,9.323165566E-2,6.511390209E0,7.227582455E0
2.746296360E-1,9.323165566E-2,6.520972252E0,7.241955280E0
2.766341670E-1,8.844070137E-2,6.511390209E0,7.232373714E0
2.786386980E-1,1.076045260E-1,6.525763035E0,7.246746540E0
2.806432290E-1,1.171864420E-1,6.516180992E0,7.246746540E0
2.826477610E-1,1.267683506E-1,6.516180992E0,7.261119366E0
2.846522920E-1,1.267683506E-1,6.487435341E0,7.241955280E0
2.866568230E-1,1.363502741E-1,6.482644558E0,7.222791672E0
2.886613540E-1,1.219773963E-1,6.458689690E0,7.218000412E0
2.906658860E-1,1.219773963E-1,6.453898907E0,7.222791672E0
2.926704170E-1,8.364973962E-2,6.463480473E0,7.218000412E0
2.946749480E-1,8.844070137E-2,6.425152779E0,7.222791672E0
2.966794790E-1,5.969495699E-2,6.410779953E0,7.241955280E0
2.986840110E-1,5.011304095E-2,6.405989170E0,7.246746540E0
3.006885420E-1,5.011304095E-2,6.410779953E0,7.246746540E0
3.026930730E-1,5.011304095E-2,6.405989170E0,7.232373714E0
3.046976040E-1,5.490399897E-2,6.415571213E0,7.213209629E0
3.067021360E-1,5.490399897E-2,6.420361996E0,7.218000412E0
3.087066670E-1,4.053112864E-2,6.415571213E0,7.208418846E0
3.107111980E-1,3.094921261E-2,6.420361996E0,7.189254761E0
3.127157290E-1,3.094921261E-2,6.420361996E0,7.174881935E0
3.147202610E-1,1.178538427E-2,6.444316864E0,7.165299892E0
3.167247920E-1,2.136730030E-2,6.453898907E0,7.155718327E0
3.187293230E-1,2.615825646E-2,6.468271732E0,7.136554241E0
3.207338540E-1,3.574017063E-2,6.473062515E0,7.141345501E0
3.227383860E-1,4.532208294E-2,6.477853298E0,7.126972198E0
3.247429170E-1,4.053112864E-2,6.487435341E0,7.112599373E0
3.267474480E-1,5.490399897E-2,6.497017384E0,7.136554241E0
3.287519790E-1,4.532208294E-2,6.511390209E0,7.146136284E0
3.307565110E-1,5.969495699E-2,6.511390209E0,7.136554241E0
3.327610420E-1,4.532208294E-2,6.506599426E0,7.146136284E0
3.347655730E-1,4.053112864E-2,6.506599426E0,7.146136284E0
3.367701040E-1,5.969495699E-2,6.540135860E0,7.122181416E0
3.387746360E-1,4.532208294E-2,6.549717903E0,7.126972198E0
3.407791670E-1,4.053112864E-2,6.540135860E0,7.122181416E0
3.427836980E-1,1.657634228E-2,6.530553818E0,7.136554241E0
3.447882290E-1,-2.587486058E-3,6.535345078E0,7.146136284E0
3.467927610E-1,-3.612418473E-2,6.530553818E0,7.131763458E0
3.487972920E-1,-7.445184886E-2,6.506599426E0,7.170091152E0
3.508018230E-1,-7.445184886E-2,6.497017384E0,7.179672718E0
3.528063540E-1,-1.031975895E-1,6.482644558E0,7.170091152E0
3.548108860E-1,-1.319433302E-1,6.487435341E0,7.155718327E0
3.568154170E-1,-1.558981091E-1,6.463480473E0,7.160509109E0
3.588199480E-1,-1.702709794E-1,6.449107647E0,7.146136284E0
3.608244790E-1,-1.702709794E-1,6.449107647E0,7.150927067E0
3.628290110E-1,-1.942257732E-1,6.458689690E0,7.150927067E0
3.648335420E-1,-2.133895904E-1,6.434734821E0,7.136554241E0
3.668380730E-1,-2.229715139E-1,6.410779953E0,7.150927067E0
3.688426040E-1,-2.421353310E-1,6.415571213E0,7.160509109E0
3.708471360E-1,-2.756720185E-1,6.396407127E0,7.184463978E0
3.728516670E-1,-2.612991929E-1,6.382034302E0,7.189254761E0
3.748561980E-1,-2.900449038E-1,6.372452259E0,7.184463978E0
3.768607290E-1,-3.139997125E-1,6.338915825E0,7.213209629E0
3.788652610E-1,-3.187906742E-1,6.334124565E0,7.203627586E0
3.808697920E-1,-3.475363851E-1,6.329333782E0,7.241955280E0
3.828743230E-1,-3.475363851E-1,6.271842480E0,7.275492191E0
3.848788540E-1,-3.858640790E-1,6.267051220E0,7.203627586E0
3.868833860E-1,-4.002369046E-1,6.243096828E0,7.194046021E0
3.888879170E-1,-4.289826751E-1,6.233514786E0,7.198836803E0
3.908924480E-1,-4.529374838E-1,6.223932743E0,7.222791672E0
3.928969790E-1,-4.721012712E-1,6.199977875E0,7.232373714E0
3.949015110E-1,-4.768922329E-1,6.195187092E0,7.227582455E0
3.969060420E-1,-4.912651181E-1,6.180814266E0,7.222791672E0
3.989105730E-1,-4.912651181E-1,6.142486572E0,7.227582455E0
4.009151040E-1,-4.768922329E-1,6.137695312E0,7.237164497E0
4.029196360E-1,-4.912651181E-1,6.128113747E0,7.256328106E0
4.049241670E-1,-5.152199268E-1,6.118531704E0,7.246746540E0
4.069286980E-1,-5.200108886E-1,6.104158878E0,7.237164497E0
4.089332290E-1,-5.295927525E-1,6.089786053E0,7.323401451E0
4.109377610E-1,-5.391746759E-1,6.137695312E0,7.452757359E0
4.129422920E-1,-4.768922329E-1,6.094576836E0,7.984553814E0
4.149468230E-1,-4.816831946E-1,6.032294273E0,7.011989594E0
4.169513540E-1,-4.768922329E-1,6.094576836E0,7.031153202E0
4.189558860E-1,-4.768922329E-1,6.084994793E0,7.031153202E0
4.209604170E-1,-4.673103094E-1,6.118531704E0,7.112599373E0
4.229649480E-1,-4.433555603E-1,6.132904530E0,7.251537323E0
4.249694790E-1,-1.079885364E-1,6.396407127E0,7.687514305E0
4.269740110E-1,-2.804629803E-1,6.257469654E0,8.238473892E0
4.289785420E-1,-3.954459429E-1,6.051458359E0,7.328192711E0
4.309830730E-1,-3.523273468E-1,5.989175797E0,7.313819885E0
4.329876040E-1,-3.762821555E-1,5.859819889E0,7.366520405E0
4.349921360E-1,-3.571183085E-1,5.797537804E0,7.280282974E0
4.369966670E-1,-3.092087507E-1,5.735255241E0,7.376101971E0
4.390011980E-1,-2.996268272E-1,5.677763462E0,7.404848099E0
4.410057290E-1,-3.092087507E-1,5.653809071E0,7.347356319E0
4.430102610E-1,-3.331634998E-1,5.644227028E0,7.280282974E0
4.450147920E-1,-3.379544616E-1,5.653809071E0,7.208418846E0
4.470193230E-1,-3.427454233E-1,5.682554722E0,7.107808590E0
4.490238540E-1,-3.379544616E-1,5.744837284E0,7.093435764E0
4.510283860E-1,-3.379544616E-1,5.749628067E0,7.107808590E0
4.530329170E-1,-3.092087507E-1,5.749628067E0,7.136554241E0
4.550374480E-1,-2.852539420E-1,5.740046024E0,7.141345501E0
4.570419790E-1,-2.708810568E-1,5.740046024E0,7.237164497E0
4.590465110E-1,-2.804629803E-1,5.730463982E0,7.376101971E0
4.610510420E-1,-2.948358655E-1,5.720882416E0,7.471921444E0
4.630555730E-1,-3.379544616E-1,5.672972679E0,7.471921444E0
4.650601040E-1,-3.667002320E-1,5.687345505E0,7.400056839E0
4.670646360E-1,-4.098188281E-1,5.744837284E0,7.011989594E0
4.690691670E-1,-4.289826751E-1,5.807119370E0,6.710159302E0
4.710736980E-1,-4.289826751E-1,5.912520409E0,6.599967003E0
4.730782290E-1,-4.337736368E-1,6.065831184E0,6.614339828E0
4.750827610E-1,-3.762821555E-1,6.094576836E0,6.695786476E0
4.770872920E-1,-4.241917133E-1,6.252678394E0,6.825141907E0
4.790918230E-1,-5.056380033E-1,6.391616344E0,6.940124989E0
4.810963540E-1,-5.391746759E-1,6.458689690E0,7.170091152E0
4.831008860E-1,-6.445757747E-1,6.434734821E0,7.586904526E0
4.851054170E-1,-6.876943707E-1,6.449107647E0,7.313819885E0
4.871099480E-1,-7.978863716E-1,6.520972252E0,6.820351124E0
4.891144790E-1,-1.056598067E0,6.621582031E0,6.350837231E0
4.911190110E-1,-9.847337008E-1,6.760519981E0,6.484984398E0
4.931235420E-1,-1.003897548E0,6.837175369E0,6.393956184E0
4.951280730E-1,-6.733214855E-1,6.942576408E0,7.069480896E0
4.971326040E-1,-6.541576385E-1,7.038395405E0,8.113909721E0
4.991371360E-1,-5.391746759E-1,7.091095924E0,8.353457451E0
5.011416670E-1,-5.535475612E-1,7.139005661E0,7.309028625E0
5.031461980E-1,-3.619092703E-1,7.637265205E0,7.304237843E0
5.051507290E-1,-2.565082312E-1,7.886394978E0,8.305547714E0
5.071552610E-1,-3.954459429E-1,7.819321632E0,7.222791672E0
5.091597920E-1,-5.200108886E-1,7.766621113E0,6.427492619E0
5.111643230E-1,-7.308129668E-1,7.752248287E0,6.096916676E0
5.131688540E-1,-7.212310433E-1,7.900767803E0,5.761549473E0
5.151733860E-1,-5.918751955E-1,8.015750885E0,5.057279110E0
5.171779170E-1,-5.200108886E-1,7.963050365E0,4.635674953E0
5.191824480E-1,-4.002369046E-1,7.967841148E0,4.242815971E0
5.211869790E-1,-1.702709794E-1,7.967841148E0,3.998477459E0
5.231915110E-1,2.136730030E-2,8.001378059E0,3.826003075E0
5.251960420E-1,1.986327171E-1,7.958259106E0,3.936194897E0
5.272005730E-1,3.327795267E-1,7.895977020E0,4.194906712E0
5.292051040E-1,4.525534511E-1,7.766621113E0,4.530273914E0
5.312096360E-1,5.100449324E-1,7.666010857E0,4.856058598E0
5.332141670E-1,5.196268559E-1,7.498327255E0,5.191425800E0
5.352186980E-1,5.052539706E-1,7.311480045E0,5.526792526E0
5.372232290E-1,4.860901237E-1,7.119841576E0,5.809459209E0
5.392278130E-1,3.854800463E-1,6.942576408E0,6.072961807E0
5.412323960E-1,2.800789773E-1,6.774892807E0,6.259809017E0
5.432369790E-1,1.794688851E-1,6.607209206E0,6.374792099E0
5.452415630E-1,6.927686930E-2,6.477853298E0,6.432283878E0
5.472461460E-1,-5.049705505E-2,6.353288651E0,6.470611095E0
5.492507290E-1,-1.271523684E-1,6.257469654E0,6.499357224E0
5.512553130E-1,-2.085986286E-1,6.171232224E0,6.489775181E0
5.532598960E-1,-2.756720185E-1,6.108949661E0,6.489775181E0
5.552644790E-1,-3.235816360E-1,6.080204010E0,6.465820312E0
5.572690630E-1,-3.810731173E-1,6.027503490E0,6.475402355E0
5.592736460E-1,-3.906549811E-1,6.017921448E0,6.480193138E0
5.612782290E-1,-3.954459429E-1,6.008339882E0,6.465820312E0
5.632828130E-1,-4.002369046E-1,6.013130665E0,6.465820312E0
5.652873960E-1,-3.858640790E-1,5.998757839E0,6.456238270E0
5.672919790E-1,-3.858640790E-1,6.022712708E0,6.427492619E0
5.692965630E-1,-3.858640790E-1,6.056249142E0,6.384374142E0
5.713011460E-1,-3.667002320E-1,6.089786053E0,6.350837231E0
5.733057290E-1,-3.523273468E-1,6.099368095E0,6.312509537E0
5.753103130E-1,-3.235816360E-1,6.089786053E0,6.250227451E0
5.773148960E-1,-3.139997125E-1,6.084994793E0,6.221481323E0
5.793194790E-1,-2.612991929E-1,6.080204010E0,6.173572063E0
5.813240630E-1,-2.277624756E-1,6.065831184E0,6.154407978E0
5.833286460E-1,-2.325534374E-1,6.056249142E0,6.096916676E0
5.853332290E-1,-2.085986286E-1,6.027503490E0,6.068171024E0
5.873378130E-1,-1.942257732E-1,5.998757839E0,6.053798199E0
5.893423960E-1,-1.798529029E-1,5.955639362E0,6.025052071E0
5.913469790E-1,-1.511071622E-1,5.917311668E0,6.049006939E0
5.933515110E-1,-1.271523684E-1,5.878983974E0,6.039425373E0
5.953560420E-1,-1.319433302E-1,5.869401932E0,6.068171024E0
5.973605730E-1,-1.558981091E-1,5.816701412E0,6.068171024E0
5.993651040E-1,-1.798529029E-1,5.797537804E0,6.058588982E0
6.013696360E-1,-1.750619411E-1,5.764000893E0,6.077752590E0
6.033741670E-1,-2.181805521E-1,5.783164501E0,6.087334633E0
6.053786980E-1,-2.277624756E-1,5.773582935E0,6.096916676E0
6.073832290E-1,-2.181805521E-1,5.778373718E0,6.125662327E0
6.093877610E-1,-2.325534374E-1,5.792746544E0,6.159199238E0
6.113922920E-1,-2.325534374E-1,5.816701412E0,6.144826412E0
6.133968230E-1,-2.373443693E-1,5.859819889E0,6.149617195E0
6.154013540E-1,-2.277624756E-1,5.883774757E0,6.163990021E0
6.174058860E-1,-2.277624756E-1,5.922102451E0,6.178362846E0
6.194104170E-1,-2.085986286E-1,5.970012188E0,6.197526932E0
6.214149480E-1,-1.702709794E-1,6.027503490E0,6.187944889E0
6.234194790E-1,-1.798529029E-1,6.089786053E0,6.197526932E0
6.254240110E-1,-1.750619411E-1,6.132904530E0,6.192735672E0
6.274285420E-1,-1.702709794E-1,6.247887611E0,6.192735672E0
6.294330730E-1,-1.367342919E-1,6.286215305E0,6.192735672E0
6.314376040E-1,-1.031975895E-1,6.343706608E0,6.221481323E0
6.334421360E-1,-6.966088712E-2,6.420361996E0,6.197526932E0
6.354466670E-1,-2.175131440E-2,6.468271732E0,6.187944889E0
6.374511980E-1,3.574017063E-2,6.525763035E0,6.173572063E0
6.394557290E-1,7.406783104E-2,6.592836380E0,6.178362846E0
6.414602610E-1,1.555140913E-1,6.631164074E0,6.140035152E0
6.434647920E-1,2.321694046E-1,6.650328159E0,6.140035152E0
6.454693230E-1,2.752880454E-1,6.703028679E0,6.135244370E0
6.474738540E-1,3.375704885E-1,6.736565113E0,6.106498718E0
6.494783860E-1,3.758981228E-1,6.750937939E0,6.029843330E0
6.514829170E-1,4.621353745E-1,6.731774330E0,6.034634113E0
6.534874480E-1,5.148358941E-1,6.736565113E0,6.101707458E0
6.554919790E-1,6.106550097E-1,6.750937939E0,6.111289501E0
6.574965110E-1,7.160560489E-1,6.717401505E0,6.111289501E0
6.595010420E-1,7.495927811E-1,6.726983070E0,6.063379765E0
6.615055730E-1,8.406209350E-1,6.693446636E0,6.029843330E0
6.635101040E-1,9.316491485E-1,6.650328159E0,6.058588982E0
6.655146360E-1,9.891406298E-1,6.588045597E0,6.034634113E0
6.675191670E-1,1.041841149E0,6.520972252E0,6.010679245E0
6.695236980E-1,1.065795898E0,6.468271732E0,5.957978725E0
6.715282290E-1,1.056213975E0,6.401198387E0,5.905278206E0
6.735327610E-1,9.843496680E-1,6.300588131E0,5.694476128E0
6.755372920E-1,1.118496418E0,6.223932743E0,5.632194042E0
6.775418230E-1,1.171196938E0,6.199977875E0,5.751967907E0
6.795463540E-1,1.180778861E0,6.166441441E0,5.747176647E0
6.815508860E-1,1.396371961E0,6.128113747E0,5.847786903E0
6.835554170E-1,1.496982098E0,6.099368095E0,5.900487423E0
6.855599480E-1,1.568846464E0,6.056249142E0,5.895696640E0
6.875644790E-1,1.602383137E0,5.984385014E0,5.847786903E0
6.895690110E-1,1.607174039E0,5.960430145E0,5.756758690E0
6.915735420E-1,1.611965060E0,5.926893234E0,5.670521259E0
6.935780730E-1,1.635919809E0,5.917311668E0,5.627402782E0
6.955826040E-1,1.645501733E0,5.902938843E0,5.584284306E0
6.975871360E-1,1.664665580E0,5.907729626E0,5.526792526E0
6.995916670E-1,1.655083656E0,5.931684494E0,5.507628918E0
7.015961980E-1,1.645501733E0,5.922102451E0,5.411809921E0
7.036007290E-1,1.693411350E0,5.917311668E0,5.368690968E0
7.056052610E-1,1.731738925E0,5.946057320E0,5.349527359E0
7.076097920E-1,1.712575078E0,6.008339882E0,5.258499146E0
7.096143230E-1,1.741320848E0,6.008339882E0,5.153098106E0
7.116188540E-1,1.784439445E0,6.051458359E0,5.133934498E0
7.136233860E-1,1.803603292E0,6.094576836E0,5.095606804E0
7.156279170E-1,1.789230466E0,6.142486572E0,4.942296028E0
7.176324480E-1,1.856303811E0,6.185605049E0,4.817730904E0
7.196369790E-1,1.880258679E0,6.267051220E0,4.836894989E0
7.216415110E-1,1.966495872E0,6.353288651E0,4.908759117E0
7.236460420E-1,1.995241642E0,6.497017384E0,4.880013466E0
7.256505730E-1,2.028778315E0,6.597627640E0,4.841685772E0
7.276551040E-1,1.980868697E0,6.679073811E0,4.717121124E0
7.296596360E-1,2.033569336E0,6.760519981E0,4.606928825E0
7.316641670E-1,2.100642681E0,6.861130238E0,4.654838562E0
7.336686980E-1,2.162925005E0,7.000067711E0,4.736284733E0
7.356732290E-1,2.239580393E0,7.143796444E0,4.721911907E0
7.376777610E-1,2.321026802E0,7.239615440E0,4.621301651E0
7.396822920E-1,2.364145279E0,7.287525177E0,4.415290833E0
7.416868230E-1,2.311444759E0,7.455208778E0,4.444036484E0
7.436913540E-1,2.407263994E0,7.536654949E0,4.295516968E0
7.456958860E-1,2.622857094E0,7.622892380E0,4.453618526E0
7.477004170E-1,2.790540457E0,7.752248287E0,4.535064697E0
7.497049480E-1,2.871986866E0,7.838485241E0,4.487154961E0
7.517094790E-1,2.982178688E0,7.915140629E0,4.434454441E0
7.537140110E-1,3.044461250E0,8.034914017E0,4.329053402E0
7.557185420E-1,3.121116638E0,8.073242188E0,4.261980057E0
7.577230730E-1,3.192980766E0,8.197807312E0,4.209279537E0
7.597276040E-1,3.245681286E0,8.293625832E0,4.075132847E0
7.617321360E-1,3.312754869E0,8.307998657E0,4.008059025E0
7.637366670E-1,3.346291542E0,8.322372437E0,3.936194897E0
7.657411980E-1,3.355873346E0,8.312789917E0,3.826003075E0
7.677457290E-1,3.389410019E0,8.384654045E0,3.701438189E0
7.697502610E-1,3.442110538E0,8.427773476E0,3.739765882E0
7.717547920E-1,3.480438232E0,8.470891953E0,3.758929491E0
7.737593230E-1,3.523556948E0,8.518801689E0,3.605618954E0
7.757638540E-1,3.499602079E0,8.566710472E0,3.342116356E0
7.777683860E-1,3.571466446E0,8.595456123E0,3.217551470E0
7.797729170E-1,3.600212336E0,8.700857162E0,3.251088142E0
7.817774480E-1,3.648121834E0,8.763139725E0,3.207969427E0
7.837819790E-1,3.686449528E0,8.825422287E0,3.155268908E0
7.857865110E-1,3.600212336E0,8.916450500E0,2.982794523E0
7.877910420E-1,3.652912855E0,8.954778671E0,2.949257851E0
7.897955730E-1,3.796641350E0,8.993105888E0,3.011540174E0
7.918001040E-1,3.911624432E0,9.060179710E0,3.193596601E0
7.938046360E-1,4.007443905E0,9.160789490E0,3.169641972E0
7.958091670E-1,4.060143948E0,9.285354614E0,3.112150431E0
7.978136980E-1,4.060143948E0,9.414710045E0,3.021122217E0
7.998182290E-1,4.141590595E0,9.510529518E0,2.944466829E0
8.018227610E-1,4.189499855E0,9.663840294E0,2.886975288E0
8.038272920E-1,4.227827549E0,9.826732635E0,2.810320139E0
8.058318230E-1,4.314064980E0,9.956088066E0,2.781574249E0
8.078363540E-1,4.304482937E0,1.007107162E1,2.642636538E0
8.098408860E-1,4.294900894E0,1.021479988E1,2.609099865E0
