"Time (s)","Gyroscope x (rad/s)","Gyroscope y (rad/s)","Gyroscope z (rad/s)"
1.603741150E-1,-1.158207804E-1,1.023984607E-2,-7.687874138E-2
1.623786980E-1,-1.211470962E-1,-6.804370321E-3,-6.729137152E-2
1.643832810E-1,-1.307344735E-1,-1.852227002E-2,-5.983451754E-2
1.663878650E-1,-1.349955201E-1,-3.343595937E-2,-5.024714768E-2
1.683924480E-1,-1.445828974E-1,-4.515385255E-2,-4.492082819E-2
1.703970310E-1,-1.552355289E-1,-6.006754562E-2,-3.746398538E-2
1.724016150E-1,-1.616271138E-1,-7.072018087E-2,-2.681135200E-2
1.744061980E-1,-1.690839529E-1,-8.350334316E-2,-2.255029790E-2
1.764107810E-1,-1.722797453E-1,-9.309072047E-2,-1.083239913E-2
1.784153650E-1,-1.786713302E-1,-9.948229790E-2,-5.506080575E-3
1.804199480E-1,-1.882587075E-1,-1.090696678E-1,8.855005726E-4
1.824245310E-1,-1.925197542E-1,-1.165265143E-1,1.950764097E-3
1.844291150E-1,-2.021071315E-1,-1.271791607E-1,1.260339841E-2
1.864336980E-1,-2.074334472E-1,-1.367665231E-1,1.473392546E-2
1.884382810E-1,-2.053029239E-1,-1.378317922E-1,2.325603366E-2
1.904428650E-1,-2.159555554E-1,-1.420928538E-1,2.964761667E-2
1.924474480E-1,-2.148902863E-1,-1.452886313E-1,3.816972673E-2
1.944520310E-1,-2.212818712E-1,-1.516802162E-1,3.603919968E-2
1.964566150E-1,-2.276734561E-1,-1.527454853E-1,4.456130788E-2
1.984611980E-1,-2.266081870E-1,-1.538107395E-1,4.349604249E-2
2.004657810E-1,-2.308692336E-1,-1.516802162E-1,4.882236198E-2
2.024703650E-1,-2.340650260E-1,-1.506149471E-1,4.775709659E-2
2.044749480E-1,-2.340650260E-1,-1.463539004E-1,5.201815069E-2
2.064795310E-1,-2.383260876E-1,-1.420928538E-1,4.882236198E-2
2.084841150E-1,-2.383260876E-1,-1.346359998E-1,5.095288903E-2
2.104886980E-1,-2.340650260E-1,-1.314402074E-1,4.775709659E-2
2.124932810E-1,-2.383260876E-1,-1.293096840E-1,5.095288903E-2
2.144978650E-1,-2.340650260E-1,-1.197223067E-1,4.669183493E-2
2.165024480E-1,-2.351302952E-1,-1.112001985E-1,4.136551917E-2
2.185070310E-1,-2.361955643E-1,-1.048086137E-1,4.562657326E-2
2.205116150E-1,-2.404566109E-1,-9.735176712E-2,4.243078083E-2
2.225161980E-1,-2.372608185E-1,-9.309072047E-2,3.710446507E-2
2.245207810E-1,-2.361955643E-1,-8.137281984E-2,3.923498839E-2
2.265253650E-1,-2.372608185E-1,-7.285071164E-2,3.710446507E-2
2.285299480E-1,-2.361955643E-1,-6.539386511E-2,3.816972673E-2
2.305345310E-1,-2.361955643E-1,-5.793701485E-2,2.858235128E-2
2.325391150E-1,-2.361955643E-1,-4.728438333E-2,3.284341097E-2
2.345436980E-1,-2.329997718E-1,-4.089280218E-2,3.071287833E-2
2.365482810E-1,-2.351302952E-1,-3.556648269E-2,2.219077013E-2
2.385528650E-1,-2.308692336E-1,-2.491385117E-2,1.579918899E-2
2.405574480E-1,-2.340650260E-1,-1.745700650E-2,1.579918899E-2
2.425620310E-1,-2.361955643E-1,-1.426121499E-2,1.260339841E-2
2.445666150E-1,-2.319345027E-1,6.524741184E-4,7.277081255E-3
2.465711980E-1,-2.308692336E-1,3.848264692E-3,5.146554206E-3
2.485757810E-1,-2.308692336E-1,1.663142629E-2,-1.797629520E-4
2.505803650E-1,-2.351302952E-1,1.982721686E-2,-2.310290001E-3
2.525849480E-1,-2.340650260E-1,2.621879801E-2,-1.245026477E-3
2.545895310E-1,-2.393913567E-1,2.941458672E-2,-3.375553526E-3
2.565941150E-1,-2.361955643E-1,3.580617532E-2,-5.506080575E-3
2.585986980E-1,-2.383260876E-1,3.900196031E-2,-2.310290001E-3
2.606032810E-1,-2.361955643E-1,4.432828352E-2,-5.506080575E-3
2.626078650E-1,-2.383260876E-1,4.752406850E-2,-7.636607625E-3
2.646124480E-1,-2.383260876E-1,5.178512260E-2,-1.083239913E-2
2.666170310E-1,-2.372608185E-1,5.604618415E-2,-1.083239913E-2
2.686216150E-1,-2.383260876E-1,6.137249991E-2,-1.189766265E-2
2.706261980E-1,-2.383260876E-1,6.669881195E-2,-1.083239913E-2
2.726307810E-1,-2.383260876E-1,7.095986605E-2,-9.767134674E-3
2.746353650E-1,-2.436524034E-1,7.415565848E-2,-1.189766265E-2
2.766399480E-1,-2.425871342E-1,7.841671258E-2,-7.636607625E-3
2.786445310E-1,-2.468481958E-1,8.480829000E-2,-8.701871149E-3
2.806491150E-1,-2.489787191E-1,8.906934410E-2,-8.701871149E-3
2.826536980E-1,-2.500439882E-1,8.800408244E-2,-4.440817051E-3
2.846582810E-1,-2.511092424E-1,9.333039820E-2,-1.245026477E-3
2.866628650E-1,-2.543050349E-1,9.652619064E-2,-2.310290001E-3
2.886674480E-1,-2.521744967E-1,1.061135605E-1,8.855005726E-4
2.906720310E-1,-2.543050349E-1,1.082440913E-1,7.277081255E-3
2.926766150E-1,-2.564355731E-1,1.071788296E-1,6.211817730E-3
2.946811980E-1,-2.575007975E-1,1.114398763E-1,8.342344314E-3
2.966857810E-1,-2.543050349E-1,1.178314611E-1,6.211817730E-3
2.986903650E-1,-2.564355731E-1,1.188967302E-1,1.047287136E-2
3.006949480E-1,-2.606965899E-1,1.220925227E-1,1.260339841E-2
3.026995310E-1,-2.606965899E-1,1.252882928E-1,8.342344314E-3
3.047041150E-1,-2.617618442E-1,1.263535619E-1,7.277081255E-3
3.067086980E-1,-2.585660517E-1,1.284840852E-1,9.407607839E-3
3.087132810E-1,-2.638923824E-1,1.284840852E-1,1.047287136E-2
3.107178650E-1,-2.660229206E-1,1.263535619E-1,1.153813489E-2
3.127224480E-1,-2.638923824E-1,1.284840852E-1,9.407607839E-3
3.147270310E-1,-2.617618442E-1,1.274188310E-1,1.153813489E-2
3.167316150E-1,-2.660229206E-1,1.252882928E-1,1.473392546E-2
3.187361980E-1,-2.628271282E-1,1.210272536E-1,1.579918899E-2
3.207407810E-1,-2.628271282E-1,1.188967302E-1,1.473392546E-2
3.227453650E-1,-2.628271282E-1,1.167661920E-1,1.792971604E-2
3.247499480E-1,-2.617618442E-1,1.199619845E-1,2.112550661E-2
3.267545310E-1,-2.638923824E-1,1.199619845E-1,3.071287833E-2
3.287591150E-1,-2.681534290E-1,1.157009378E-1,3.284341097E-2
3.307636980E-1,-2.670881748E-1,1.125051454E-1,3.603919968E-2
3.327682810E-1,-2.660229206E-1,1.135704070E-1,3.497393429E-2
3.347728650E-1,-2.660229206E-1,1.135704070E-1,3.923498839E-2
3.367774480E-1,-2.649576366E-1,1.093093529E-1,3.923498839E-2
3.387820310E-1,-2.660229206E-1,1.082440913E-1,4.243078083E-2
3.407866150E-1,-2.617618442E-1,1.061135605E-1,4.030025378E-2
3.427911980E-1,-2.649576366E-1,9.972198308E-2,4.988762736E-2
3.447957810E-1,-2.702839673E-1,9.439565986E-2,4.988762736E-2
3.468003650E-1,-2.606965899E-1,9.759145230E-2,4.669183493E-2
3.488049480E-1,-2.681534290E-1,9.013461322E-2,5.414868146E-2
3.508095310E-1,-2.660229206E-1,8.374302834E-2,5.627920479E-2
3.528141150E-1,-2.638923824E-1,7.841671258E-2,5.627920479E-2
3.548186980E-1,-2.606965899E-1,7.841671258E-2,6.373604387E-2
3.568232810E-1,-2.638923824E-1,7.628618181E-2,6.693183631E-2
3.588278650E-1,-2.575007975E-1,7.095986605E-2,6.799709797E-2
3.608324480E-1,-2.649576366E-1,6.776407361E-2,7.651920617E-2
3.628370310E-1,-2.638923824E-1,6.669881195E-2,8.504131436E-2
3.648416150E-1,-2.638923824E-1,6.137249991E-2,9.036763012E-2
3.668461980E-1,-2.628271282E-1,5.924196914E-2,9.462868422E-2
3.688507810E-1,-2.628271282E-1,5.817670748E-2,9.888973832E-2
3.708553650E-1,-2.628271282E-1,5.498091504E-2,1.020855308E-1
3.728599480E-1,-2.596313357E-1,5.391565338E-2,1.084771156E-1
3.748645310E-1,-2.596313357E-1,5.391565338E-2,1.159339547E-1
3.768691150E-1,-2.628271282E-1,5.071986094E-2,1.191297472E-1
3.788736980E-1,-2.617618442E-1,4.539354518E-2,1.244560704E-1
3.808782810E-1,-2.585660517E-1,4.432828352E-2,1.308476627E-1
3.828828650E-1,-2.606965899E-1,4.113249108E-2,1.404350251E-1
3.848874480E-1,-2.649576366E-1,3.367564455E-2,1.372392476E-1
3.868920310E-1,-2.628271282E-1,3.367564455E-2,1.457613558E-1
3.888966150E-1,-2.692187130E-1,2.621879801E-2,1.532181948E-1
3.909011980E-1,-2.649576366E-1,2.302300930E-2,1.564139873E-1
3.929057810E-1,-2.670881748E-1,2.089248039E-2,1.596097797E-1
3.949103650E-1,-2.638923824E-1,1.663142629E-2,1.585445106E-1
3.969149480E-1,-2.628271282E-1,8.109319024E-3,1.649360955E-1
3.989195310E-1,-2.638923824E-1,5.978791974E-3,1.691971421E-1
4.009241150E-1,-2.649576366E-1,4.913528450E-3,1.670666188E-1
4.029286980E-1,-2.606965899E-1,-2.543316456E-3,1.681318879E-1
4.049332810E-1,-2.660229206E-1,-6.804370321E-3,1.713276803E-1
4.069378650E-1,-2.681534290E-1,-1.106542442E-2,1.766539961E-1
4.089424480E-1,-2.702839673E-1,-1.745700650E-2,1.787845194E-1
4.109470310E-1,-2.670881748E-1,-2.384858765E-2,1.766539961E-1
4.129516150E-1,-2.692187130E-1,-2.704437822E-2,1.777192503E-1
4.149561980E-1,-2.692187130E-1,-2.917490527E-2,1.809150428E-1
4.169607810E-1,-2.702839673E-1,-3.237069398E-2,1.862413585E-1
4.189653650E-1,-2.713492215E-1,-4.302332923E-2,1.894371510E-1
4.209699480E-1,-2.702839673E-1,-4.302332923E-2,1.894371510E-1
4.229745310E-1,-2.670881748E-1,-4.621912166E-2,1.958287358E-1
4.249791150E-1,-2.713492215E-1,-5.048017576E-2,1.979592592E-1
4.269836980E-1,-2.702839673E-1,-5.048017576E-2,1.968940049E-1
4.289882810E-1,-2.692187130E-1,-5.793701485E-2,2.022203207E-1
4.309928650E-1,-2.649576366E-1,-6.006754562E-2,2.043508440E-1
4.329974480E-1,-2.670881748E-1,-6.858965755E-2,2.064813673E-1
4.350020310E-1,-2.670881748E-1,-7.072018087E-2,2.064813673E-1
4.370066150E-1,-2.702839673E-1,-7.391597331E-2,2.096771598E-1
4.390111980E-1,-2.734797597E-1,-7.178544998E-2,2.107424289E-1
4.410157810E-1,-2.702839673E-1,-7.391597331E-2,2.096771598E-1
4.430203650E-1,-2.660229206E-1,-8.137281984E-2,2.139382213E-1
4.450249480E-1,-2.670881748E-1,-8.030755073E-2,2.181992680E-1
4.470295310E-1,-2.649576366E-1,-8.563387394E-2,2.267213762E-1
4.490341150E-1,-2.649576366E-1,-9.096018970E-2,2.245908529E-1
4.510386980E-1,-2.660229206E-1,-8.989492804E-2,2.277866453E-1
4.530432810E-1,-2.617618442E-1,-9.522124380E-2,2.405698001E-1
4.550478650E-1,-2.670881748E-1,-9.522124380E-2,2.427003235E-1
4.570524480E-1,-2.670881748E-1,-9.202545136E-2,2.544182241E-1
4.590570310E-1,-2.638923824E-1,-9.415598214E-2,2.586792707E-1
4.610616150E-1,-2.596313357E-1,-9.948229790E-2,2.693319023E-1
4.630661980E-1,-2.596313357E-1,-9.841703624E-2,2.842455804E-1
4.650707810E-1,-2.575007975E-1,-9.841703624E-2,2.906371653E-1
4.670753650E-1,-2.564355731E-1,-1.016128287E-1,2.991592884E-1
4.690799480E-1,-2.553702891E-1,-1.005475596E-1,3.098119199E-1
4.710845310E-1,-2.489787191E-1,-1.037433520E-1,3.119424582E-1
4.730891150E-1,-2.447176725E-1,-1.069391444E-1,3.215298057E-1
4.750936980E-1,-2.404566109E-1,-1.058738753E-1,3.289866745E-1
4.770982810E-1,-2.329997718E-1,-1.058738753E-1,3.289866745E-1
4.791028650E-1,-2.308692336E-1,-1.048086137E-1,3.353782296E-1
4.811074480E-1,-2.287387103E-1,-1.069391444E-1,3.364435136E-1
4.831120310E-1,-2.223471403E-1,-1.048086137E-1,3.332477212E-1
4.851166150E-1,-2.212818712E-1,-9.948229790E-2,3.321824670E-1
4.871211980E-1,-2.170208097E-1,-9.948229790E-2,3.300519288E-1
4.891257810E-1,-2.148902863E-1,-9.841703624E-2,3.289866745E-1
4.911303650E-1,-2.148902863E-1,-8.882965893E-2,3.279213905E-1
4.931349480E-1,-2.202166021E-1,-8.350334316E-2,3.247255981E-1
4.951395310E-1,-2.138250172E-1,-8.563387394E-2,3.215298057E-1
4.971441150E-1,-2.180860788E-1,-8.137281984E-2,3.225950897E-1
4.991486980E-1,-2.170208097E-1,-7.178544998E-2,3.108771741E-1
5.011532810E-1,-2.170208097E-1,-7.604650408E-2,3.151382208E-1
5.031578650E-1,-2.180860788E-1,-7.072018087E-2,3.130077124E-1
5.051624480E-1,-2.180860788E-1,-6.752439588E-2,3.108771741E-1
5.071670310E-1,-2.191513479E-1,-7.498123497E-2,3.151382208E-1
5.091716150E-1,-2.170208097E-1,-7.498123497E-2,3.183340132E-1
5.111761980E-1,-2.116944939E-1,-8.137281984E-2,3.215298057E-1
5.131807810E-1,-2.095639706E-1,-8.563387394E-2,3.193992972E-1
5.151853650E-1,-1.999765933E-1,-9.522124380E-2,3.215298057E-1
5.171899480E-1,-1.935850233E-1,-1.069391444E-1,3.215298057E-1
5.191945310E-1,-1.935850233E-1,-1.218528301E-1,3.225950897E-1
5.211991150E-1,-1.903892308E-1,-1.388970613E-1,3.268561363E-1
5.232036980E-1,-1.786713302E-1,-1.484844238E-1,3.225950897E-1
5.252082810E-1,-1.765408069E-1,-1.623328477E-1,3.204645514E-1
5.272128650E-1,-1.690839529E-1,-1.815076023E-1,3.193992972E-1
5.292174480E-1,-1.626923680E-1,-1.932255030E-1,3.108771741E-1
5.312220310E-1,-1.563007981E-1,-2.081391811E-1,3.066161275E-1
5.332266150E-1,-1.509744823E-1,-2.145307660E-1,3.012897968E-1
5.352311980E-1,-1.456481516E-1,-2.251833975E-1,2.906371653E-1
5.372357810E-1,-1.413871050E-1,-2.379665673E-1,2.831803262E-1
5.392403650E-1,-1.381913126E-1,-2.496844679E-1,2.703971565E-1
5.412449480E-1,-1.264734119E-1,-2.528802156E-1,2.682666481E-1
5.432495310E-1,-1.232776269E-1,-2.635328472E-1,2.576140165E-1
5.452541150E-1,-1.168860421E-1,-2.720549703E-1,2.469613850E-1
5.472586980E-1,-1.190165728E-1,-2.773812711E-1,2.427003235E-1
5.492632810E-1,-1.115597263E-1,-2.859033942E-1,2.331129611E-1
5.512678650E-1,-1.062334105E-1,-2.859033942E-1,2.245908529E-1
5.532724480E-1,-1.019723564E-1,-2.912296951E-1,2.181992680E-1
5.552770310E-1,-1.041028798E-1,-2.912296951E-1,2.118076831E-1
5.572816150E-1,-9.771130234E-2,-2.976212800E-1,2.011550516E-1
5.592861980E-1,-1.009070873E-1,-3.008170724E-1,1.979592592E-1
5.612907810E-1,-1.009070873E-1,-2.986865640E-1,1.905024201E-1
5.632953650E-1,-1.041028798E-1,-2.997518182E-1,1.862413585E-1
5.652999480E-1,-1.009070873E-1,-2.986865640E-1,1.787845194E-1
5.673045310E-1,-1.009070873E-1,-2.976212800E-1,1.745234579E-1
5.693091150E-1,-1.030376181E-1,-2.965560257E-1,1.681318879E-1
5.713136980E-1,-1.009070873E-1,-2.944254875E-1,1.681318879E-1
5.733182810E-1,-1.019723564E-1,-2.954907715E-1,1.649360955E-1
5.753228650E-1,-1.030376181E-1,-2.997518182E-1,1.649360955E-1
5.773274480E-1,-1.083639339E-1,-2.997518182E-1,1.638708264E-1
5.793320310E-1,-1.083639339E-1,-3.061434031E-1,1.628055722E-1
5.813366150E-1,-1.072986722E-1,-3.061434031E-1,1.585445106E-1
5.833411980E-1,-1.083639339E-1,-3.146654963E-1,1.660013646E-1
5.853457810E-1,-1.072986722E-1,-3.178612888E-1,1.660013646E-1
5.873503650E-1,-1.051681489E-1,-3.242528737E-1,1.734582037E-1
5.893549480E-1,-1.051681489E-1,-3.306444585E-1,1.702624112E-1
5.913595310E-1,-1.030376181E-1,-3.423623741E-1,1.745234579E-1
5.933641150E-1,-1.083639339E-1,-3.476886749E-1,1.766539961E-1
5.953686980E-1,-1.083639339E-1,-3.583413064E-1,1.798497885E-1
5.973732810E-1,-1.094291955E-1,-3.657981455E-1,1.851761043E-1
5.993778650E-1,-1.083639339E-1,-3.743202686E-1,1.862413585E-1
6.013824480E-1,-1.115597263E-1,-3.913644850E-1,1.883718967E-1
6.033870310E-1,-1.115597263E-1,-4.020171165E-1,1.894371510E-1
6.053916150E-1,-1.179513037E-1,-4.137350023E-1,1.947634667E-1
6.073961980E-1,-1.211470962E-1,-4.318445027E-1,1.936982125E-1
6.094007810E-1,-1.296692044E-1,-4.435623884E-1,1.979592592E-1
6.114053650E-1,-1.296692044E-1,-4.616718590E-1,1.947634667E-1
6.134099480E-1,-1.381913126E-1,-4.744550288E-1,1.979592592E-1
6.154145310E-1,-1.371260583E-1,-4.883034527E-1,1.968940049E-1
6.174191150E-1,-1.424523741E-1,-5.000213981E-1,1.979592592E-1
6.194236980E-1,-1.456481516E-1,-5.128045678E-1,1.915676743E-1
6.214282810E-1,-1.499092132E-1,-5.202614069E-1,1.958287358E-1
6.234328650E-1,-1.488439441E-1,-5.298487544E-1,2.011550516E-1
6.254374480E-1,-1.531050056E-1,-5.394361615E-1,1.979592592E-1
6.274420310E-1,-1.594965905E-1,-5.479582548E-1,2.000897974E-1
6.294466150E-1,-1.605618447E-1,-5.532845855E-1,1.990245283E-1
6.314511980E-1,-1.594965905E-1,-5.564803481E-1,1.979592592E-1
6.334557810E-1,-1.648229063E-1,-5.650024414E-1,1.915676743E-1
6.354603650E-1,-1.680186987E-1,-5.681982636E-1,1.915676743E-1
6.374649480E-1,-1.722797453E-1,-5.724592805E-1,1.851761043E-1
6.394695310E-1,-1.786713302E-1,-5.809814334E-1,1.755887270E-1
6.414741150E-1,-1.818671227E-1,-5.841771960E-1,1.713276803E-1
6.434786980E-1,-1.839976460E-1,-5.820466876E-1,1.649360955E-1
6.454832810E-1,-1.829323769E-1,-5.788508654E-1,1.564139873E-1
6.474878650E-1,-1.786713302E-1,-5.788508654E-1,1.478918791E-1
6.494924480E-1,-1.776060611E-1,-5.788508654E-1,1.446960866E-1
6.514970310E-1,-1.786713302E-1,-5.735245943E-1,1.361739784E-1
6.535016150E-1,-1.776060611E-1,-5.692635179E-1,1.265866011E-1
6.555061980E-1,-1.733450145E-1,-5.724592805E-1,1.159339547E-1
6.575107810E-1,-1.733450145E-1,-5.681982636E-1,1.052813232E-1
6.595153650E-1,-1.701492220E-1,-5.639371872E-1,9.036763012E-2
6.615199480E-1,-1.701492220E-1,-5.618066788E-1,8.184552193E-2
6.635245310E-1,-1.648229063E-1,-5.554150939E-1,7.225815207E-2
6.655291150E-1,-1.594965905E-1,-5.522193313E-1,5.947499722E-2
6.675336980E-1,-1.573660523E-1,-5.500887632E-1,5.414868146E-2
6.695382810E-1,-1.509744823E-1,-5.468930006E-1,3.816972673E-2
6.715428650E-1,-1.488439441E-1,-5.330445766E-1,3.284341097E-2
6.735474480E-1,-1.488439441E-1,-5.373055935E-1,1.899497956E-2
6.755520310E-1,-1.413871050E-1,-5.266529918E-1,1.473392546E-2
6.775566150E-1,-1.392565817E-1,-5.298487544E-1,-1.245026477E-3
6.795611980E-1,-1.349955201E-1,-5.255877376E-1,-5.506080575E-3
6.815657810E-1,-1.307344735E-1,-5.245224237E-1,-1.935450733E-2
6.835703650E-1,-1.317997277E-1,-5.309140086E-1,-1.722398028E-2
6.855749480E-1,-1.286039352E-1,-5.287835002E-1,-2.894187905E-2
6.875795310E-1,-1.254081428E-1,-5.287835002E-1,-3.320293501E-2
6.895841150E-1,-1.232776269E-1,-5.309140086E-1,-3.639872000E-2
6.915886980E-1,-1.232776269E-1,-5.394361615E-1,-4.172503948E-2
6.935932810E-1,-1.190165728E-1,-5.447624326E-1,-4.598609358E-2
6.955978650E-1,-1.179513037E-1,-5.500887632E-1,-5.131240934E-2
6.976024480E-1,-1.264734119E-1,-5.671330094E-1,-5.344293639E-2
6.996070310E-1,-1.211470962E-1,-5.767203569E-1,-5.450820178E-2
7.016116150E-1,-1.296692044E-1,-5.926992893E-1,-5.663872510E-2
7.036161980E-1,-1.275386810E-1,-5.990908742E-1,-6.516083330E-2
7.056207810E-1,-1.286039352E-1,-6.129392982E-1,-6.622610986E-2
7.076253650E-1,-1.328649968E-1,-6.257224679E-1,-6.835663319E-2
7.096299480E-1,-1.328649968E-1,-6.406361461E-1,-6.409557164E-2
7.116345310E-1,-1.371260583E-1,-6.544846296E-1,-6.622610986E-2
7.136391150E-1,-1.392565817E-1,-6.630067229E-1,-6.409557164E-2
7.156436980E-1,-1.403218359E-1,-6.800509095E-1,-6.303030998E-2
7.176482810E-1,-1.456481516E-1,-6.938993335E-1,-6.196504459E-2
7.196528650E-1,-1.456481516E-1,-7.120088339E-1,-5.663872510E-2
7.216574480E-1,-1.445828974E-1,-7.247920036E-1,-5.770399049E-2
7.236620310E-1,-1.477786899E-1,-7.397056818E-1,-5.237767100E-2
7.256666150E-1,-1.477786899E-1,-7.535541058E-1,-4.492082819E-2
7.276711980E-1,-1.499092132E-1,-7.631414533E-1,-4.279030114E-2
7.296757810E-1,-1.499092132E-1,-7.780551910E-1,-3.426819295E-2
7.316803650E-1,-1.499092132E-1,-7.929688692E-1,-2.574608847E-2
7.336849480E-1,-1.499092132E-1,-8.046867847E-1,-1.722398028E-2
7.356895310E-1,-1.456481516E-1,-8.164046407E-1,-8.701871149E-3
7.376941150E-1,-1.456481516E-1,-8.249267936E-1,-5.506080575E-3
7.396986980E-1,-1.456481516E-1,-8.345141411E-1,5.146554206E-3
7.417032810E-1,-1.488439441E-1,-8.472973108E-1,1.153813489E-2
7.437078650E-1,-1.467134207E-1,-8.568846583E-1,1.047287136E-2
7.457124480E-1,-1.413871050E-1,-8.675373197E-1,1.579918899E-2
7.477170310E-1,-1.381913126E-1,-8.696678281E-1,1.792971604E-2
7.497216150E-1,-1.381913126E-1,-8.803204894E-1,2.858235128E-2
7.517261980E-1,-1.360607892E-1,-8.888425827E-1,2.751708776E-2
7.537307810E-1,-1.339302659E-1,-8.973646760E-1,3.284341097E-2
7.557353650E-1,-1.307344735E-1,-9.005604982E-1,3.284341097E-2
7.577399480E-1,-1.254081428E-1,-9.069520831E-1,4.030025378E-2
