"Time (s)","X (rad/s)","Y (rad/s)","Z (rad/s)"
5.219700001E-2,-6.761626154E-2,-3.835878968E-1,6.300123334E-1
6.213899993E-2,-7.913576066E-2,-4.641455710E-1,6.100966930E-1
7.208199997E-2,-8.693930507E-2,-5.269569755E-1,5.236126781E-1
8.202400000E-2,-8.775317669E-2,-5.847328901E-1,3.952336907E-1
9.196699993E-2,-9.663061053E-2,-5.785633326E-1,2.484369874E-1
1.019090000E-1,-1.254761070E-1,-4.960711300E-1,9.571589530E-2
1.118520000E-1,-1.509281397E-1,-3.588160872E-1,-4.859462753E-2
1.217939999E-1,-1.690586805E-1,-2.122133225E-1,-1.765200943E-1
1.317370000E-1,-1.652074009E-1,-1.025511548E-1,-2.755323350E-1
1.416790000E-1,-1.433154047E-1,-4.579359666E-2,-3.462352753E-1
1.516219999E-1,-1.162336022E-1,-2.878596261E-2,-3.671111166E-1
1.615640000E-1,-1.029795855E-1,-5.502049625E-2,-3.408483565E-1
1.715070000E-1,-1.079928204E-1,-1.413475275E-1,-2.947502136E-1
1.814490000E-1,-1.366841197E-1,-2.406283021E-1,-2.388773561E-1
1.913919999E-1,-1.874941587E-1,-3.079984486E-1,-1.947001666E-1
2.013340000E-1,-2.292679548E-1,-3.446544707E-1,-1.628285199E-1
2.112770000E-1,-2.712241411E-1,-3.626222908E-1,-1.451663822E-1
2.212189999E-1,-3.031666279E-1,-3.540940583E-1,-1.371257603E-1
2.311620000E-1,-3.217141628E-1,-3.056682050E-1,-1.501573622E-1
2.411040000E-1,-3.229525387E-1,-1.997034252E-1,-1.682183743E-1
2.510469999E-1,-3.086121380E-1,-6.272778660E-2,-1.752463877E-1
2.609890000E-1,-2.892490923E-1,1.182545125E-1,-1.714583039E-1
2.709320000E-1,-2.539466918E-1,2.884185016E-1,-1.405224353E-1
2.808739999E-1,-2.073032856E-1,4.163897634E-1,-5.197180435E-2
2.908170000E-1,-1.635068655E-1,4.924151599E-1,1.029013246E-1
3.007590000E-1,-1.233775541E-1,4.966296256E-1,2.850514352E-1
3.107019999E-1,-7.298137248E-2,4.505764246E-1,4.493896365E-1
3.206440000E-1,-5.036943592E-3,2.419273406E-1,5.683972239E-1
3.305870000E-1,7.742759585E-2,-1.850737482E-1,6.319136620E-1
