"Time (s)","X (m/s^2)","Y (m/s^2)","Z (m/s^2)"
0.000000000E0,-2.351011047E0,7.176077271E0,7.102131042E0
9.943000041E-3,-2.412533112E0,7.307354279E0,6.926246796E0
1.988499996E-2,-2.344275055E0,7.411986694E0,6.797963562E0
2.982699999E-2,-2.211052094E0,7.430398407E0,6.809489594E0
3.977000003E-2,-1.993704071E0,7.375612335E0,6.933282166E0
4.971199995E-2,-1.633852386E0,7.290140076E0,7.016658783E0
5.965399998E-2,-1.323248291E0,7.225923615E0,6.839427338E0
6.959700002E-2,-1.219963074E0,7.261100464E0,6.871760101E0
7.953899994E-2,-1.143023071E0,7.337142334E0,7.079378357E0
8.948199998E-2,-1.068627777E0,7.371121674E0,7.132068787E0
9.942400001E-2,-1.082548828E0,7.415279846E0,7.088060303E0
1.093659999E-1,-1.199455719E0,7.418572998E0,7.224726105E0
1.193090000E-1,-1.323697357E0,7.369325409E0,7.371271362E0
1.292510000E-1,-1.334175568E0,7.368726654E0,7.403454437E0
1.391939999E-1,-1.275048523E0,7.447163544E0,7.461982727E0
1.491360000E-1,-1.235830078E0,7.502997437E0,7.469317474E0
1.590780000E-1,-1.165476379E0,7.530989227E0,7.563471680E0
1.690210000E-1,-1.049317932E0,7.412884827E0,7.601342926E0
1.789630000E-1,-9.099577332E-1,7.313042450E0,7.660320282E0
1.889050000E-1,-7.518864441E-1,7.169041901E0,7.748936005E0
1.988480000E-1,-6.915618896E-1,6.999444580E0,7.685018921E0
2.087899999E-1,-5.090913391E-1,6.982679443E0,7.602241058E0
2.187330000E-1,-3.360511780E-1,6.776408386E0,7.464677124E0
2.286750000E-1,-1.781295776E-1,6.583459625E0,7.338489532E0
2.386169999E-1,-9.086105347E-2,6.523733826E0,7.347919922E0
2.485600000E-1,-9.475296021E-2,6.547384644E0,7.435936890E0
2.585020000E-1,-5.194198608E-2,6.637497253E0,7.653584290E0
2.684440000E-1,-4.625381470E-2,6.625372467E0,7.898774414E0
2.783870000E-1,-6.346801758E-2,6.556964722E0,7.943681030E0
2.883290000E-1,-2.305206299E-2,6.496490479E0,7.860753479E0
2.982720000E-1,9.879455566E-3,6.408024445E0,7.689808960E0
3.082140000E-1,3.113525391E-2,6.390810242E0,7.555987244E0
3.181560000E-1,1.954934692E-1,6.502328339E0,7.505242767E0
3.280990000E-1,5.713618469E-1,6.537954254E0,7.182962952E0
3.380410000E-1,8.198451233E-1,6.521338806E0,7.872878265E0
3.479830000E-1,8.008346558E-1,6.403533783E0,8.131989441E0
3.579260000E-1,7.664062500E-1,6.408772888E0,7.921078033E0
